Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQK_M_R
1321,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1322,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1323,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1324,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1325,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1326,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1327,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1328,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1329,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1330,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1331,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1338,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1339,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1341,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1342,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1343,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1344,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1345,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1346,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1347,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1348,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1349,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1350,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1351,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1352,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1353,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1354,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1355,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1356,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1363,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1364,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1365,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1366,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1367,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1368,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1369,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
1370,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1371,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1372,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1373,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1374,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1375,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1376,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1377,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
1378,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1379,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1380,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1381,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1382,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
1383,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1384,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1385,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1386,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1387,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1388,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
1389,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1390,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1391,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1392,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1393,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1394,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1395,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1396,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1397,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1398,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1399,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1400,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1401,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1402,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1403,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1404,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1405,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1406,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1407,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1408,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1409,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1410,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1411,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1412,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1413,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1414,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1415,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1416,NULL,Cropland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1417,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1418,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1419,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1420,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1421,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1422,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1423,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
1424,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1425,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1426,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1427,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1428,NULL,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1429,NULL,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1430,NULL,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1431,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1432,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1433,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
1434,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
1435,NULL,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
1436,NULL,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
1437,NULL,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
1438,NULL,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
1439,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
1440,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1441,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1442,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1443,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1444,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1445,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1446,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1447,NULL,Cropland,Water,NULL,Water,Water,Grassland,Wetland
1448,NULL,Cropland,Water,Water,Water,Wetland,Wetland,Grassland
1449,NULL,Cropland,Water,Water,Water,Water,Wetland,Grassland
1450,NULL,Cropland,Water,Water,Water,Water,Wetland,Wetland
1451,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1452,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1453,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1454,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1455,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1456,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1457,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1458,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1459,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1460,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1461,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1462,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1463,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1464,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1465,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1466,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1467,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1468,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1469,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1470,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1471,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1472,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1473,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1474,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1475,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1476,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1477,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1478,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1479,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1480,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1481,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1482,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1483,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1484,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1485,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1486,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1487,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1488,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1489,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1490,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1491,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1492,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
1493,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1494,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1495,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1496,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1497,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1498,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1499,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1500,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1501,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1502,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1503,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1504,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1505,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1506,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1507,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
1508,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1509,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1510,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1511,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1512,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1513,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1514,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
1515,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1516,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1517,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1518,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1519,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1520,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
1521,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1522,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
1523,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
1524,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1525,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1526,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1527,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1528,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1529,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1530,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
1531,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,NULL
1532,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1533,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1534,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1535,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1536,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1537,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
1538,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1539,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1540,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1541,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1542,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1543,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1544,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1545,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1546,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
1547,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1548,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1549,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1550,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1551,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1552,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1553,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1554,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1555,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1556,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1557,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
1558,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1559,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1560,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1561,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1562,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
1563,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1564,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1565,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
1566,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1567,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1568,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1569,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1570,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1571,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1572,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1573,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1574,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1575,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1576,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1577,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1578,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1579,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1580,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1581,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1582,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1583,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1584,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
1585,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1586,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1587,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1588,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1589,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1590,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1591,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1592,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1593,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1594,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1595,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1596,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1597,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1598,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1599,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1600,NULL,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1601,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1602,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1603,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1604,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1605,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1606,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1607,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1608,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1609,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1610,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1611,NULL,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
1612,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1613,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1614,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1615,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1616,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1617,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1618,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1619,NULL,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
1620,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
1621,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1622,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
1623,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,NULL
1624,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1625,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1626,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1627,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1628,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1629,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
1630,NULL,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
1631,NULL,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
1632,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1633,NULL,Wetland,Water,NULL,Water,Water,Grassland,Wetland
1634,NULL,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
1635,NULL,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
1636,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1637,NULL,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
1638,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1639,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1640,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
1641,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
1642,NULL,Wetland,Water,Water,Water,Water,Grassland,Grassland
1643,NULL,Wetland,Water,Water,Water,Water,Grassland,Wetland
1644,NULL,Wetland,Water,Water,Water,Water,Grassland,Water
1645,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
