Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNE_M_R
2035,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2036,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2037,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2038,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2039,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2040,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2041,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2042,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2043,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2044,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2045,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2046,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2047,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2048,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2049,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2050,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2051,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2052,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2053,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2054,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
2055,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2056,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2057,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2058,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2059,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2060,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2061,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2062,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2063,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2064,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2065,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2066,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2067,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2068,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2069,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2070,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2071,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2072,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2073,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2074,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2075,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2076,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2077,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2078,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2079,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2080,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2081,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2082,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2083,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2084,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2085,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2086,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2087,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2088,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2089,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2090,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2091,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2092,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2093,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2094,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2095,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2096,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2097,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2098,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2099,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2100,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2101,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2102,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2103,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2104,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2105,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2106,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2107,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2108,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2109,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2110,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2111,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2112,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2113,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2114,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2115,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2116,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2117,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2118,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2119,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2120,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2121,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2122,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2123,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2124,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2125,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2126,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2127,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2128,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2129,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
2130,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2131,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2132,Forest,Cropland,Water,NULL,Water,NULL,NULL,Built-up
2133,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
2134,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2135,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2136,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2137,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2138,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2139,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2140,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2141,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2142,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2143,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2144,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2145,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2146,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2147,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2148,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2149,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2150,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2151,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2152,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2153,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2154,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2155,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2156,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2157,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2158,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2159,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2160,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2161,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2162,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2163,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2164,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2165,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2166,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2167,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2168,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2169,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2170,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2171,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2172,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2173,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2174,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2175,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2176,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2177,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2178,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2179,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2180,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2181,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2182,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2183,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2184,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
2185,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2186,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2187,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2188,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2189,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2190,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2191,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2192,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2193,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2194,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2195,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2196,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2197,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2198,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2199,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2200,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2201,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2202,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2203,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2204,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2205,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2206,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2207,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2208,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2209,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2210,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2211,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2212,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2213,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2214,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2215,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2216,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2217,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2218,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2219,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2220,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2221,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2222,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2223,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2224,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2225,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2226,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2227,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2228,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2229,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2230,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2231,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2232,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2233,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2234,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2235,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2236,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2237,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2238,Forest,Water,Water,Non_Water,Water,NULL,NULL,NULL
2239,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2240,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2241,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2242,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2243,Forest,Water,Water,Water,Water,NULL,NULL,Water
2244,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2245,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2246,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2247,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2248,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2249,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2250,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2251,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2252,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2253,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2254,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2255,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2256,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2257,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2258,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2259,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2260,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2261,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2262,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2263,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2264,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2265,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2266,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2267,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
2268,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2269,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2270,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2271,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2272,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2273,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2274,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2275,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2276,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2277,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2278,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2279,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2280,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2281,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2282,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2283,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2284,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2285,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2286,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2287,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2288,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2289,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2290,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2291,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2292,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2293,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2294,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2295,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2296,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2297,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2298,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2299,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2300,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2301,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2302,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2303,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2304,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2305,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2306,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2307,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2308,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2309,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2310,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2311,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2312,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2313,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2314,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2315,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2316,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2317,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2318,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2319,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2320,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2321,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2322,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2323,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2324,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2325,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2326,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2327,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2328,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2329,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2330,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2331,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2332,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2333,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2334,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2335,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
2336,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2337,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2338,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2339,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2340,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2341,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2342,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
2343,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2344,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2345,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2346,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2347,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2348,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2349,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2350,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2351,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2352,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2353,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2354,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2355,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2356,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2357,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2358,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2359,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2360,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2361,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2362,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2363,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2364,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2365,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2366,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2367,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2368,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2369,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2370,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2371,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2372,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2373,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2374,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2375,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2376,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,NULL
