Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMT_M_R
12712,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12713,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
12714,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
12715,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12716,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
12717,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12718,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12719,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
12720,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12721,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
12722,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12723,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12724,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12725,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
12726,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
12727,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
12728,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
12729,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
12730,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
12731,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
12732,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
12733,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
12734,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
12735,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
12736,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
12737,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
12738,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Water
12739,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12740,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
12741,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12742,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
12743,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12744,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12745,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12746,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12747,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12748,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
12749,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
12750,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
12751,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12752,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
12753,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
12754,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
12755,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12756,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
12757,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
12758,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
12759,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,Water,Wetland
12760,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
12761,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
12762,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
12763,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
12764,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
12765,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
12766,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
12767,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
12768,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
12769,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
12770,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
12771,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
12772,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
12773,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12774,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12775,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
12776,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
12777,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
12778,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
12779,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
12780,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
12781,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
12782,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
12783,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
12784,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
12785,Wetland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
12786,Wetland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
12787,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
12788,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
12789,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
12790,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
12791,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
12792,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12793,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
12794,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12795,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12796,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
12797,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
12798,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
12799,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
12800,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
12801,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
12802,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12803,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
12804,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12805,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
12806,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
12807,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
12808,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
12809,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
12810,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
12811,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Cropland
12812,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
12813,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
12814,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
12815,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
12816,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
12817,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
12818,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12819,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
12820,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
12821,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
12822,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
12823,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
12824,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
12825,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
12826,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
12827,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
12828,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12829,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
12830,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
12831,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
12832,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,NULL,Wetland
12833,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
12834,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
12835,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
12836,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Wetland
12837,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Water
12838,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
12839,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
12840,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Wetland
12841,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Water
12842,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,NULL
12843,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
12844,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Forest
12845,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
12846,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
12847,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
12848,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
12849,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
12850,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
12851,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Water
12852,Wetland,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
12853,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
12854,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
12855,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
12856,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
12857,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
12858,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
12859,Wetland,Wetland,Water,Water,Water,Wetland,NULL,Wetland
12860,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
12861,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
12862,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
12863,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
12864,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
12865,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
12866,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
12867,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
12868,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
12869,Wetland,Wetland,Water,Water,Water,Water,Water,Water
12870,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12871,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
12872,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12873,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
12874,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
12875,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
12876,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
12877,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12878,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
12879,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
12880,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
12881,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
12882,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12883,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
12884,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12885,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
12886,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12887,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
12888,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
12889,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
12890,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12891,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12892,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
12893,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12894,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12895,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
12896,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12897,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
12898,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
12899,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
12900,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
12901,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
12902,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
12903,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
12904,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
12905,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
12906,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12907,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
12908,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
12909,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
12910,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
12911,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
12912,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
12913,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
12914,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
12915,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
12916,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
12917,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
12918,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12919,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
12920,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
12921,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12922,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12923,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12924,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
12925,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
12926,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
12927,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
12928,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
12929,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12930,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12931,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
12932,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
12933,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
12934,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
12935,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12936,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
12937,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12938,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
12939,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
12940,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
12941,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
12942,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
12943,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
12944,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
12945,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
12946,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
12947,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
12948,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
12949,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
12950,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
12951,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
12952,Wetland,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
12953,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12954,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12955,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
12956,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12957,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
12958,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12959,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
12960,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12961,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12962,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12963,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12964,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
12965,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
12966,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
12967,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12968,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
12969,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12970,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
12971,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Wetland
12972,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
12973,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
12974,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12975,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
12976,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
12977,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
12978,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
12979,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
12980,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
12981,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12982,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12983,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
12984,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
12985,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
12986,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12987,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12988,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
12989,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
12990,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
12991,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
12992,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
12993,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
12994,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
12995,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
12996,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
12997,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
12998,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
12999,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
13000,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
13001,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
13002,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
13003,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13004,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
13005,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
13006,Wetland,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
13007,Wetland,Water,Water,NULL,Water,NULL,Water,Water
13008,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Forest
13009,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
13010,Wetland,Water,Water,NULL,Water,Bareland,Water,Wetland
13011,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
13012,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
13013,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Forest
13014,Wetland,Water,Water,Non_Water,Water,Bareland,Wetland,Wetland
13015,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Wetland
13016,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Forest
13017,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
13018,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
13019,Wetland,Water,Water,Water,Water,Wetland,Bareland,Grassland
13020,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
13021,Wetland,Water,Water,Water,Water,Wetland,Water,Water
13022,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
13023,Wetland,Water,Water,Water,Water,Bareland,Water,Water
13024,Wetland,Water,Water,Water,Water,Water,NULL,Water
13025,Wetland,Water,Water,Water,Water,Water,Water,Wetland
13026,Wetland,Water,Water,Water,Water,Water,Water,Water
13027,Wetland,Water,Water,Water,Water,Forest,Water,Water
13028,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
13029,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13030,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
13031,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
13032,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
13033,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
13034,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13035,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
13036,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
13037,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
13038,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13039,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
