Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMG_M_R
2631,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2632,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2633,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2634,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2635,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2636,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2637,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2638,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2639,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2640,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2641,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2642,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2643,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2644,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2645,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2646,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2647,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2648,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2649,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2650,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2651,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2652,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
2653,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
2654,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
2655,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2656,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
2657,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2658,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2659,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2660,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2661,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2662,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2663,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2664,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2665,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2666,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2667,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2668,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2669,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2670,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2671,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2672,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2673,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2674,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2675,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2676,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2677,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2678,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2679,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2680,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2681,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2682,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2683,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2684,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2685,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2686,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2687,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2688,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2689,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2690,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2691,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2692,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2693,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2694,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2695,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2696,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2697,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2698,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2699,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2700,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2701,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2702,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2703,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2704,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2705,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2706,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2707,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2708,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2709,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2710,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2711,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2712,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2713,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2714,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2715,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2716,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2717,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2718,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2719,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2720,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2721,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2722,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2723,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2724,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2725,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2726,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2727,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2728,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2729,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2730,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2731,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2732,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2733,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2734,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2735,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
2736,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2737,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2738,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2739,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2740,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2741,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2742,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2743,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2744,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2745,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2746,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2747,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2748,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2749,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,NULL
2750,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2751,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
2752,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2753,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2754,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2755,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2756,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2757,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2758,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2759,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2760,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2761,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2762,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2763,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2764,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2765,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2766,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2767,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2768,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2769,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2770,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2771,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2772,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2773,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2774,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2775,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2776,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2777,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2778,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2779,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2780,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2781,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2782,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2783,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2784,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2785,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2786,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2787,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
2788,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2789,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
2790,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2791,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Built-up
2792,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
2793,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
2794,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
2795,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2796,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
2797,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
2798,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2799,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2800,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2801,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
2802,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
2803,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
2804,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
2805,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
2806,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
2807,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2808,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2809,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2810,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2811,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2812,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2813,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2814,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2815,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2816,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2817,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2818,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2819,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2820,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2821,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2822,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2823,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2824,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2825,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2826,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2827,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2828,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2829,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2830,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2831,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2832,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2833,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2834,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2835,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2836,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2837,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2838,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2839,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2840,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2841,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2842,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2843,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2844,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2845,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2846,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2847,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2848,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2849,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2850,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2851,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2852,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2853,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2854,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2855,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2856,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2857,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2858,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2859,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2860,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2861,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2862,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2863,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2864,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2865,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2866,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2867,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2868,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2869,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2870,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2871,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2872,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2873,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2874,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2875,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2876,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2877,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2878,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2879,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2880,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2881,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2882,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2883,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2884,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2885,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2886,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2887,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2888,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2889,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2890,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2891,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2892,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2893,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2894,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2895,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2896,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2897,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2898,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2899,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2900,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2901,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2902,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2903,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2904,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2905,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2906,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2907,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2908,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2909,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2910,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2911,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2912,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2913,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2914,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2915,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2916,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2917,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2918,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2919,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2920,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2921,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2922,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2923,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2924,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2925,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2926,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2927,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2928,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2929,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2930,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2931,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2932,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2933,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2934,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2935,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2936,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2937,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2938,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2939,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2940,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2941,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2942,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2943,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2944,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2945,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2946,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2947,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2948,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2949,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2950,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2951,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2952,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2953,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2954,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2955,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2956,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
2957,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
2958,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
2959,Bareland,Water,Water,NULL,Water,NULL,NULL,Wetland
2960,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
2961,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2962,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
2963,Bareland,Water,Water,Non_Water,Water,NULL,NULL,NULL
2964,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2965,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
