Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWQ_M_R
1875,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1876,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1877,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1878,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1879,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1880,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1881,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1882,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1883,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1884,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1885,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1886,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1887,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1888,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1889,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1890,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1891,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1892,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1893,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1894,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1895,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1896,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1897,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1898,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1899,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1900,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1901,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1902,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1903,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1904,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1905,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1906,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1907,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1908,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1909,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1910,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1911,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1912,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1913,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1914,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1915,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1916,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1917,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1918,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1919,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1920,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1921,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1922,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1923,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1924,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1925,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1926,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1927,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1928,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1929,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1930,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1931,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1932,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1933,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1934,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1935,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1936,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1937,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1938,Cropland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1939,Cropland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1940,Cropland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1941,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1942,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1943,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1944,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1945,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1946,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1947,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1948,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1949,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1950,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1951,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1952,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1953,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1954,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1955,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1956,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1957,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1958,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
1959,Cropland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1960,Cropland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1961,Cropland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1962,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1963,Cropland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1964,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1965,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
1966,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1967,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1968,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1969,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1970,Cropland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1971,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1972,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1973,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1974,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1975,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1976,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1977,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1978,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1979,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1980,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1981,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1982,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1983,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1984,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1985,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1986,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1987,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1988,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1989,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1990,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1991,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1992,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1993,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1994,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1995,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1996,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1997,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1998,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1999,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2000,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2001,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2002,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2003,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2004,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2005,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2006,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
2007,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
2008,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2009,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2010,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2011,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2012,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2013,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2014,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2015,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2016,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2017,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2018,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
2019,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
2020,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2021,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2022,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2023,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2024,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2025,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2026,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Forest
2027,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2028,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2029,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
2030,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
2031,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
2032,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
2033,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
2034,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2035,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
2036,Wetland,NULL,Water,Water,Water,Grassland,Water,Wetland
2037,Wetland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
2038,Wetland,NULL,Water,Water,Water,Bareland,Water,Grassland
2039,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
2040,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
2041,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
2042,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
2043,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2044,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2045,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
2046,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
2047,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
2048,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2049,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Wetland
2050,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2051,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
2052,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2053,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2054,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2055,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2056,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
2057,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
2058,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
2059,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2060,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2061,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
2062,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2063,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2064,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2065,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
2066,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
2067,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
2068,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
2069,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
2070,Wetland,Wetland,Water,Water,Water,Grassland,Water,Forest
2071,Wetland,Wetland,Water,Water,Water,Water,Water,Water
2072,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
2073,Wetland,Wetland,Water,Water,Water,Forest,Water,Wetland
2074,Wetland,Wetland,Water,Water,Water,Forest,Water,Forest
2075,Wetland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
2076,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2077,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2078,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2079,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2080,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2081,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
2082,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
2083,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
2084,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2085,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2086,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2087,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2088,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2089,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2090,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2091,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
2092,Wetland,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2093,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
2094,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2095,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2096,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2097,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2098,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2099,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2100,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
2101,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
2102,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2103,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2104,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2105,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
2106,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
2107,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
2108,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
2109,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
2110,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
2111,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
2112,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2113,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
2114,Wetland,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
2115,Wetland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2116,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
2117,Wetland,Water,Water,NULL,Water,Forest,Water,Wetland
2118,Wetland,Water,Water,Non_Water,Water,Grassland,Water,Wetland
2119,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2120,Wetland,Water,Water,Non_Water,Water,Forest,Water,Wetland
2121,Wetland,Water,Water,Water,Water,Bareland,Water,Grassland
2122,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
2123,Wetland,Water,Water,Water,Water,Bareland,Water,Water
2124,Wetland,Water,Water,Water,Water,Water,Water,Grassland
2125,Wetland,Water,Water,Water,Water,Water,Water,Wetland
2126,Wetland,Water,Water,Water,Water,Water,Water,Bareland
2127,Wetland,Water,Water,Water,Water,Water,Water,Water
2128,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2129,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2130,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2131,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2132,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2133,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2134,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2135,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2136,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2137,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2138,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2139,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2140,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2141,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2142,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2143,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2144,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2145,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2146,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2147,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2148,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2149,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2150,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2151,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2152,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2153,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2154,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2155,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2156,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2157,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2158,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
2159,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2160,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2161,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2162,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2163,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2164,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2165,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2166,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2167,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2168,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2169,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2170,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2171,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2172,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2173,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2174,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2175,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2176,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2177,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2178,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2179,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2180,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2181,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2182,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2183,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2184,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2185,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2186,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
