Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNJ_M_R
1845,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
1846,Forest,Forest,Water,NULL,Water,Forest,Water,Water
1847,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1848,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1849,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1850,Forest,Forest,Water,Non_Water,Water,NULL,Bareland,Forest
1851,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1852,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1853,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1854,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1855,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1856,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
1857,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1858,Forest,Forest,Water,Non_Water,Water,Water,Bareland,Bareland
1859,Forest,Forest,Water,Non_Water,Water,Water,Bareland,Forest
1860,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1861,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
1862,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1863,Forest,Forest,Water,Non_Water,Water,Forest,Bareland,Forest
1864,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1865,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1866,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1867,Forest,Forest,Water,Water,Water,NULL,Bareland,Grassland
1868,Forest,Forest,Water,Water,Water,NULL,Bareland,Forest
1869,Forest,Forest,Water,Water,Water,NULL,Water,Water
1870,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1871,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1872,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1873,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1874,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1875,Forest,Forest,Water,Water,Water,Grassland,Bareland,Grassland
1876,Forest,Forest,Water,Water,Water,Grassland,Bareland,Water
1877,Forest,Forest,Water,Water,Water,Grassland,Bareland,Forest
1878,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1879,Forest,Forest,Water,Water,Water,Grassland,Forest,Grassland
1880,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1881,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1882,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1883,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1884,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1885,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1886,Forest,Forest,Water,Water,Water,Water,Bareland,Grassland
1887,Forest,Forest,Water,Water,Water,Water,Bareland,Water
1888,Forest,Forest,Water,Water,Water,Water,Bareland,Forest
1889,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1890,Forest,Forest,Water,Water,Water,Water,Water,Water
1891,Forest,Forest,Water,Water,Water,Water,Water,Forest
1892,Forest,Forest,Water,Water,Water,Water,Forest,Water
1893,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1894,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1895,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1896,Forest,Forest,Water,Water,Water,Forest,Bareland,Water
1897,Forest,Forest,Water,Water,Water,Forest,Bareland,Forest
1898,Forest,Forest,Water,Water,Water,Forest,Water,Water
1899,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1900,Forest,Forest,Water,Water,Water,Forest,Forest,Water
1901,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1902,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1903,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1904,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1905,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1906,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1907,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1908,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Water
1909,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1910,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1911,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1912,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1913,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1914,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1915,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1916,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1917,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1918,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1919,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1920,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1921,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1922,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1923,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1924,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1925,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1926,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1927,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1928,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1929,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
1930,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1931,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1932,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1933,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1934,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1935,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1936,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1937,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1938,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1939,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1940,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1941,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1942,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1943,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1944,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1945,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1946,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1947,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1948,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1949,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1950,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1951,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1952,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1953,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1954,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1955,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1956,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1957,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1958,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1959,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1960,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1961,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1962,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1963,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1964,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Water
1965,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1966,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1967,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1968,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1969,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1970,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1971,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1972,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1973,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1974,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1975,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1976,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1977,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1978,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
1979,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Water
1980,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1981,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1982,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1983,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1984,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1985,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1986,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1987,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1988,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1989,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
1990,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1991,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1992,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1993,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1994,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1995,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1996,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1997,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1998,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1999,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2000,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2001,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2002,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2003,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
2004,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2005,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2006,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2007,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2008,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2009,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
2010,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2011,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2012,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
2013,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2014,Forest,Forest,Forest,Water,Non_Wetland,NULL,Bareland,Water
2015,Forest,Forest,Forest,Water,Non_Wetland,NULL,Bareland,Forest
2016,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
2017,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2018,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2019,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Bareland
2020,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
2021,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2022,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
2023,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
2024,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Water
2025,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
2026,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
2027,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
2028,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Water
2029,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2030,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2031,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Water
2032,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2033,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2034,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2035,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
2036,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2037,Forest,Forest,Forest,Water,Non_Wetland,Water,Bareland,Water
2038,Forest,Forest,Forest,Water,Non_Wetland,Water,Bareland,Forest
2039,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
2040,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2041,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2042,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
2043,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2044,Forest,Forest,Forest,Water,Non_Wetland,Forest,Bareland,Water
2045,Forest,Forest,Forest,Water,Non_Wetland,Forest,Bareland,Forest
2046,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Water
2047,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2048,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
2049,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
