Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFD_M_R
1919,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1920,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1921,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1922,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1923,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1924,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1925,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
1926,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1927,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1928,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1929,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1930,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1931,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
1932,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1933,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1934,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1935,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1936,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1937,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Cropland
1938,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1939,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1940,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1941,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1942,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1943,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1944,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1945,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1946,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1947,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1948,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
1949,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1950,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1951,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1952,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1953,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1954,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1955,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1956,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1957,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1958,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1959,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1960,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1961,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1962,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1963,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1964,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1965,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1966,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1967,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1968,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1969,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1970,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1971,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1972,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1973,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1974,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1975,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1976,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1977,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1978,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1979,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1980,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1981,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1982,Grassland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1983,Grassland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1984,Grassland,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
1985,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1986,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1987,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1988,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1989,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1990,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1991,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1992,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1993,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1994,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1995,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1996,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1997,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1998,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1999,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2000,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2001,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2002,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2003,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2004,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2005,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2006,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2007,Grassland,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2008,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2009,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
2010,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2011,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2012,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2013,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2014,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2015,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2016,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2017,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2018,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2019,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2020,Grassland,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2021,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2022,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2023,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2024,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2025,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Water
2026,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2027,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2028,Grassland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2029,Grassland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2030,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Water
2031,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2032,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2033,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2034,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2035,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2036,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
2037,Grassland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2038,Grassland,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
2039,Grassland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2040,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2041,Grassland,Water,Water,Water,NULL,Water,Water,Water
2042,Grassland,Water,Water,Water,Water,Wetland,Water,Water
2043,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2044,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2045,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2046,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2047,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2048,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2049,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2050,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2051,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2052,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2053,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2054,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2055,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2056,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2057,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2058,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2059,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2060,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2061,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2062,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2063,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2064,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2065,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2066,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2067,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2068,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2069,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2070,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2071,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2072,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2073,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2074,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2075,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2076,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2077,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2078,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2079,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2080,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2081,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2082,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2083,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2084,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2085,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2086,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2087,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2088,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2089,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2090,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2091,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2092,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2093,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2094,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2095,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2096,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2097,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2098,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2099,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2100,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2101,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2102,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2103,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2104,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2105,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2106,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2107,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2108,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2109,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2110,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2111,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2112,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2113,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2114,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2115,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2116,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2117,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2118,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2119,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2120,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2121,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2122,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2123,Grassland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
2124,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2125,Grassland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2126,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2127,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2128,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2129,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2130,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2131,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2132,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2133,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2134,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2135,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2136,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2137,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2138,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2139,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2140,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2141,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2142,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2143,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2144,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2145,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2146,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2147,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2148,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2149,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2150,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2151,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2152,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2153,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2154,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2155,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2156,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2157,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2158,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
2159,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2160,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2161,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
2162,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2163,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2164,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2165,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2166,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2167,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2168,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2169,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2170,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2171,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2172,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2173,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2174,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
2175,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2176,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2177,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2178,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2179,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2180,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
2181,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2182,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2183,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2184,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2185,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2186,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
2187,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2188,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
2189,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2190,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2191,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2192,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2193,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2194,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2195,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2196,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2197,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2198,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2199,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2200,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2201,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2202,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2203,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2204,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
2205,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2206,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
2207,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2208,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2209,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2210,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2211,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
2212,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2213,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2214,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2215,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2216,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2217,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2218,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2219,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2220,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2221,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2222,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2223,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
2224,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2225,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
2226,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2227,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
