Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWP_M_R
1446,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1447,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1448,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1449,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
1450,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1451,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1452,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1453,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1454,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1455,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1456,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1457,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1458,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1459,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1460,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1461,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1462,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1463,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1464,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1465,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1466,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1467,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1468,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1469,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1470,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1471,Bareland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Water
1472,Bareland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
1473,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1474,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1475,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1476,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
1477,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1478,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1479,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
1480,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1481,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1482,Bareland,Wetland,Wetland,Water,Wetland,Water,Bareland,Bareland
1483,Bareland,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
1484,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1485,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1486,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1487,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1488,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1489,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1490,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
1491,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1492,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1493,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1494,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1495,Bareland,Wetland,Bareland,Water,Non_Wetland,Water,Bareland,Water
1496,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1497,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1498,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1499,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1500,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1501,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1502,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
1503,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1504,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1505,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1506,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1507,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
1508,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
1509,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Water
1510,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
1511,Bareland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
1512,Bareland,Wetland,Water,Water,Water,Bareland,Wetland,Water
1513,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1514,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
1515,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Water
1516,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Forest
1517,Bareland,Wetland,Water,Water,Water,Water,Bareland,Water
1518,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1519,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1520,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1521,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1522,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1523,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1524,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1525,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1526,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1527,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1528,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1529,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1530,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Water
1531,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1532,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1533,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1534,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1535,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1536,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
1537,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1538,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1539,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1540,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1541,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1542,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Bareland,Water
1543,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Bareland,Forest
1544,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1545,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1546,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1547,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1548,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
1549,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1550,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1551,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1552,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1553,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1554,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1555,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1556,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1557,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
1558,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1559,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1560,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1561,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1562,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1563,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1564,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1565,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1566,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1567,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1568,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1569,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1570,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1571,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1572,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1573,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
1574,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
1575,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1576,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1577,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1578,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1579,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
1580,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1581,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1582,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1583,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1584,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Bareland,Water
1585,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1586,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Water
1587,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1588,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1589,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1590,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1591,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1592,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1593,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Grassland
1594,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Bareland
1595,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
1596,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
1597,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1598,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1599,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1600,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1601,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Water
1602,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Forest
1603,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1604,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1605,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1606,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
1607,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1608,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1609,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Water
1610,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Grassland
1611,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Bareland
1612,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
1613,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Forest
1614,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1615,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1616,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1617,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1618,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1619,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1620,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1621,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
1622,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1623,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1624,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1625,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1626,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1627,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1628,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
1629,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1630,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1631,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1632,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1633,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1634,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
1635,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Water
1636,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Forest
1637,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1638,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1639,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1640,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1641,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1642,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1643,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
1644,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1645,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1646,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1647,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1648,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1649,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Water
1650,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
1651,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
1652,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
1653,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
1654,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Water
1655,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Forest
1656,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
1657,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
1658,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Forest
1659,Bareland,Bareland,Water,Non_Water,Water,Water,Bareland,Water
1660,Bareland,Bareland,Water,Non_Water,Water,Water,Bareland,Forest
1661,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
1662,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
1663,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
1664,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
1665,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Forest
1666,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1667,Bareland,Bareland,Water,Water,Water,Water,Bareland,Grassland
1668,Bareland,Bareland,Water,Water,Water,Water,Bareland,Bareland
1669,Bareland,Bareland,Water,Water,Water,Water,Bareland,Water
1670,Bareland,Bareland,Water,Water,Water,Water,Bareland,Forest
1671,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1672,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1673,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1674,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1675,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1676,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1677,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1678,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Water
1679,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1680,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1681,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1682,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1683,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Bareland,Grassland
1684,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Bareland,Water
1685,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1686,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1687,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1688,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1689,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1690,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1691,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1692,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1693,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1694,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1695,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1696,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1697,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1698,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1699,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1700,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1701,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1702,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1703,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1704,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1705,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1706,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1707,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1708,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1709,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1710,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1711,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1712,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1713,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
1714,Bareland,Built-up,Water,Water,Water,Bareland,Wetland,Water
1715,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
1716,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Forest
1717,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1718,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1719,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1720,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1721,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1722,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1723,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1724,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1725,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1726,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1727,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1728,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1729,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1730,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1731,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1732,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1733,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1734,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
1735,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
1736,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1737,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1738,Bareland,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1739,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1740,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1741,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1742,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1743,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
1744,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
1745,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
1746,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1747,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1748,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1749,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1750,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
1751,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1752,Bareland,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
