Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUT_M_R
1775,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1776,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1777,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
1778,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
1779,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1780,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1781,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1782,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1783,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1784,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1785,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1786,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1787,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1788,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
1789,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
1790,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1791,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
1792,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Wetland
1793,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
1794,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1795,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
1796,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1797,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
1798,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
1799,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1800,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1801,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1802,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1803,Grassland,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
1804,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1805,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
1806,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1807,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1808,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1809,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1810,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1811,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1812,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1813,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1814,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1815,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1816,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1817,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1818,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1819,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1820,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1821,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1822,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1823,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1824,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1825,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1826,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1827,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1828,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1829,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1830,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1831,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1832,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1833,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1834,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1835,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1836,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1837,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1838,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1839,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1840,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1841,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1842,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1843,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1844,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1845,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1846,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1847,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1848,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1849,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1850,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1851,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1852,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1853,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1854,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1855,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1856,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1857,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1858,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1859,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1860,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1861,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1862,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1863,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1864,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1865,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1866,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1867,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1868,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1869,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1870,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1871,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1872,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1873,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1874,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1875,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1876,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1877,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1878,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1879,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1880,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1881,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1882,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1883,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1884,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1885,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1886,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1887,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1888,Grassland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1889,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1890,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1891,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1892,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1893,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
1894,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1895,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1896,Grassland,Cropland,Water,Non_Water,Water,Grassland,NULL,Wetland
1897,Grassland,Cropland,Water,Non_Water,Water,Wetland,NULL,Wetland
1898,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1899,Grassland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1900,Grassland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1901,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1902,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1903,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1904,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1905,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1906,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1907,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1908,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1909,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1910,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1911,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1912,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1913,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1914,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1915,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1916,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1917,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1918,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1919,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1920,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1921,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1922,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1923,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1924,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1925,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1926,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1927,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1928,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1929,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1930,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1931,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1932,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1933,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1934,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1935,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1936,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1937,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1938,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1939,Grassland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1940,Grassland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1941,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1942,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1943,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1944,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1945,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
1946,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1947,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1948,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1949,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1950,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1951,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1952,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1953,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1954,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1955,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1956,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1957,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1958,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
1959,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1960,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
1961,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1962,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1963,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1964,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1965,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
1966,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
1967,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1968,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1969,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
1970,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1971,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1972,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1973,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
1974,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1975,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1976,Grassland,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
1977,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
1978,Grassland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
1979,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1980,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1981,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
1982,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
1983,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
1984,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1985,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1986,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1987,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
1988,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1989,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1990,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1991,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1992,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1993,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1994,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1995,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
1996,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1997,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1998,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1999,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2000,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
2001,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2002,Grassland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
2003,Grassland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Water
2004,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2005,Grassland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
2006,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2007,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
2008,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
2009,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
2010,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
2011,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
2012,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
2013,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
2014,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2015,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2016,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2017,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2018,Grassland,Wetland,Water,NULL,Water,Grassland,NULL,Wetland
2019,Grassland,Wetland,Water,NULL,Water,Grassland,NULL,Water
2020,Grassland,Wetland,Water,NULL,Water,Wetland,NULL,Water
2021,Grassland,Wetland,Water,Non_Water,Water,Grassland,NULL,Wetland
2022,Grassland,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
2023,Grassland,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
2024,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
2025,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
2026,Grassland,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
2027,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2028,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2029,Grassland,Wetland,Water,Water,Water,Grassland,NULL,Wetland
2030,Grassland,Wetland,Water,Water,Water,Grassland,NULL,Water
2031,Grassland,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
2032,Grassland,Wetland,Water,Water,Water,Wetland,NULL,Wetland
2033,Grassland,Wetland,Water,Water,Water,Wetland,NULL,Water
2034,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
2035,Grassland,Wetland,Water,Water,Water,Water,Grassland,Wetland
2036,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2037,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2038,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2039,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2040,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2041,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2042,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2043,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2044,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2045,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2046,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2047,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2048,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2049,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2050,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2051,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
2052,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2053,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2054,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2055,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2056,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2057,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2058,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2059,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
2060,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
2061,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2062,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2063,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2064,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2065,Grassland,Built-up,Water,NULL,Water,NULL,NULL,Water
2066,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2067,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2068,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2069,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2070,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2071,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2072,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2073,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2074,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2075,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2076,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2077,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
2078,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
2079,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
2080,Grassland,Water,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2081,Grassland,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
2082,Grassland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2083,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2084,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2085,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
2086,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
2087,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2088,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2089,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2090,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2091,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2092,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2093,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2094,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
