Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRE_M_R
8442,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8443,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8444,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8445,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8446,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8447,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8448,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8449,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8450,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8451,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8452,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8453,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8454,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8455,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
8456,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8457,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8458,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
8459,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8460,Cropland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Water
8461,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
8462,Cropland,Forest,Wetland,Water,Wetland,NULL,Grassland,Water
8463,Cropland,Forest,Wetland,Water,Wetland,Water,NULL,NULL
8464,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8465,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8466,Cropland,Forest,Water,Water,Water,NULL,Grassland,Water
8467,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8468,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8469,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8470,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8471,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8472,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8473,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8474,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Water
8475,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8476,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
8477,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8478,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8479,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8480,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8481,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8482,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8483,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8484,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8485,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8486,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8487,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8488,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8489,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
8490,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8491,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8492,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8493,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8494,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8495,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8496,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8497,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8498,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8499,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8500,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8501,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8502,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8503,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8504,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
8505,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8506,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8507,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8508,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8509,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8510,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8511,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
8512,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8513,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8514,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
8515,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8516,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8517,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8518,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8519,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8520,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8521,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
8522,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8523,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8524,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
8525,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8526,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8527,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
8528,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8529,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8530,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8531,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8532,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8533,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8534,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8535,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8536,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
8537,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8538,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
8539,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
8540,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8541,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8542,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
8543,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
8544,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
8545,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
8546,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8547,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8548,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
8549,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8550,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8551,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
8552,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8553,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8554,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
8555,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8556,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8557,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8558,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8559,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8560,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
8561,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8562,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
8563,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8564,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
8565,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8566,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
8567,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8568,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8569,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
8570,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
8571,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
8572,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
8573,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
8574,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Forest,Wetland
8575,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
8576,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
8577,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Water
8578,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8579,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
8580,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
8581,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
8582,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
8583,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
8584,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8585,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8586,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8587,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8588,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8589,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8590,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8591,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
8592,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8593,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8594,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8595,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
8596,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8597,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
8598,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8599,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
8600,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8601,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8602,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8603,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8604,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8605,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8606,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
8607,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
8608,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8609,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8610,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
8611,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
8612,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8613,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8614,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8615,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
8616,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8617,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8618,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8619,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
8620,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8621,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
8622,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8623,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
8624,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8625,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8626,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8627,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
8628,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8629,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
8630,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8631,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
8632,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
8633,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8634,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
8635,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
8636,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8637,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8638,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
8639,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
8640,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8641,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8642,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8643,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
8644,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
8645,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8646,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8647,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8648,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8649,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8650,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
8651,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8652,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
8653,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8654,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8655,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8656,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8657,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8658,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
8659,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
8660,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
8661,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8662,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
8663,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
8664,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8665,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
8666,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
8667,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
8668,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
8669,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
8670,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
8671,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
8672,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
8673,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8674,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
8675,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
8676,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
8677,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8678,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
8679,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
8680,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
8681,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
8682,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8683,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8684,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
8685,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
8686,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
8687,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8688,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
8689,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
8690,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
8691,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8692,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
8693,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
8694,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
8695,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8696,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
8697,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
8698,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
8699,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8700,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
8701,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8702,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
8703,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Wetland
8704,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8705,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8706,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8707,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8708,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8709,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8710,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8711,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
8712,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8713,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8714,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8715,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8716,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8717,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
8718,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8719,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8720,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8721,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
8722,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8723,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8724,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
8725,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8726,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8727,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8728,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8729,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8730,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
8731,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8732,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8733,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8734,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8735,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8736,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8737,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8738,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8739,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8740,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
8741,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
8742,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8743,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
8744,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
8745,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8746,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8747,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8748,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8749,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8750,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
8751,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8752,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
8753,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
8754,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8755,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8756,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8757,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8758,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
8759,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
