Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDB_M_R
1752,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1753,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1754,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1755,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1756,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1757,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1758,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1759,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
1760,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
1761,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1762,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1763,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1764,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1765,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1766,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1767,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1768,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1769,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1770,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1771,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1772,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1773,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1774,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1775,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1776,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1777,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1778,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1779,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1780,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1781,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1782,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
1783,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
1784,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1785,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1786,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1787,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1788,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1789,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1790,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1791,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
1792,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1793,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1794,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1795,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1796,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1797,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1798,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1799,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1800,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1801,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1802,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
1803,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1804,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1805,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1806,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Water
1807,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
1808,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1809,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1810,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Water
1811,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
1812,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1813,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1814,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1815,Forest,Water,Wetland,Water,Wetland,Water,NULL,Grassland
1816,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
1817,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
1818,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1819,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1820,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1821,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1822,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1823,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1824,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1825,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1826,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1827,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
1828,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Water
1829,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
1830,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1831,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1832,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1833,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1834,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
1835,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1836,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1837,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1838,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1839,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1840,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1841,Forest,Water,Water,NULL,Water,NULL,Water,Water
1842,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1843,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1844,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
1845,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1846,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1847,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1848,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
1849,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1850,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
1851,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
1852,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
1853,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1854,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1855,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1856,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
1857,Forest,Water,Water,NULL,Water,Water,NULL,Water
1858,Forest,Water,Water,NULL,Water,Water,NULL,Forest
1859,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1860,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
1861,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1862,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1863,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1864,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1865,Forest,Water,Water,NULL,Water,Water,Water,Water
1866,Forest,Water,Water,NULL,Water,Water,Water,Forest
1867,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
1868,Forest,Water,Water,NULL,Water,Water,Forest,Water
1869,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1870,Forest,Water,Water,NULL,Water,Forest,NULL,Water
1871,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
1872,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1873,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1874,Forest,Water,Water,NULL,Water,Forest,Water,Water
1875,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1876,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1877,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1878,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1879,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1880,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1881,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1882,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1883,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1884,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
1885,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1886,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
1887,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1888,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1889,Forest,Water,Water,Non_Water,Water,Water,NULL,Grassland
1890,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
1891,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
1892,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1893,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1894,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1895,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1896,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1897,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1898,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
1899,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
1900,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
1901,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1902,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1903,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1904,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
1905,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1906,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1907,Forest,Water,Water,Water,Water,NULL,NULL,Water
1908,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1909,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
1910,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
1911,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1912,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1913,Forest,Water,Water,Water,Water,NULL,Water,Water
1914,Forest,Water,Water,Water,Water,NULL,Water,Forest
1915,Forest,Water,Water,Water,Water,NULL,Forest,Water
1916,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1917,Forest,Water,Water,Water,Water,Grassland,NULL,Water
1918,Forest,Water,Water,Water,Water,Grassland,NULL,Forest
1919,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1920,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1921,Forest,Water,Water,Water,Water,Grassland,Water,Water
1922,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1923,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
1924,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1925,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1926,Forest,Water,Water,Water,Water,Wetland,Water,Water
1927,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1928,Forest,Water,Water,Water,Water,Wetland,Forest,Water
1929,Forest,Water,Water,Water,Water,Water,NULL,Grassland
1930,Forest,Water,Water,Water,Water,Water,NULL,Water
1931,Forest,Water,Water,Water,Water,Water,NULL,Forest
1932,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1933,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
1934,Forest,Water,Water,Water,Water,Water,Wetland,Water
1935,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1936,Forest,Water,Water,Water,Water,Water,Water,Grassland
1937,Forest,Water,Water,Water,Water,Water,Water,Wetland
1938,Forest,Water,Water,Water,Water,Water,Water,Water
1939,Forest,Water,Water,Water,Water,Water,Water,Forest
1940,Forest,Water,Water,Water,Water,Water,Forest,Water
1941,Forest,Water,Water,Water,Water,Water,Forest,Forest
1942,Forest,Water,Water,Water,Water,Forest,NULL,Grassland
1943,Forest,Water,Water,Water,Water,Forest,NULL,Water
1944,Forest,Water,Water,Water,Water,Forest,NULL,Forest
1945,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1946,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1947,Forest,Water,Water,Water,Water,Forest,Water,Water
1948,Forest,Water,Water,Water,Water,Forest,Water,Forest
1949,Forest,Water,Water,Water,Water,Forest,Forest,Water
1950,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1951,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1952,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1953,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1954,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1955,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1956,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1957,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1958,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1959,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1960,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1961,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1962,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1963,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1964,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1965,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1966,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1967,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1968,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1969,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1970,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1971,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1972,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1973,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1974,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1975,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
1976,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1977,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1978,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1979,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1980,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1981,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1982,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1983,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1984,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1985,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1986,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1987,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1988,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1989,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1990,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1991,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1992,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1993,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1994,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1995,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1996,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1997,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1998,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1999,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2000,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
2001,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2002,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2003,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2004,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2005,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2006,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2007,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2008,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2009,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2010,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2011,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2012,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2013,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2014,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2015,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2016,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2017,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2018,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2019,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2020,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2021,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2022,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2023,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2024,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2025,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2026,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2027,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2028,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2029,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2030,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2031,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2032,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
2033,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2034,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2035,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2036,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2037,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2038,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2039,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2040,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2041,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2042,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2043,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2044,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2045,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
2046,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2047,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Forest
2048,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2049,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2050,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2051,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2052,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
2053,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
2054,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2055,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2056,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2057,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2058,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
2059,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
2060,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
2061,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2062,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2063,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2064,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2065,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2066,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2067,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2068,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2069,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
2070,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2071,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2072,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Grassland
2073,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
2074,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
2075,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2076,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2077,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2078,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2079,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
2080,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2081,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2082,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2083,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2084,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2085,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2086,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
2087,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
2088,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2089,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2090,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2091,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2092,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2093,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2094,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2095,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2096,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2097,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2098,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2099,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2100,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2101,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2102,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2103,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2104,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2105,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2106,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2107,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2108,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2109,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2110,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2111,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2112,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2113,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2114,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2115,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2116,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2117,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2118,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2119,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2120,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2121,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2122,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2123,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2124,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
2125,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2126,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2127,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2128,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2129,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
