Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUS_M_R
1575,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1576,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1577,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1578,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1579,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
1580,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1581,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1582,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1583,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
1584,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Built-up
1585,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
1586,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
1587,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,Forest
1588,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1589,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1590,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1591,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1592,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1593,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1594,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
1595,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
1596,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Built-up,Forest
1597,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1598,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1599,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1600,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1601,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Built-up
1602,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1603,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1604,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1605,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Forest
1606,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1607,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1608,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1609,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
1610,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
1611,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
1612,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
1613,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
1614,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Bareland
1615,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Forest
1616,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1617,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1618,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
1619,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1620,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1621,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1622,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1623,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1624,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1625,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1626,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1627,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1628,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1629,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1630,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1631,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1632,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1633,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1634,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1635,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1636,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1637,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1638,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1639,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1640,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1641,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1642,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1643,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1644,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
1645,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
1646,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1647,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1648,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1649,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1650,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1651,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1652,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1653,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1654,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1655,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1656,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1657,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1658,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1659,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1660,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1661,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1662,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1663,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1664,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1665,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1666,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1667,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1668,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
1669,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1670,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1671,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1672,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1673,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1674,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1675,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
1676,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1677,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1678,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1679,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1680,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1681,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1682,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1683,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1684,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
1685,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1686,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1687,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
1688,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1689,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1690,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1691,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1692,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
1693,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1694,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1695,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1696,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1697,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
1698,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1699,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1700,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1701,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
1702,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Built-up,Grassland
1703,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
1704,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Built-up,Grassland
1705,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1706,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1707,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1708,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
1709,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1710,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
1711,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
1712,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1713,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1714,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1715,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1716,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1717,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1718,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
1719,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
1720,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
1721,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
1722,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1723,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
1724,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1725,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1726,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1727,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1728,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1729,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1730,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1731,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
1732,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
1733,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
1734,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
1735,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
1736,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1737,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1738,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1739,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1740,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1741,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1742,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1743,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1744,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
1745,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
1746,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
1747,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
1748,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
1749,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
1750,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
1751,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Built-up
1752,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
1753,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1754,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
1755,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
1756,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
1757,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
1758,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
1759,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
1760,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,Grassland
1761,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
1762,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
1763,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
1764,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
1765,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
1766,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1767,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1768,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1769,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1770,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1771,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1772,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1773,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1774,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1775,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1776,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1777,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
1778,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
1779,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1780,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Water
1781,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1782,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1783,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1784,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1785,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1786,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
1787,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1788,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1789,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1790,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Grassland
1791,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
1792,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
1793,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
1794,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1795,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Forest
1796,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1797,NULL,Built-up,Wetland,Water,Wetland,Grassland,Built-up,Grassland
1798,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
1799,NULL,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1800,NULL,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1801,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1802,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1803,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Built-up
1804,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Water
1805,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
1806,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1807,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Wetland
1808,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Water
1809,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
1810,NULL,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Grassland
1811,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
1812,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
1813,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
1814,NULL,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1815,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1816,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1817,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1818,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Water
1819,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Forest
1820,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1821,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
1822,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Wetland
1823,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
1824,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
1825,NULL,Built-up,Wetland,Water,Wetland,Built-up,Wetland,Forest
1826,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Grassland
1827,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Wetland
1828,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
1829,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Bareland
1830,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Built-up
1831,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
1832,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
1833,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Bareland
1834,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Built-up
1835,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
1836,NULL,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
1837,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Grassland
1838,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Wetland
1839,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Forest
1840,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
1841,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
1842,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
1843,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
1844,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Forest
1845,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1846,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
1847,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1848,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1849,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
1850,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Bareland
1851,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
1852,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
1853,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1854,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1855,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1856,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1857,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1858,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1859,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1860,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1861,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1862,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1863,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1864,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1865,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1866,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1867,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1868,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1869,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1870,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1871,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1872,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1873,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1874,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1875,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1876,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1877,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1878,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
1879,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1880,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
1881,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1882,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1883,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
1884,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1885,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
1886,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1887,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1888,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1889,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1890,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1891,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1892,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1893,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1894,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Wetland
1895,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Built-up,Grassland
1896,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1897,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1898,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1899,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
