Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R
1603,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
1604,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1605,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1606,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1607,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1608,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1609,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1610,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1611,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1612,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1613,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1614,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1615,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,NULL
1616,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1617,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,NULL
1618,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1619,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
1620,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1621,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1622,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1623,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1624,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1625,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1626,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1627,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1628,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1629,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1630,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1631,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1632,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1633,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1634,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1635,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1636,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1637,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1638,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,NULL
1639,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1640,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1641,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
1642,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
1643,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
1644,Grassland,NULL,Water,Water,Water,Water,Water,Water
1645,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1646,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1647,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1648,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1649,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1650,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1651,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1652,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1653,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1654,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1655,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1656,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1657,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1658,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1659,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1660,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1661,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1662,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1663,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1664,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1665,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1666,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1667,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1668,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1669,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1670,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1671,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1672,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1673,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1674,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1675,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1676,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1677,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1678,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1679,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1680,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1681,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1682,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1683,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1684,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1685,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1686,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1687,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1688,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1689,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
1690,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1691,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1692,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1693,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1694,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1695,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1696,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1697,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1698,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1699,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1700,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1701,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1702,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1703,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1704,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1705,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1706,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1707,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1708,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
1709,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1710,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1711,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1712,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1713,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1714,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1715,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1717,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1718,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1719,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1721,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1722,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1723,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1724,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1725,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1726,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1727,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1728,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1729,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1730,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1731,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1732,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1733,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1734,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1735,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1736,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1737,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1738,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1739,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1740,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1741,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1742,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1743,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1744,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1745,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1746,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1747,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1748,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1749,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1750,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1751,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1752,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1753,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1754,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1755,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1756,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1757,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1758,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1759,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1760,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1761,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1762,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1763,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1764,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1765,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1766,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
1767,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1768,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1769,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
1770,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1771,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1772,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1773,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1774,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1775,Grassland,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1776,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
1777,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
1778,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1779,Grassland,Water,Water,NULL,Water,Grassland,Wetland,Forest
1780,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
1781,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1782,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1783,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1784,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1785,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1786,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1787,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1788,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1789,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1790,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1791,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1792,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1793,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1794,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1795,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1796,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1797,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1798,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1799,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1800,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1801,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1802,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1803,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1804,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1805,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1806,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1807,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1808,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1809,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1810,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1811,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1812,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1813,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1814,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1815,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1816,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1817,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1818,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1819,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1820,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1821,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1822,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1823,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1824,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1825,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1826,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1827,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1828,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1829,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1830,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1831,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1832,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1833,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1834,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1835,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
1836,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1837,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1838,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1839,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1840,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1841,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1842,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1843,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1844,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1845,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1846,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1847,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1848,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1849,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1850,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1851,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1852,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1853,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1854,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1855,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1856,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1857,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1858,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1859,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1860,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1861,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1862,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1863,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1864,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1865,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1866,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1867,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1868,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1869,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1870,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1871,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1872,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1873,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1874,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1875,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1876,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1877,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1878,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1879,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1880,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1881,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1882,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1883,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1884,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1885,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1886,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1887,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1888,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
1889,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1890,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1891,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1892,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1893,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1894,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1895,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1896,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1897,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1898,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1899,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1900,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1901,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1902,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1903,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1904,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1905,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1906,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1907,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1908,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1909,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1910,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1911,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1912,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1913,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1914,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1915,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1916,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1917,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1918,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1919,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1920,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1921,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1922,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1923,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1924,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1925,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1926,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
