Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUU_M_R
1101,Water,Water,Water,Water,Water,Bareland,Water,Grassland
1102,Water,Water,Water,Water,Water,Bareland,Water,Wetland
1103,Water,Water,Water,Water,Water,Bareland,Water,Water
1104,Water,Water,Water,Water,Water,Bareland,Water,Forest
1105,Water,Water,Water,Water,Water,Bareland,Forest,Water
1106,Water,Water,Water,Water,Water,Water,Grassland,Grassland
1107,Water,Water,Water,Water,Water,Water,Grassland,Water
1108,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1109,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1110,Water,Water,Water,Water,Water,Water,Wetland,Bareland
1111,Water,Water,Water,Water,Water,Water,Wetland,Water
1112,Water,Water,Water,Water,Water,Water,Wetland,Forest
1113,Water,Water,Water,Water,Water,Water,Bareland,Grassland
1114,Water,Water,Water,Water,Water,Water,Bareland,Wetland
1115,Water,Water,Water,Water,Water,Water,Bareland,Water
1116,Water,Water,Water,Water,Water,Water,Bareland,Forest
1117,Water,Water,Water,Water,Water,Water,Water,Grassland
1118,Water,Water,Water,Water,Water,Water,Water,Wetland
1119,Water,Water,Water,Water,Water,Water,Water,Bareland
1120,Water,Water,Water,Water,Water,Water,Water,Water
1121,Water,Water,Water,Water,Water,Water,Water,Forest
1122,Water,Water,Water,Water,Water,Water,Forest,Grassland
1123,Water,Water,Water,Water,Water,Water,Forest,Water
1124,Water,Water,Water,Water,Water,Water,Forest,Forest
1125,Water,Water,Water,Water,Water,Forest,Water,Water
1126,Water,Water,Water,Water,Water,Forest,Water,Forest
1127,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1128,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1129,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1130,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1131,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1132,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1133,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1134,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
1135,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1136,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1137,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1138,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1139,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1140,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1141,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1142,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1143,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1144,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1145,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1146,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1147,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1148,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1149,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1150,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1151,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1152,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1153,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1154,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1155,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1156,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1157,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1158,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1159,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1160,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1161,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1162,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1163,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1164,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1165,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1166,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1167,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1168,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1169,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1170,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1171,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1172,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1173,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1174,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1175,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1176,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1177,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1178,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1179,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1180,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1181,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
1182,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1183,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1184,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1185,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1186,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1187,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1188,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1189,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1190,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1191,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1192,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1193,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1194,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1195,Water,Forest,Water,NULL,Water,Wetland,Water,Water
1196,Water,Forest,Water,NULL,Water,Forest,Wetland,Forest
1197,Water,Forest,Water,Water,Water,Grassland,Water,Forest
1198,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
1199,Water,Forest,Water,Water,Water,Wetland,Water,Forest
1200,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1201,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1202,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1203,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1204,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1205,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1206,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1207,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1208,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1209,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1210,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1211,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1212,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1213,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1214,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1215,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1216,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1217,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1218,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1219,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1220,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1221,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1222,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1223,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1224,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1225,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1226,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1227,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1228,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1229,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1230,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1231,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1232,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1233,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1234,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1235,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1236,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1237,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1238,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1239,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1240,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1241,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1242,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1243,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1244,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1245,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1246,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1247,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1248,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1249,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1250,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1251,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1252,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1253,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1254,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1255,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
1256,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1257,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1258,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1259,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1260,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1261,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1262,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1263,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1264,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1265,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1266,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1267,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1268,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1269,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1270,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1271,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1272,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1273,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1274,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1275,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1276,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1277,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1278,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1279,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1280,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
1281,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1282,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1283,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
1284,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1285,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1286,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1287,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1288,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1289,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1290,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1291,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1292,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1293,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1294,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1295,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1296,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1297,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1298,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1299,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1300,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1301,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1302,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1303,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1304,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1305,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1306,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
1307,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1308,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1309,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1310,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1311,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1312,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1313,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1314,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1315,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1316,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1317,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1318,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1319,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1320,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1321,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1322,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1323,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1324,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1325,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1326,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1327,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1328,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1329,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1330,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1331,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1332,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1333,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1334,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1335,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1336,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1337,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1338,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1339,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1340,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1341,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1342,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1343,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1344,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1345,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1346,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1347,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1348,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1349,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1350,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1351,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1352,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1353,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1354,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1355,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1356,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1357,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1358,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1359,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1360,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1361,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1362,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1363,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1364,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1365,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1366,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1367,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1368,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1369,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1370,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1371,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1372,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
1373,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1374,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1375,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1376,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1377,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1378,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1379,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1380,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1381,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1382,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1383,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1384,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1385,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1386,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1387,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1388,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1389,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1390,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1391,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1392,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1393,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1394,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1395,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1396,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1397,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1398,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1399,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1400,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1401,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1402,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1403,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1404,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1405,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1406,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1407,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1408,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1409,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1410,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1411,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1412,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1413,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
1414,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1415,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1416,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1417,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1418,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1419,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1420,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1421,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1422,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1423,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1424,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1425,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1426,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1427,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
