Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKE_M_R
2027,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2028,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2029,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2030,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2031,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2032,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2033,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2034,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2035,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2036,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2037,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2038,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2039,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2040,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2041,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2042,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2043,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2044,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2045,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2046,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2047,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2048,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2049,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2050,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
2051,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2052,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
2053,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
2054,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2055,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2056,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2057,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
2058,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2059,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2060,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2061,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2062,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2063,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2064,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2065,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2066,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2067,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2068,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2069,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2070,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2071,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2072,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2073,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2074,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
