Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R
1133,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1134,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1135,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1136,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1137,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1138,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1139,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1140,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1141,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1142,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1143,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1144,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1145,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1146,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1147,NULL,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1148,NULL,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1149,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
1150,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1151,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1152,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1153,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1154,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1155,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1156,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1157,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1158,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1159,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1160,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1161,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1162,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1163,NULL,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1164,NULL,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1165,NULL,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1166,NULL,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1167,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1168,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1169,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1170,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1171,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1172,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1173,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1174,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1175,NULL,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1176,NULL,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1177,NULL,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1178,NULL,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
1179,NULL,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1180,NULL,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1181,NULL,Forest,Water,Water,Water,Wetland,Water,Grassland
1182,NULL,Forest,Water,Water,Water,Wetland,Water,Wetland
1183,NULL,Forest,Water,Water,Water,Wetland,Water,Water
1184,NULL,Forest,Water,Water,Water,Water,Water,Wetland
1185,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1186,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1187,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1188,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1189,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1190,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1191,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1192,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1193,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1194,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1195,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1196,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1197,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1198,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1199,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1200,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1201,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1202,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1203,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1204,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1205,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1206,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1207,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1208,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1209,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1210,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1211,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1212,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1213,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1214,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1215,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1216,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1217,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1218,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1219,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1220,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1221,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1222,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1223,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1224,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1225,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1226,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1227,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1228,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1229,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1230,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1231,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1232,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1233,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1234,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1235,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1236,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1237,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1238,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1239,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1240,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1241,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
1242,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1243,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1244,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1245,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1246,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1247,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1248,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1249,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1250,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1251,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1252,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1253,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1254,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1255,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1256,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1257,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1258,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
1259,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1260,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1261,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1262,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1263,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1264,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1265,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1266,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1267,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1268,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1269,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1270,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1271,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1272,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1273,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1274,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1275,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1276,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1277,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1278,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1279,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1280,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1281,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1282,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1283,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1284,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1285,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1286,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1287,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1288,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1289,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1290,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1291,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1292,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1293,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1294,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1295,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1296,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1297,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1298,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1299,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1300,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1301,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1302,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1303,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1304,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1305,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1306,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1307,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1308,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1309,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1310,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1311,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1312,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1313,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1314,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1315,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1316,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1317,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1318,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1319,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1320,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
1321,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1322,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1323,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1324,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1325,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1326,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1327,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
1328,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1329,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1330,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1331,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1332,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1333,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1334,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1335,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1336,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1337,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1338,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1339,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1340,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1341,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1342,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1343,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1344,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1345,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1346,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1347,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1348,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1349,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1350,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1351,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1352,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1353,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1354,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1355,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1356,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
1357,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1358,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1359,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1360,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1361,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1362,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1363,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1364,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1365,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1366,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1367,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1368,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1369,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1370,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1371,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1372,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1373,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1374,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1375,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1376,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1377,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1378,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1379,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1380,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1381,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1382,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1383,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1384,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1385,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1386,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1387,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1388,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1389,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1390,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1391,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1392,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1393,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1394,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1395,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1396,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1397,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1398,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1399,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1400,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1401,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1402,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1403,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1404,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1405,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1406,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1407,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1408,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1409,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1410,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1411,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1412,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1413,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1414,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1415,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1416,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1417,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1418,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1419,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1420,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1421,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1422,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1423,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1424,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1425,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1426,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1427,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1428,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1429,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1430,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1431,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1432,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1433,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1434,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1435,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1436,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1437,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1438,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1439,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1440,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1441,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1442,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1443,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1444,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1445,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
1446,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1447,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1448,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1449,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1450,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1451,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1452,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1453,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1454,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1455,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
