Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCF_M_R
1301,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1302,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1303,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1304,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1305,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1306,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1307,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1308,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1309,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1310,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1311,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1312,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1313,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1314,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1315,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1316,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1317,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1318,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
1319,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1320,Wetland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1321,Wetland,NULL,Water,Water,Water,Wetland,Bareland,Grassland
1322,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
1323,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Wetland
1324,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1325,Wetland,Wetland,Water,Water,Water,Wetland,Bareland,Grassland
1326,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
1327,Wetland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1328,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1329,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1330,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1331,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1332,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
1333,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1334,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1335,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1336,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1337,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
1338,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1339,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1340,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1341,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1342,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1343,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1344,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1345,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1346,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1347,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1348,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1349,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1350,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1351,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1352,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
1353,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
1354,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1355,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1356,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1357,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1358,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1359,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1360,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1361,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1362,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1363,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1364,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1365,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1366,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1367,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1368,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1369,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
1370,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
1371,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1372,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Water
1373,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1374,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1375,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1376,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Water
1377,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1378,Bareland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Water
1379,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1380,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1381,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1382,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1383,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1384,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1385,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1386,Bareland,NULL,Water,NULL,Water,Wetland,Bareland,Water
1387,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1388,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1389,Bareland,NULL,Water,Water,Water,Wetland,Bareland,Water
1390,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
1391,Bareland,NULL,Water,Water,Water,Water,Bareland,Water
1392,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1393,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1394,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1395,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1396,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1397,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1398,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1399,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1400,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1401,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1402,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1403,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1404,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1405,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1406,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
1407,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1408,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1409,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1410,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1411,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1412,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1413,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1414,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1415,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1416,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1417,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1418,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1419,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1420,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1421,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1422,Bareland,NULL,Forest,Water,Non_Wetland,Water,Bareland,Water
1423,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1424,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1425,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1426,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1427,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1428,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1429,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1430,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1431,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1432,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1433,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1434,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1435,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1436,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1437,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1438,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1439,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1440,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1441,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1442,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1443,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1444,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1445,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
1446,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1447,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1448,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1449,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1450,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1451,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1452,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1453,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1454,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1455,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Bareland,Water
1456,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1457,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1458,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1459,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1460,Bareland,Bareland,Water,NULL,Water,Wetland,Bareland,Water
1461,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Water
1462,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
1463,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
1464,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
1465,Bareland,Bareland,Water,Water,Water,Wetland,Bareland,Water
1466,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
1467,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1468,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1469,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1470,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1471,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1472,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1473,Bareland,Bareland,Forest,Water,Non_Wetland,Wetland,Bareland,Water
1474,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1475,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1476,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1477,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1478,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1479,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1480,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1481,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1482,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1483,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1484,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1485,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1486,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1487,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1488,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1489,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1490,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1491,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1492,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1493,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1494,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1495,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1496,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1497,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1498,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1499,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1500,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1501,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
1502,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1503,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1504,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1505,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1506,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
1507,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1508,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1509,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1510,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1511,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1512,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1513,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
1514,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1515,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1516,Bareland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1517,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1518,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1519,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
1520,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1521,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1522,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1523,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1524,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1525,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1526,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1527,Bareland,Water,Water,NULL,Water,Wetland,Water,Water
1528,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Water
1529,Bareland,Water,Water,NULL,Water,Water,Forest,Water
1530,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
1531,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Bareland
1532,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
1533,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
1534,Bareland,Water,Water,Water,Water,NULL,Water,Water
1535,Bareland,Water,Water,Water,Water,Wetland,Water,Water
1536,Bareland,Water,Water,Water,Water,Bareland,Water,Water
1537,Bareland,Water,Water,Water,Water,Bareland,Water,Forest
1538,Bareland,Water,Water,Water,Water,Water,Wetland,Water
1539,Bareland,Water,Water,Water,Water,Water,Water,Bareland
1540,Bareland,Water,Water,Water,Water,Water,Water,Water
1541,Bareland,Water,Water,Water,Water,Water,Water,Forest
1542,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1543,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1544,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1545,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
1546,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1547,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1548,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1549,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1550,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1551,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1552,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1553,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1554,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1555,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1556,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1557,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1558,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1559,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1560,Bareland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1561,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1562,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1563,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1564,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1565,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1566,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1567,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1568,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1569,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1570,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1571,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1572,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1573,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1574,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1575,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1576,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1577,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1578,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1579,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1580,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1581,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1582,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1583,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1584,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1585,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1586,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1587,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1588,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1589,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1590,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1591,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1592,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1593,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1594,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1595,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1596,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1597,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1598,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1599,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1600,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1601,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1602,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1603,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1604,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1605,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1606,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1607,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1608,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1609,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1610,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
1611,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1612,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1613,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1614,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1615,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
