Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQA_M_R
5038,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5039,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
5040,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5041,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5042,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
5043,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
5044,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
5045,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5046,Water,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Forest
5047,Water,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
5048,Water,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Water
5049,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
5050,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
5051,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
5052,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
5053,Water,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Forest
5054,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
5055,Water,Built-up,Water,NULL,Water,Grassland,Bareland,Grassland
5056,Water,Built-up,Water,NULL,Water,Water,Bareland,Forest
5057,Water,Built-up,Water,NULL,Water,Water,Water,Water
5058,Water,Built-up,Water,NULL,Water,Water,Water,Forest
5059,Water,Built-up,Water,Non_Water,Water,Water,Wetland,Forest
5060,Water,Built-up,Water,Water,Water,Wetland,Built-up,Grassland
5061,Water,Built-up,Water,Water,Water,Bareland,Water,Bareland
5062,Water,Built-up,Water,Water,Water,Water,Water,Bareland
5063,Water,Built-up,Water,Water,Water,Water,Water,Forest
5064,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5065,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5066,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5067,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5068,Water,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Forest
5069,Water,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5070,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5071,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
5072,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5073,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5074,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5075,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
5076,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
5077,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5078,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5079,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
5080,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5081,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5082,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5083,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5084,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
5085,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
5086,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5087,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5088,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5089,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5090,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5091,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5092,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
5093,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5094,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
5095,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5096,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
5097,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5098,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5099,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5100,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5101,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5102,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5103,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
5104,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5105,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5106,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5107,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5108,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5109,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
5110,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5111,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
5112,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
5113,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5114,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5115,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
5116,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
5117,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5118,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5119,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5120,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5121,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5122,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5123,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5124,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5125,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5126,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5127,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5128,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5129,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
5130,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5131,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
5132,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
5133,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5134,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
5135,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5136,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5137,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5138,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5139,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5140,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
5141,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5142,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
5143,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
5144,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
5145,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
5146,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
5147,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
5148,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5149,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5150,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
5151,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5152,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
5153,Water,Water,NULL,Water,Non_Wetland,Wetland,Built-up,Forest
5154,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5155,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
5156,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
5157,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
5158,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
5159,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
5160,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
5161,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5162,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
5163,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
5164,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5165,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
5166,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
5167,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
5168,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
5169,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
5170,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
5171,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
5172,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
5173,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
5174,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5175,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
5176,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
5177,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5178,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
5179,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5180,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5181,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5182,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5183,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5184,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5185,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
5186,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
5187,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5188,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5189,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5190,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5191,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
5192,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5193,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5194,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5195,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5196,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5197,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
5198,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
5199,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5200,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5201,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5202,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
5203,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5204,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5205,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5206,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5207,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5208,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
5209,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5210,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5211,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5212,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5213,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5214,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5215,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
5216,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5217,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5218,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5219,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
5220,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
5221,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5222,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5223,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5224,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5225,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5226,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
5227,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5228,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5229,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5230,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
5231,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5232,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
5233,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
5234,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5235,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5236,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5237,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5238,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
5239,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5240,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5241,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
5242,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
5243,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5244,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5245,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5246,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5247,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5248,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5249,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5250,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5251,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5252,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
5253,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5254,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5255,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5256,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5257,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5258,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5259,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
5260,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5261,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5262,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
5263,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5264,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5265,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5266,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5267,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
5268,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5269,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
5270,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5271,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5272,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5273,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5274,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5275,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5276,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
5277,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
5278,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5279,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
5280,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
5281,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
5282,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
5283,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
5284,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
5285,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5286,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
5287,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5288,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
5289,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Built-up,Water
5290,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5291,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
5292,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5293,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5294,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
5295,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
5296,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
5297,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5298,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
5299,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5300,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
5301,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
5302,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5303,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
5304,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
5305,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
5306,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
5307,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
5308,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
5309,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5310,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
5311,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
5312,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
5313,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5314,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
5315,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
5316,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5317,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5318,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5319,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Wetland
5320,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5321,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5322,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5323,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5324,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5325,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
5326,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5327,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5328,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5329,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
5330,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5331,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
5332,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
5333,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
5334,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5335,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5336,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5337,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5338,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5339,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
5340,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
5341,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5342,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
5343,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
5344,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
5345,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5346,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
5347,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
5348,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5349,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
5350,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
5351,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
5352,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
5353,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5354,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
5355,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5356,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
