Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWH_M_R
1742,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1743,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1744,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1745,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1746,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1747,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1748,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1749,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1750,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1751,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1752,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1753,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1754,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1755,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1756,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1757,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1758,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1759,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1760,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1761,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1762,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1763,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1764,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1765,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1766,Forest,Water,Water,Water,Water,NULL,NULL,Water
1767,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1768,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1769,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1770,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1771,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1772,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1773,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1774,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1775,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1776,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1777,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1778,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1779,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1780,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1781,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1782,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1783,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1784,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1785,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1786,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1787,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1788,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1789,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1790,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1791,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1792,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1793,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1794,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1795,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1796,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1797,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1798,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1799,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1800,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1801,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1802,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1803,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1804,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1805,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1806,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1807,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1808,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1809,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1810,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1811,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1812,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1813,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1814,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1815,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1816,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1817,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1818,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1819,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1820,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1821,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1822,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1823,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1824,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1825,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1826,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1827,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1828,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1829,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1830,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1831,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1832,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1833,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1834,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1835,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
1836,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1837,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1838,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1839,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1840,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1841,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1842,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1843,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1844,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1845,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1846,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1847,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1848,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1849,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1850,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1851,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1852,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1853,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1854,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1855,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1856,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1857,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1858,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1859,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1860,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1861,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1862,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1863,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1864,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1865,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1866,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1867,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1868,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1869,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1870,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1871,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1872,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1873,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1874,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1875,Forest,Forest,Water,Water,Water,NULL,NULL,Cropland
1876,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1877,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1878,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1879,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1880,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1881,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1882,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1883,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1884,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1885,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1886,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1887,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1888,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1889,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1890,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1891,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1892,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1893,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1894,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
