Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R
1738,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1739,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1740,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1741,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1742,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1743,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1744,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1745,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1746,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1747,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1748,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1749,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1750,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1751,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
1752,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1753,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1754,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1755,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1756,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1757,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1758,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1759,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1760,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1761,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1762,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1763,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1764,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1765,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1766,Wetland,Wetland,Water,Non_Water,Water,Water,Grassland,Water
1767,Wetland,Wetland,Water,Water,Water,Water,Grassland,Water
1768,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1769,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1770,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1771,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1772,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1773,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1774,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1775,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1776,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
1777,Wetland,Water,Water,Water,Water,Water,Water,Water
1778,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1779,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1780,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1781,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1782,Bareland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
1783,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1784,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1785,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1786,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1787,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1788,Bareland,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
1789,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1790,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1791,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1792,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1793,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1794,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1795,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
1796,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
1797,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1798,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1799,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1800,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1801,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1802,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1803,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1804,Bareland,NULL,Grassland,Water,Non_Wetland,Water,NULL,Water
1805,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1806,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1807,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1808,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1809,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
1810,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
1811,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1812,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1813,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1814,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1815,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
1816,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1817,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1818,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
1819,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1820,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1821,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
1822,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1823,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1824,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1825,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1826,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Water
1827,Bareland,NULL,Built-up,Water,Non_Wetland,Water,NULL,Bareland
1828,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1829,Bareland,NULL,Water,NULL,Water,Water,NULL,Water
1830,Bareland,NULL,Water,NULL,Water,Water,NULL,Forest
1831,Bareland,NULL,Water,Non_Water,Water,Water,Bareland,Water
1832,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1833,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1834,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1835,Bareland,NULL,Water,Water,Water,Bareland,NULL,Grassland
1836,Bareland,NULL,Water,Water,Water,Bareland,NULL,Bareland
1837,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
1838,Bareland,NULL,Water,Water,Water,Water,NULL,Bareland
1839,Bareland,NULL,Water,Water,Water,Water,NULL,Water
1840,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
1841,Bareland,NULL,Water,Water,Water,Water,Water,Water
1842,Bareland,NULL,Water,Water,Water,Water,Forest,Water
1843,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1844,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1845,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1846,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1847,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1848,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1849,Bareland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1850,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1851,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
1852,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1853,Bareland,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
1854,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1855,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1856,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1857,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1858,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1859,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1860,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1861,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1862,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1863,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1864,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1865,Bareland,Cropland,Grassland,Water,Non_Wetland,Water,NULL,Grassland
1866,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1867,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1868,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1869,Bareland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
1870,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1871,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1872,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1873,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1874,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1875,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1876,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1877,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1878,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,NULL,Water
1879,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,NULL,Forest
1880,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1881,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
1882,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Forest,Water
1883,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
1884,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
1885,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1886,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1887,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1888,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1889,Bareland,Bareland,NULL,Water,Non_Wetland,Water,NULL,Water
1890,Bareland,Bareland,NULL,Water,Non_Wetland,Water,NULL,Forest
1891,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1892,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Water
1893,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1894,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1895,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1896,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1897,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
1898,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1899,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1900,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1901,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1902,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1903,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1904,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1905,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1906,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1907,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1908,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
1909,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1910,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
1911,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
1912,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,NULL,Water
1913,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,NULL,Forest
1914,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1915,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
1916,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Forest,Water
1917,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1918,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1919,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1920,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
1921,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,NULL,Water
1922,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1923,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1924,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1925,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Water
1926,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1927,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1928,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1929,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,NULL,Grassland
1930,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,NULL,Bareland
1931,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,NULL,Water
1932,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Forest
1933,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Forest,Grassland
1934,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Forest,Water
1935,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1936,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
1937,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1938,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1939,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1940,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Water
1941,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Water
1942,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
1943,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1944,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1945,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1946,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1947,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Forest
1948,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
1949,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Forest,Water
1950,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1951,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1952,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1953,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1954,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
1955,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1956,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Water
1957,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Grassland
1958,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
1959,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Forest
1960,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
1961,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1962,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Grassland
1963,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Water
1964,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1965,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,NULL,Water
1966,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1967,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1968,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
1969,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,NULL,Water
1970,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1971,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1972,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1973,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1974,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1975,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1976,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
1977,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
1978,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,NULL,Grassland
1979,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,NULL,Water
1980,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Forest,Water
1981,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1982,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
1983,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1984,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Forest,Water
1985,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1986,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1987,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
1988,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1989,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1990,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,NULL,Water
1991,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1992,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1993,Bareland,Bareland,Water,NULL,Water,Grassland,Wetland,Water
1994,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Water
1995,Bareland,Bareland,Water,NULL,Water,Water,NULL,Grassland
1996,Bareland,Bareland,Water,NULL,Water,Water,NULL,Water
1997,Bareland,Bareland,Water,NULL,Water,Water,NULL,Forest
1998,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Water
1999,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
2000,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2001,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2002,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2003,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2004,Bareland,Bareland,Water,Non_Water,Water,Water,NULL,Water
2005,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
2006,Bareland,Bareland,Water,Non_Water,Water,Water,Forest,Water
2007,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
2008,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
2009,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
2010,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
2011,Bareland,Bareland,Water,Water,Water,Bareland,NULL,Water
2012,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Water
2013,Bareland,Bareland,Water,Water,Water,Water,NULL,Grassland
2014,Bareland,Bareland,Water,Water,Water,Water,NULL,Bareland
2015,Bareland,Bareland,Water,Water,Water,Water,NULL,Water
2016,Bareland,Bareland,Water,Water,Water,Water,NULL,Forest
2017,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
2018,Bareland,Bareland,Water,Water,Water,Water,Water,Water
2019,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
2020,Bareland,Bareland,Water,Water,Water,Water,Forest,Water
2021,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2022,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2023,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2024,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2025,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,NULL,Water
2026,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,NULL,Forest
2027,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2028,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2029,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
2030,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
2031,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Bareland
2032,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Water
2033,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2034,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2035,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2036,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2037,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2038,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
2039,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2040,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2041,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2042,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2043,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Grassland,Water
2044,Bareland,Bareland,Forest,Water,Non_Wetland,Water,NULL,Grassland
2045,Bareland,Bareland,Forest,Water,Non_Wetland,Water,NULL,Water
2046,Bareland,Bareland,Forest,Water,Non_Wetland,Water,NULL,Forest
2047,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
2048,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Forest,Water
2049,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2050,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2051,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2052,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2053,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2054,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2055,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2056,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2057,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2058,Bareland,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
2059,Bareland,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
2060,Bareland,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
2061,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2062,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2063,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2064,Bareland,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2065,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2066,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2067,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2068,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2069,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2070,Bareland,Water,NULL,Water,Non_Wetland,Water,NULL,Water
2071,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
2072,Bareland,Water,NULL,Water,Non_Wetland,Water,Forest,Water
