Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MCM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MCM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MCM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MCM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MCM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MCM_M_R
1658,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Wetland
1659,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1660,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1661,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1662,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
1663,Water,Water,Wetland,Water,NULL,NULL,NULL,Water
1664,Water,Water,Wetland,Water,NULL,Bareland,Bareland,Water
1665,Water,Water,Wetland,Water,NULL,Bareland,Built-up,Bareland
1666,Water,Water,Wetland,Water,NULL,Water,NULL,Water
1667,Water,Water,Wetland,Water,NULL,Water,Bareland,Bareland
1668,Water,Water,Wetland,Water,NULL,Water,Bareland,Water
1669,Water,Water,Wetland,Water,NULL,Water,Built-up,Water
1670,Water,Water,Wetland,Water,NULL,Water,Water,Bareland
1671,Water,Water,Wetland,Water,NULL,Water,Water,Water
1672,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1673,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1674,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
1675,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
1676,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
1677,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Water
1678,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
1679,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
1680,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
1681,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1682,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1683,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1684,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1685,Water,Water,Wetland,Water,Wetland,Wetland,Built-up,Wetland
1686,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1687,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1688,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1689,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
1690,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1691,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1692,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
1693,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
1694,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1695,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1696,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
1697,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1698,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1699,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1700,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
1701,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
1702,Water,Water,Wetland,Water,Wetland,Water,Built-up,Wetland
1703,Water,Water,Wetland,Water,Wetland,Water,Built-up,Bareland
1704,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
1705,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1706,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1707,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1708,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1709,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1710,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
1711,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1712,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Wetland
1713,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
1714,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
1715,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Water
1716,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Water
1717,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Bareland,Bareland
1718,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Bareland,Water
1719,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Built-up,Water
1720,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
1721,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1722,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
1723,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1724,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1725,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1726,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Water
1727,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1728,Water,Water,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
1729,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
1730,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
1731,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Water
1732,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1733,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
1734,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1735,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1736,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1737,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1738,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1739,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
1740,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1741,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1742,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
1743,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
1744,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1745,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1746,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1747,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
1748,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
1749,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
1750,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1751,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Bareland
1752,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Wetland
1753,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
1754,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Water
1755,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1756,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1757,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1758,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
1759,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1760,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
1761,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
1762,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
1763,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
1764,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
1765,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
1766,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1767,Water,Water,Water,NULL,Water,Water,Wetland,Water
1768,Water,Water,Water,NULL,Water,Water,Water,Water
1769,Water,Water,Water,Non_Water,NULL,Bareland,Bareland,Water
1770,Water,Water,Water,Non_Water,Water,NULL,Built-up,Wetland
1771,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1772,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
1773,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
1774,Water,Water,Water,Non_Water,Water,Water,Built-up,Water
1775,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1776,Water,Water,Water,Non_Water,Water,Water,Water,Water
1777,Water,Water,Water,Water,NULL,NULL,NULL,Water
1778,Water,Water,Water,Water,NULL,NULL,Bareland,Water
1779,Water,Water,Water,Water,NULL,Bareland,Bareland,Bareland
1780,Water,Water,Water,Water,NULL,Bareland,Built-up,Water
1781,Water,Water,Water,Water,NULL,Water,NULL,Water
1782,Water,Water,Water,Water,NULL,Water,Bareland,Water
1783,Water,Water,Water,Water,NULL,Water,Built-up,Water
1784,Water,Water,Water,Water,NULL,Water,Water,Water
1785,Water,Water,Water,Water,Water,NULL,Bareland,Water
1786,Water,Water,Water,Water,Water,NULL,Built-up,Water
1787,Water,Water,Water,Water,Water,NULL,Water,Wetland
1788,Water,Water,Water,Water,Water,NULL,Water,Water
1789,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1790,Water,Water,Water,Water,Water,Wetland,Water,Water
1791,Water,Water,Water,Water,Water,Wetland,Water,Forest
1792,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
1793,Water,Water,Water,Water,Water,Bareland,Built-up,Water
1794,Water,Water,Water,Water,Water,Water,Wetland,Water
1795,Water,Water,Water,Water,Water,Water,Bareland,Bareland
1796,Water,Water,Water,Water,Water,Water,Bareland,Water
1797,Water,Water,Water,Water,Water,Water,Built-up,Water
1798,Water,Water,Water,Water,Water,Water,Water,Wetland
1799,Water,Water,Water,Water,Water,Water,Water,Bareland
1800,Water,Water,Water,Water,Water,Water,Water,Water
1801,Water,Water,Water,Water,Water,Water,Water,Forest
1802,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
1803,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1804,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1805,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1806,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1807,Water,Water,Forest,Non_Water,Non_Wetland,Water,Built-up,Forest
1808,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1809,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1810,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1811,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
1812,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1813,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Water
1814,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1815,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1816,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1817,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1818,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1819,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1820,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1821,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1822,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1823,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1824,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1825,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1826,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1827,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1828,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1829,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1830,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1831,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1832,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1833,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1834,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1835,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1836,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1837,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1838,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1839,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1840,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
1841,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1842,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1843,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1844,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1845,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1846,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1847,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1848,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1849,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1850,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1851,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1852,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1853,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1854,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1855,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1856,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1857,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1858,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1859,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1860,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1861,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1862,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1863,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1864,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1865,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1866,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1867,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1868,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1869,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1870,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1871,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1872,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
1873,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1874,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1875,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1876,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1877,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1878,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1879,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1880,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1881,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1882,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1883,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1884,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1885,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1886,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1887,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1888,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1889,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1890,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1891,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1892,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1893,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1894,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1895,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1896,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1897,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1898,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1899,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1900,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1901,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1902,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1903,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1904,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1905,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1906,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1907,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1908,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1909,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1910,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1911,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1912,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1913,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1914,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1915,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1916,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1917,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
1918,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Grassland
1919,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1920,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1921,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
1922,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1923,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1924,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1925,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1926,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1927,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1928,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1929,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1930,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1931,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1932,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
1933,Forest,NULL,Water,Water,Water,Forest,Forest,Wetland
1934,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1935,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1936,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1937,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1938,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1939,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1940,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1941,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1942,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1943,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1944,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1945,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1946,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1947,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1948,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1949,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1950,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1951,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1952,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1953,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1954,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1955,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1956,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1957,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1958,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1959,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1960,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1961,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1962,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1963,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1964,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1965,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1966,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1967,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1968,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1969,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1970,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1971,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1972,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1973,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1974,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1975,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1976,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1977,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1978,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1979,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1980,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1981,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1982,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1983,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1984,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1985,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1986,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1987,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1988,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1989,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1990,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1991,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1992,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1993,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1994,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1995,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1996,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1997,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1998,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1999,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2000,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2001,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2002,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2003,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2004,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2005,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2006,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2007,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2008,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2009,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
