Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUA_M_R
1105,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1106,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
1107,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
1108,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1109,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1110,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1111,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1112,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1113,Grassland,Wetland,Water,NULL,Water,Wetland,NULL,Wetland
1114,Grassland,Wetland,Water,NULL,Water,Water,Grassland,Wetland
1115,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1116,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1117,Grassland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
1118,Grassland,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
1119,Grassland,Wetland,Water,Non_Water,Water,Wetland,NULL,Water
1120,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
1121,Grassland,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
1122,Grassland,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
1123,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1124,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1125,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
1126,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
1127,Grassland,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
1128,Grassland,Wetland,Water,Water,Water,Wetland,NULL,Wetland
1129,Grassland,Wetland,Water,Water,Water,Wetland,NULL,Water
1130,Grassland,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
1131,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1132,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1133,Grassland,Wetland,Water,Water,Water,Water,NULL,Wetland
1134,Grassland,Wetland,Water,Water,Water,Water,NULL,Water
1135,Grassland,Wetland,Water,Water,Water,Water,Grassland,Wetland
1136,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1137,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1138,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1139,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1140,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1141,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1142,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1143,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1144,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1145,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1146,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
1147,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1148,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1149,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1150,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1151,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1152,Grassland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1153,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1154,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1155,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1156,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1157,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1158,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1159,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1160,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1161,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1162,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1163,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1164,Grassland,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1165,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1166,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
1167,Grassland,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
1168,Grassland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1169,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
1170,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1171,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1172,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1173,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1175,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1176,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1177,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1178,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1179,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1180,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1181,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1182,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1183,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1184,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1185,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1186,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1187,Grassland,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
1188,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1189,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1190,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1191,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1192,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1193,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1194,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1195,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1196,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1197,Grassland,Forest,Water,NULL,Water,Wetland,NULL,Wetland
1198,Grassland,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
1199,Grassland,Forest,Water,NULL,Water,Water,Grassland,Wetland
1200,Grassland,Forest,Water,Non_Water,Water,Wetland,Grassland,Wetland
1201,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1202,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1203,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1204,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1205,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1206,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1207,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1208,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
1209,Grassland,Forest,Forest,Water,Non_Wetland,Water,Grassland,Wetland
1210,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1211,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1212,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1213,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1214,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1215,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1216,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1217,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1218,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1219,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
1220,Cropland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
1221,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1222,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1223,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1224,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1225,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1226,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1227,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1228,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1229,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1230,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1231,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1232,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1233,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1234,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
1235,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1236,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1237,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
1238,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1239,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1240,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1241,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1242,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
1243,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1244,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1245,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1246,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
1247,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
1248,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1249,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1250,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1251,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1253,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1254,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1255,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1256,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1257,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1258,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1259,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1260,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1261,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1262,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1263,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1264,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
1265,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1266,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1267,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
1268,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1269,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1270,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1271,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1272,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1273,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1274,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1275,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1276,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1277,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
1278,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1279,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1280,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1281,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1282,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1283,Cropland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1284,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1285,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1286,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1287,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1288,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1289,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1290,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1291,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1292,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1293,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1294,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1295,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1296,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1297,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1298,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1299,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1300,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1301,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1302,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1303,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1304,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1305,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1306,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1307,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1308,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1309,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1310,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1311,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1312,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1313,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1314,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1315,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
1316,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1317,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1318,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Wetland
1319,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
1320,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1321,Cropland,NULL,Water,Water,Water,Water,NULL,Wetland
1322,Cropland,NULL,Water,Water,Water,Water,NULL,Water
1323,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1324,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1326,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1327,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1328,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1329,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1330,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
1331,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1332,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1333,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1334,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1335,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1336,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
1337,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1338,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1339,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1340,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1341,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1342,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1343,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1344,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1345,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1346,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1347,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1348,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1349,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1350,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1351,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1352,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1353,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1354,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1355,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1356,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1357,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1358,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1359,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1360,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1361,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1362,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1363,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1364,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1365,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1366,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1367,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1368,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1369,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1370,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1371,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1372,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1373,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1374,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1375,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
1376,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1377,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1378,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1379,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1380,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1381,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1382,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1383,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1384,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1385,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1386,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1387,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1388,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1389,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1390,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1391,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1392,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1393,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1394,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1395,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1396,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1397,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1398,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1399,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1400,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1401,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1402,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1403,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1404,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1405,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1406,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1407,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1408,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1409,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1410,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1411,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1412,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1413,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1414,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
1415,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1416,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1417,Wetland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
1418,Wetland,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
1419,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1420,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
1421,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1422,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1423,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1424,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1425,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1426,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1427,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1428,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1429,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1430,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1431,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1432,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1433,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1434,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1435,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1436,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1437,Wetland,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
1438,Wetland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
1439,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
1440,Wetland,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
