Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MER_M_R
1908,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1909,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1910,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1911,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1912,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1913,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1914,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1915,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1916,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1917,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1918,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1919,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1920,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1921,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1922,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1923,Bareland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1924,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1925,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
1926,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1927,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1928,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1929,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1930,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
1931,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1932,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1933,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1934,Bareland,Forest,Wetland,NULL,Wetland,Water,Bareland,Bareland
1935,Bareland,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
1936,Bareland,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1937,Bareland,Forest,Wetland,NULL,Wetland,Water,Water,Water
1938,Bareland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1939,Bareland,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1940,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1941,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1942,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1943,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1944,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1945,Bareland,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
1946,Bareland,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
1947,Bareland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1948,Bareland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
1949,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1950,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1951,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
1952,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
1953,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
1954,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1955,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1956,Bareland,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
1957,Bareland,Forest,Wetland,Water,Wetland,Water,Bareland,Water
1958,Bareland,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
1959,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
1960,Bareland,Forest,Wetland,Water,Wetland,Forest,Bareland,Water
1961,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
1962,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1963,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
1964,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1965,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1966,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1967,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1968,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1969,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1970,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1971,Bareland,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1972,Bareland,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1973,Bareland,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1974,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Bareland
1975,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Water
1976,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
1977,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Water
1978,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
1979,Bareland,Forest,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
1980,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
1981,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1982,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1983,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1984,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1985,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1986,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
1987,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
1988,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1989,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1990,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1991,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1992,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1993,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1994,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1995,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1996,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1997,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1998,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Water
1999,Bareland,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
2000,Bareland,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
2001,Bareland,Forest,Water,NULL,Water,Bareland,Wetland,Forest
2002,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
2003,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
2004,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Water
2005,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Forest
2006,Bareland,Forest,Water,NULL,Water,Bareland,Water,Forest
2007,Bareland,Forest,Water,NULL,Water,Water,Bareland,Forest
2008,Bareland,Forest,Water,NULL,Water,Forest,Bareland,Forest
2009,Bareland,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
2010,Bareland,Forest,Water,Non_Water,Water,Water,Water,Water
2011,Bareland,Forest,Water,Water,Water,Bareland,Wetland,Bareland
2012,Bareland,Forest,Water,Water,Water,Bareland,Wetland,Water
2013,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Grassland
2014,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Bareland
2015,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Water
2016,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Forest
2017,Bareland,Forest,Water,Water,Water,Water,Water,Forest
2018,Bareland,Forest,Water,Water,Water,Forest,Bareland,Water
2019,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2020,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2021,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2022,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Water
2023,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2024,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2025,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2026,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2027,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2028,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2029,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
2030,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2031,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2032,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2033,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2034,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2035,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2036,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2037,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2038,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2039,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2040,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2041,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Water
2042,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2043,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2044,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2045,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2046,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2047,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2048,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2049,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2050,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
2051,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2052,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2053,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2054,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2055,Bareland,Forest,Forest,Water,Non_Wetland,Water,Bareland,Bareland
2056,Bareland,Forest,Forest,Water,Non_Wetland,Water,Bareland,Water
2057,Bareland,Forest,Forest,Water,Non_Wetland,Forest,Bareland,Water
2058,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2059,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2060,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
2061,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2062,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
2063,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2064,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2065,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2066,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2067,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2068,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2069,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2070,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2071,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2072,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
2073,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Water
2074,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2075,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2076,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
2077,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2078,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
2079,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2080,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
2081,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
2082,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2083,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2084,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
2085,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2086,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
2087,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2088,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
2089,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Water
2090,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2091,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
2092,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2093,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2094,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2095,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2096,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2097,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2098,Water,NULL,Water,NULL,Water,Bareland,Bareland,Water
2099,Water,NULL,Water,NULL,Water,Water,Bareland,Forest
2100,Water,NULL,Water,Water,Water,Bareland,Bareland,Grassland
2101,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
2102,Water,NULL,Water,Water,Water,Bareland,Water,Water
2103,Water,NULL,Water,Water,Water,Water,Bareland,Water
2104,Water,NULL,Water,Water,Water,Water,Water,Water
2105,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2106,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2107,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2108,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2109,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2110,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Water
2111,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2112,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2113,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2114,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2115,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2116,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2117,Water,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2118,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2119,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2120,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2121,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2122,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2123,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2124,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
2125,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2126,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2127,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
2128,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Bareland,Water
2129,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Water
2130,Water,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2131,Water,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
2132,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
2133,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2134,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2135,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
2136,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2137,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2138,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Bareland
2139,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Water
2140,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
2141,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2142,Water,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Forest
2143,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Water
2144,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2145,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2146,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
2147,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Bareland
2148,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
2149,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Grassland
2150,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
2151,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Forest
2152,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
2153,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
2154,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
2155,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2156,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2157,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2158,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2159,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2160,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
2161,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
2162,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
2163,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
2164,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2165,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
2166,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2167,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2168,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
2169,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2170,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
2171,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
2172,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
2173,Water,Wetland,Bareland,Water,Non_Wetland,Water,Bareland,Water
2174,Water,Wetland,Bareland,Water,Non_Wetland,Water,Bareland,Forest
2175,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
2176,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2177,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2178,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2179,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2180,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
2181,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Water
2182,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
2183,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Water
2184,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
2185,Water,Wetland,Water,NULL,Water,Bareland,Water,Water
2186,Water,Wetland,Water,NULL,Water,Water,Bareland,Water
2187,Water,Wetland,Water,NULL,Water,Water,Bareland,Forest
2188,Water,Wetland,Water,NULL,Water,Water,Water,Forest
2189,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
2190,Water,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
2191,Water,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
2192,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
2193,Water,Wetland,Water,Water,Water,Bareland,Bareland,Forest
2194,Water,Wetland,Water,Water,Water,Bareland,Water,Water
2195,Water,Wetland,Water,Water,Water,Water,Bareland,Water
2196,Water,Wetland,Water,Water,Water,Water,Bareland,Forest
2197,Water,Wetland,Water,Water,Water,Water,Water,Water
2198,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2199,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2200,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2201,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2202,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2203,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2204,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2205,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2206,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Water
2207,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2208,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2209,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2210,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2211,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Bareland
2212,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Water
2213,Water,Wetland,Forest,Water,Non_Wetland,Water,Bareland,Grassland
2214,Water,Wetland,Forest,Water,Non_Wetland,Water,Bareland,Water
2215,Water,Wetland,Forest,Water,Non_Wetland,Water,Bareland,Forest
2216,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2217,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2218,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2219,Water,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
2220,Water,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Water
2221,Water,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2222,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2223,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2224,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2225,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
