Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R
2149,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2150,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
2151,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2152,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2153,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2154,Forest,NULL,Bareland,Water,Non_Wetland,Water
2155,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2156,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2157,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2158,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2159,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2160,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2161,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2162,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2163,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2164,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water
2165,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2166,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2167,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
2168,Forest,NULL,Built-up,Water,Non_Wetland,Forest
2169,Forest,NULL,Water,NULL,Water,Grassland
2170,Forest,NULL,Water,NULL,Water,Bareland
2171,Forest,NULL,Water,NULL,Water,Water
2172,Forest,NULL,Water,NULL,Water,Forest
2173,Forest,NULL,Water,Non_Water,Water,Grassland
2174,Forest,NULL,Water,Non_Water,Water,Bareland
2175,Forest,NULL,Water,Non_Water,Water,Water
2176,Forest,NULL,Water,Non_Water,Water,Forest
2177,Forest,NULL,Water,Water,Water,NULL
2178,Forest,NULL,Water,Water,Water,Grassland
2179,Forest,NULL,Water,Water,Water,Bareland
2180,Forest,NULL,Water,Water,Water,Water
2181,Forest,NULL,Water,Water,Water,Forest
2182,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2183,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2184,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2185,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2186,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2187,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2188,Forest,NULL,Forest,NULL,Non_Wetland,Water
2189,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2190,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2191,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2192,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
2193,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
2194,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2195,Forest,NULL,Forest,Water,Non_Wetland,NULL
2196,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2197,Forest,NULL,Forest,Water,Non_Wetland,Bareland
2198,Forest,NULL,Forest,Water,Non_Wetland,Water
2199,Forest,NULL,Forest,Water,Non_Wetland,Forest
2200,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2201,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2202,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2203,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2204,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2205,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2206,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2207,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
2208,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2209,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2210,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2211,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2212,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2213,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2214,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2215,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2216,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2217,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2218,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
2219,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2220,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2221,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2222,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2223,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2224,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland
2225,Forest,Cropland,Cropland,Water,Non_Wetland,Water
2226,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2227,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2228,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
2229,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2230,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2231,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
2232,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland
2233,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2234,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2235,Forest,Cropland,Water,NULL,Water,Water
2236,Forest,Cropland,Water,NULL,Water,Forest
2237,Forest,Cropland,Water,Water,Water,Water
2238,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2239,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2240,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2241,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2242,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2243,Forest,Cropland,Forest,NULL,Non_Wetland,Water
2244,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2245,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2246,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland
2247,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
2248,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2249,Forest,Cropland,Forest,Water,Non_Wetland,Bareland
2250,Forest,Cropland,Forest,Water,Non_Wetland,Water
2251,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2252,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2253,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2254,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
2255,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2256,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
2257,Forest,Wetland,Cropland,Water,Non_Wetland,Water
2258,Forest,Wetland,Cropland,Water,Non_Wetland,Forest
2259,Forest,Wetland,Wetland,Water,Wetland,Forest
2260,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
2261,Forest,Wetland,Water,Water,Water,Forest
2262,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2263,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2264,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland
2265,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2266,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2267,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2268,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2269,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2270,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2271,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
2272,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
2273,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland
2274,Forest,Bareland,Shrubland,Water,Non_Wetland,Built-up
2275,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
2276,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2277,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
2278,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
2279,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2280,Forest,Bareland,Grassland,Water,Non_Wetland,Water
2281,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
2282,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
2283,Forest,Bareland,Cropland,NULL,Non_Wetland,Water
2284,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2285,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
2286,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
2287,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Forest
2288,Forest,Bareland,Cropland,Water,Non_Wetland,Grassland
2289,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
2290,Forest,Bareland,Cropland,Water,Non_Wetland,Water
2291,Forest,Bareland,Cropland,Water,Non_Wetland,Forest
2292,Forest,Bareland,Wetland,Water,Wetland,Grassland
2293,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2294,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2295,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2296,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2297,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Forest
2298,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
2299,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
2300,Forest,Bareland,Bareland,Water,Non_Wetland,Water
2301,Forest,Bareland,Bareland,Water,Non_Wetland,Forest
2302,Forest,Bareland,Built-up,Water,Non_Wetland,Bareland
2303,Forest,Bareland,Water,NULL,Water,Bareland
2304,Forest,Bareland,Water,NULL,Water,Water
2305,Forest,Bareland,Water,NULL,Water,Forest
2306,Forest,Bareland,Water,Non_Water,Water,Bareland
2307,Forest,Bareland,Water,Non_Water,Water,Water
2308,Forest,Bareland,Water,Non_Water,Water,Forest
2309,Forest,Bareland,Water,Water,Water,Bareland
2310,Forest,Bareland,Water,Water,Water,Water
2311,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2312,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2313,Forest,Bareland,Forest,NULL,Non_Wetland,Water
2314,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2315,Forest,Bareland,Forest,Non_Water,Non_Wetland,Grassland
2316,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland
2317,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
2318,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
2319,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
2320,Forest,Bareland,Forest,Water,Non_Wetland,Forest
2321,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2322,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2323,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2324,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2325,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2326,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2327,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
2328,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2329,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2330,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
2331,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2332,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
2333,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland
2334,Forest,Built-up,Shrubland,Water,Non_Wetland,Water
2335,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2336,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2337,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2338,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2339,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2340,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
2341,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2342,Forest,Built-up,Grassland,Water,Non_Wetland,Forest
2343,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2344,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2345,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2346,Forest,Built-up,Cropland,NULL,Non_Wetland,Water
2347,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2348,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2349,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
2350,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Water
2351,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2352,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland
2353,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland
2354,Forest,Built-up,Cropland,Water,Non_Wetland,Water
2355,Forest,Built-up,Cropland,Water,Non_Wetland,Forest
2356,Forest,Built-up,Wetland,NULL,Wetland,Forest
2357,Forest,Built-up,Wetland,Water,Wetland,Water
2358,Forest,Built-up,Wetland,Water,Wetland,Forest
2359,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2360,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2361,Forest,Built-up,Bareland,NULL,Non_Wetland,Water
2362,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2363,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2364,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2365,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2366,Forest,Built-up,Bareland,Water,Non_Wetland,Grassland
2367,Forest,Built-up,Bareland,Water,Non_Wetland,Bareland
2368,Forest,Built-up,Bareland,Water,Non_Wetland,Water
2369,Forest,Built-up,Bareland,Water,Non_Wetland,Forest
2370,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2371,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
2372,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2373,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2374,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest
2375,Forest,Built-up,Water,NULL,Water,Grassland
2376,Forest,Built-up,Water,NULL,Water,Bareland
2377,Forest,Built-up,Water,NULL,Water,Forest
2378,Forest,Built-up,Water,Non_Water,Water,Grassland
2379,Forest,Built-up,Water,Non_Water,Water,Water
2380,Forest,Built-up,Water,Non_Water,Water,Forest
2381,Forest,Built-up,Water,Water,Water,Bareland
2382,Forest,Built-up,Water,Water,Water,Water
2383,Forest,Built-up,Water,Water,Water,Forest
2384,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2385,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2386,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2387,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2388,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2389,Forest,Built-up,Forest,NULL,Non_Wetland,Water
2390,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2391,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2392,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland
2393,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2394,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
2395,Forest,Built-up,Forest,Water,Non_Wetland,Bareland
2396,Forest,Built-up,Forest,Water,Non_Wetland,Water
2397,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2398,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2399,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2400,Forest,Water,NULL,NULL,Non_Wetland,Water
2401,Forest,Water,NULL,NULL,Non_Wetland,Forest
2402,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
2403,Forest,Water,NULL,Non_Water,Non_Wetland,Water
2404,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2405,Forest,Water,NULL,Water,Non_Wetland,Grassland
2406,Forest,Water,NULL,Water,Non_Wetland,Bareland
2407,Forest,Water,NULL,Water,Non_Wetland,Water
2408,Forest,Water,NULL,Water,Non_Wetland,Forest
2409,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2410,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2411,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2412,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2413,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2414,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2415,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2416,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2417,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2418,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2419,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2420,Forest,Water,Shrubland,Water,Non_Wetland,Water
2421,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2422,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2423,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2424,Forest,Water,Grassland,NULL,Non_Wetland,Water
2425,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2426,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
2427,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
2428,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
2429,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2430,Forest,Water,Grassland,Water,Non_Wetland,Grassland
2431,Forest,Water,Grassland,Water,Non_Wetland,Bareland
2432,Forest,Water,Grassland,Water,Non_Wetland,Water
2433,Forest,Water,Grassland,Water,Non_Wetland,Forest
2434,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2435,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2436,Forest,Water,Cropland,NULL,Non_Wetland,Water
2437,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2438,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2439,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
2440,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
2441,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2442,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2443,Forest,Water,Cropland,Water,Non_Wetland,Bareland
2444,Forest,Water,Cropland,Water,Non_Wetland,Water
2445,Forest,Water,Cropland,Water,Non_Wetland,Forest
2446,Forest,Water,Wetland,NULL,Wetland,Grassland
2447,Forest,Water,Wetland,NULL,Wetland,Bareland
2448,Forest,Water,Wetland,NULL,Wetland,Water
2449,Forest,Water,Wetland,NULL,Wetland,Forest
2450,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2451,Forest,Water,Wetland,Non_Water,Wetland,Bareland
2452,Forest,Water,Wetland,Non_Water,Wetland,Water
2453,Forest,Water,Wetland,Non_Water,Wetland,Forest
2454,Forest,Water,Wetland,Water,Wetland,Grassland
2455,Forest,Water,Wetland,Water,Wetland,Bareland
2456,Forest,Water,Wetland,Water,Wetland,Water
2457,Forest,Water,Wetland,Water,Wetland,Forest
2458,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2459,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2460,Forest,Water,Bareland,NULL,Non_Wetland,Built-up
2461,Forest,Water,Bareland,NULL,Non_Wetland,Water
2462,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2463,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2464,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2465,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2466,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2467,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2468,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2469,Forest,Water,Bareland,Water,Non_Wetland,Water
2470,Forest,Water,Bareland,Water,Non_Wetland,Forest
2471,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2472,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2473,Forest,Water,Built-up,NULL,Non_Wetland,Water
2474,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2475,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
2476,Forest,Water,Built-up,Non_Water,Non_Wetland,Built-up
2477,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
2478,Forest,Water,Built-up,Water,Non_Wetland,Grassland
2479,Forest,Water,Built-up,Water,Non_Wetland,Bareland
2480,Forest,Water,Built-up,Water,Non_Wetland,Forest
2481,Forest,Water,Water,NULL,Water,NULL
2482,Forest,Water,Water,NULL,Water,Grassland
2483,Forest,Water,Water,NULL,Water,Bareland
2484,Forest,Water,Water,NULL,Water,Water
2485,Forest,Water,Water,NULL,Water,Forest
2486,Forest,Water,Water,Non_Water,Water,Grassland
2487,Forest,Water,Water,Non_Water,Water,Bareland
2488,Forest,Water,Water,Non_Water,Water,Water
2489,Forest,Water,Water,Non_Water,Water,Forest
2490,Forest,Water,Water,Water,Water,NULL
2491,Forest,Water,Water,Water,Water,Grassland
2492,Forest,Water,Water,Water,Water,Bareland
2493,Forest,Water,Water,Water,Water,Water
2494,Forest,Water,Water,Water,Water,Forest
2495,Forest,Water,Forest,NULL,Non_Wetland,NULL
2496,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2497,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2498,Forest,Water,Forest,NULL,Non_Wetland,Built-up
2499,Forest,Water,Forest,NULL,Non_Wetland,Water
2500,Forest,Water,Forest,NULL,Non_Wetland,Forest
2501,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2502,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
2503,Forest,Water,Forest,Non_Water,Non_Wetland,Built-up
2504,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2505,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2506,Forest,Water,Forest,Water,Non_Wetland,NULL
2507,Forest,Water,Forest,Water,Non_Wetland,Grassland
2508,Forest,Water,Forest,Water,Non_Wetland,Bareland
2509,Forest,Water,Forest,Water,Non_Wetland,Water
2510,Forest,Water,Forest,Water,Non_Wetland,Forest
2511,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2512,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2513,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2514,Forest,Forest,NULL,NULL,Non_Wetland,Water
2515,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2516,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2517,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland
2518,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2519,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2520,Forest,Forest,NULL,Water,Non_Wetland,Forest
2521,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2522,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2523,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2524,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2525,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2526,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2527,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2528,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2529,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2530,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2531,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
2532,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2533,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2534,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2535,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2536,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2537,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2538,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2539,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2540,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2541,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2542,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2543,Forest,Forest,Grassland,NULL,Non_Wetland,Water
2544,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2545,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2546,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2547,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
2548,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2549,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2550,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
2551,Forest,Forest,Grassland,Water,Non_Wetland,Water
2552,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2553,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2554,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2555,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2556,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2557,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2558,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2559,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2560,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2561,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2562,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2563,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2564,Forest,Forest,Cropland,Non_Water,Non_Wetland,Built-up
2565,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2566,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2567,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2568,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
2569,Forest,Forest,Cropland,Water,Non_Wetland,Water
2570,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2571,Forest,Forest,Wetland,NULL,Wetland,Grassland
2572,Forest,Forest,Wetland,NULL,Wetland,Water
2573,Forest,Forest,Wetland,NULL,Wetland,Forest
2574,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2575,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2576,Forest,Forest,Wetland,Non_Water,Wetland,Water
2577,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2578,Forest,Forest,Wetland,Water,Wetland,Grassland
2579,Forest,Forest,Wetland,Water,Wetland,Bareland
2580,Forest,Forest,Wetland,Water,Wetland,Built-up
2581,Forest,Forest,Wetland,Water,Wetland,Water
