Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDV_M_R
1014,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1015,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1016,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1017,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1018,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
1019,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1020,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1021,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1022,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1023,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1024,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1025,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1026,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1027,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1028,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1029,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1030,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1031,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1032,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1033,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1034,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1035,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1036,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1037,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1038,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1039,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Bareland
1040,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
1041,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
1042,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1043,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1044,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1045,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1046,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1047,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1048,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1049,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1050,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1051,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1052,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1053,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1054,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1055,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1056,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1057,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1058,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1059,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1060,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1061,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1062,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1063,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1064,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1065,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1066,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1067,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1068,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1069,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1070,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1071,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1072,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1073,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1074,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1075,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1076,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1077,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1078,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1079,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1080,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
1081,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
1082,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
1083,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1084,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
1085,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1086,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1087,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1088,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1089,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1090,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1091,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1092,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1093,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1094,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1095,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1096,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1097,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1098,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
1099,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1100,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
1101,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1102,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1103,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1104,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1105,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1106,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
1107,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1108,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1109,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
1110,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
1111,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1112,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
1113,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Wetland
1114,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
1115,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
1116,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1117,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1118,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1119,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1120,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
1121,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1122,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1123,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1124,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
1125,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
1126,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1127,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1128,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1129,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1130,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1131,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1132,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1133,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1134,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
1135,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1136,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1137,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1138,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1139,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1140,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1141,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
1142,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1143,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
1144,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1145,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1146,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1147,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1148,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1149,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1150,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1151,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1152,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1153,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1154,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1155,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1156,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1157,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1158,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1159,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1160,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1161,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1162,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
1163,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1164,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1165,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1166,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1167,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1168,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1169,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1170,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1171,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1172,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1173,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1174,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1175,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1176,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1177,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1178,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1179,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1180,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
1181,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1182,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1183,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1184,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Bareland
1185,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
1186,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Wetland
1187,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
1188,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
1189,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1190,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1191,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1192,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1193,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1194,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1195,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1196,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1197,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1198,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1199,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1200,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1201,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1202,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
1203,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1204,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1205,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1206,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1207,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1208,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1209,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1210,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1211,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1212,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1213,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1214,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1215,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1216,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1217,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1218,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1219,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
1220,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1221,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1222,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1223,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
1224,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1225,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1226,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1227,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1228,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1229,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1230,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1231,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1232,Water,Water,Water,NULL,Water,NULL,Water,Water
1233,Water,Water,Water,NULL,Water,NULL,Water,Forest
1234,Water,Water,Water,NULL,Water,Grassland,Grassland,Bareland
1235,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
1236,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1237,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
1238,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
1239,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
1240,Water,Water,Water,NULL,Water,Wetland,Water,Water
1241,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1242,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
1243,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
1244,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
1245,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
1246,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
1247,Water,Water,Water,NULL,Water,Bareland,Water,Water
1248,Water,Water,Water,NULL,Water,Bareland,Water,Forest
1249,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
1250,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1251,Water,Water,Water,NULL,Water,Water,Grassland,Water
1252,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1253,Water,Water,Water,NULL,Water,Water,Wetland,Water
1254,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1255,Water,Water,Water,NULL,Water,Water,Water,Grassland
1256,Water,Water,Water,NULL,Water,Water,Water,Water
1257,Water,Water,Water,NULL,Water,Water,Water,Forest
1258,Water,Water,Water,NULL,Water,Water,Forest,Bareland
1259,Water,Water,Water,NULL,Water,Water,Forest,Water
1260,Water,Water,Water,NULL,Water,Water,Forest,Forest
1261,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
1262,Water,Water,Water,NULL,Water,Forest,Wetland,Water
1263,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1264,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1265,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1266,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
1267,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
1268,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1269,Water,Water,Water,Non_Water,Water,Water,Water,Water
1270,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1271,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1272,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
1273,Water,Water,Water,Non_Water,Water,Forest,Water,Water
1274,Water,Water,Water,Water,Water,NULL,Wetland,Water
1275,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1276,Water,Water,Water,Water,Water,NULL,Water,Water
1277,Water,Water,Water,Water,Water,NULL,Water,Forest
1278,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
1279,Water,Water,Water,Water,Water,Grassland,Water,Water
1280,Water,Water,Water,Water,Water,Wetland,Grassland,Water
1281,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
1282,Water,Water,Water,Water,Water,Wetland,Water,Bareland
1283,Water,Water,Water,Water,Water,Wetland,Water,Water
1284,Water,Water,Water,Water,Water,Wetland,Water,Forest
1285,Water,Water,Water,Water,Water,Bareland,Grassland,Water
1286,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
1287,Water,Water,Water,Water,Water,Bareland,Wetland,Water
1288,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
1289,Water,Water,Water,Water,Water,Bareland,Water,Grassland
1290,Water,Water,Water,Water,Water,Bareland,Water,Bareland
1291,Water,Water,Water,Water,Water,Bareland,Water,Water
1292,Water,Water,Water,Water,Water,Bareland,Water,Forest
1293,Water,Water,Water,Water,Water,Built-up,Wetland,Water
1294,Water,Water,Water,Water,Water,Built-up,Water,Water
1295,Water,Water,Water,Water,Water,Water,Grassland,Grassland
1296,Water,Water,Water,Water,Water,Water,Grassland,Water
1297,Water,Water,Water,Water,Water,Water,Grassland,Forest
1298,Water,Water,Water,Water,Water,Water,Wetland,Water
1299,Water,Water,Water,Water,Water,Water,Wetland,Forest
1300,Water,Water,Water,Water,Water,Water,Water,Grassland
1301,Water,Water,Water,Water,Water,Water,Water,Wetland
1302,Water,Water,Water,Water,Water,Water,Water,Bareland
1303,Water,Water,Water,Water,Water,Water,Water,Water
1304,Water,Water,Water,Water,Water,Water,Water,Forest
1305,Water,Water,Water,Water,Water,Water,Forest,Water
1306,Water,Water,Water,Water,Water,Forest,Grassland,Forest
1307,Water,Water,Water,Water,Water,Forest,Wetland,Water
1308,Water,Water,Water,Water,Water,Forest,Water,Water
1309,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1310,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1311,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1312,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1313,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1314,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1315,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1316,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1317,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1318,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1319,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1320,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1321,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1322,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1323,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1324,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1325,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1326,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1327,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1328,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1329,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1330,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1331,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1332,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1333,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1334,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1335,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1336,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1337,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1338,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1339,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1340,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1341,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1342,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1343,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1344,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1345,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1346,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1347,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1348,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1349,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1350,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1351,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1352,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1353,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1354,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1355,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1356,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1357,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1358,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1359,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
