Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLC_M_R
1070,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1071,Wetland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1072,Wetland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1073,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1074,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1075,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1076,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1077,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1078,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1079,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1080,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1081,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1082,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
1083,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1084,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1085,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1086,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1087,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1088,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1089,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1090,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1091,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1092,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1093,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1094,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1095,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1096,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
1097,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1098,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1099,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1100,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
1101,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
1102,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
1103,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
1104,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1105,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1106,Wetland,Water,Water,Water,Water,Water,Water,Water
1107,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1108,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1109,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1110,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1111,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1112,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1113,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1114,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1115,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1116,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1117,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1118,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1119,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1120,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1121,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1122,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1123,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1124,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1125,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1126,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1127,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1128,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1129,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1130,Bareland,Water,Water,Water,Water,Water,Water,Water
1131,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1132,Bareland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1133,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1134,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1135,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1136,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1137,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1138,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
1139,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1140,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1141,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1142,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1143,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1144,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1145,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1146,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1147,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1148,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1149,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1150,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1151,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1152,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1153,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1154,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1155,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1156,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1157,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1158,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1159,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1160,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1161,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1162,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1163,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1164,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1165,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1166,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1167,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1168,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1169,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1170,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1171,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1172,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
1173,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1174,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1175,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1176,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1177,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1178,Water,NULL,Water,Non_Water,Water,Water,Water,Water
1179,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
1180,Water,NULL,Water,Water,Water,Wetland,Water,Water
1181,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1182,Water,NULL,Water,Water,Water,Water,Water,Grassland
1183,Water,NULL,Water,Water,Water,Water,Water,Wetland
1184,Water,NULL,Water,Water,Water,Water,Water,Water
1185,Water,NULL,Water,Water,Water,Water,Water,Forest
1186,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1187,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1188,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1189,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1190,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1191,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1192,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1193,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1194,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1195,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1196,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1197,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1198,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1199,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1200,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1201,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1202,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1203,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1204,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1205,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1206,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1207,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1208,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1209,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1210,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1211,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1212,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1213,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1214,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1215,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1216,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1217,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1218,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1219,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1220,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1221,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1222,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1223,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1224,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1225,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1226,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1227,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1228,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1229,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1230,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1231,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1232,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1233,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
1234,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1235,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1236,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1237,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1238,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1239,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1240,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1241,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1242,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1243,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1244,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1245,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1246,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1247,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1248,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1249,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1250,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1251,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1252,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1253,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1254,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1255,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1256,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
1257,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1258,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
1259,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1260,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
1261,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1262,Water,Wetland,Water,NULL,Water,Water,Water,Water
1263,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1264,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1265,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1266,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1267,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1268,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1269,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1270,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1271,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1272,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1273,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
1274,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1275,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
1276,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1277,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
1278,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
1279,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1280,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1281,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1282,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
1283,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1284,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1285,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1286,Water,Wetland,Water,Water,Water,Water,Water,Water
1287,Water,Wetland,Water,Water,Water,Water,Water,Forest
1288,Water,Wetland,Water,Water,Water,Forest,Water,Grassland
1289,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1290,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1291,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1292,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1293,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1294,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1295,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1296,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1297,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1298,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1299,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1300,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1301,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1302,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
1303,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1304,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1305,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1306,Water,Bareland,Water,Non_Water,Water,Water,Water,Grassland
1307,Water,Bareland,Water,Water,Water,Water,Water,Water
1308,Water,Bareland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1309,Water,Bareland,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
1310,Water,Bareland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1311,Water,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
1312,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1313,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1314,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1315,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1316,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1317,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1318,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1319,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1320,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1321,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1322,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1323,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1324,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1325,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1326,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1327,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1328,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1329,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1330,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1331,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1332,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
1333,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1334,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1335,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1336,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1337,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1338,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1339,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1340,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1341,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1342,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1343,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1344,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
1345,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1346,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1347,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1348,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1349,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1350,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1351,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1352,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1353,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1354,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1355,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1356,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1357,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1358,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1359,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1360,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1361,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1362,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1363,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1364,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1365,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1366,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1367,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1368,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1369,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1370,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1371,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1372,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1373,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1374,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1375,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1376,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1377,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1378,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1379,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1380,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1381,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1382,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1383,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1384,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1385,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1386,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1387,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1388,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1389,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1390,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1391,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1392,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1393,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1394,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1395,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1396,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1397,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1398,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1399,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1400,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1401,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1402,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1403,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1404,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1405,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1406,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1407,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1408,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1409,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1410,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1411,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1412,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
