Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXJ_M_R
1122,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1123,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1124,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1125,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1126,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1127,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1128,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1129,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1130,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1131,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1132,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1133,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1134,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1135,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1136,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1137,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1138,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1140,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1141,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1142,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1143,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1144,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1145,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1146,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1147,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1148,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1149,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1150,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1151,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1152,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1153,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1154,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1155,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1156,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1157,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1158,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1159,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1160,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1161,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1162,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1163,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1164,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1165,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1166,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1167,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1168,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1169,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1170,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1171,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1172,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1173,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1174,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1175,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1176,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1177,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1178,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1179,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1180,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1181,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1182,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1183,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1184,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1185,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1186,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1187,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1188,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1189,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1190,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1191,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1193,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1194,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1195,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1196,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1197,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1198,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1199,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1200,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1201,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1202,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1203,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1204,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1206,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1207,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1208,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1209,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1210,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1211,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1212,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1213,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1214,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1215,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1216,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1217,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1218,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1219,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1220,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1221,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1222,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1223,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
1224,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1225,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1226,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1227,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1228,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
1229,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1230,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1231,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
1232,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1233,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1235,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1236,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1237,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1239,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1240,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1241,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1242,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1243,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1244,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1245,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1246,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1247,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1248,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1249,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1250,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1251,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1252,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1253,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1254,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1255,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1256,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1257,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1258,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1259,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1260,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1261,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1262,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1263,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1264,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1265,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1266,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1267,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1268,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
1269,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1270,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1271,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1272,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1273,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1274,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1275,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1276,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1277,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1278,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1279,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1280,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1281,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1282,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1283,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1284,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1285,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1286,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1287,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1288,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1289,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1290,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1291,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1292,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1293,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1294,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1295,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1296,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1297,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1298,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1299,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1300,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1301,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1302,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1303,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1304,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1305,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1306,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1307,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1308,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1309,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1310,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1311,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1312,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1313,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1314,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1315,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1316,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1317,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1318,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1319,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1320,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1321,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1322,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1323,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1324,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1325,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1326,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1327,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1328,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1329,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1330,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1331,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1332,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1333,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1334,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1335,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1336,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1337,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1338,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1339,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1340,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1341,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1342,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1343,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1344,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1345,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1346,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1347,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1348,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1349,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1350,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1351,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1352,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1353,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1354,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1355,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1356,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1357,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1358,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1359,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1360,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1361,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1362,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1363,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1364,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1365,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1366,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1368,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1369,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1370,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1371,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1372,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1373,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1374,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1375,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1376,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1377,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1378,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1379,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1380,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1381,Wetland,Cropland,Water,Water,Water,NULL,NULL,Forest
1382,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1383,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1384,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1385,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1386,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1387,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1388,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1389,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1390,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1391,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1392,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1393,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1394,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1395,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1397,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1398,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1399,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1400,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1401,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1402,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1403,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1404,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1405,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1406,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1407,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1408,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1409,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1410,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1411,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1412,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1413,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1414,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1415,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1416,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1417,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1418,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1419,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1420,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1421,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1422,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1423,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1424,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1425,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1426,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1427,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1428,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1429,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1430,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1431,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1432,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1433,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1434,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1435,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1436,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1437,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1438,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1439,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1440,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1441,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1442,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1443,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1444,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1445,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1446,Wetland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1447,Wetland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1448,Wetland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1449,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1450,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1451,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1452,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1453,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1454,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1455,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1456,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1457,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1458,Wetland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1459,Wetland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1460,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1461,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
