Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R
1800,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1801,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1802,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1803,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1804,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1805,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1806,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1807,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1808,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1809,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1810,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1811,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1812,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1813,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1814,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1815,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1816,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1817,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1818,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1819,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1820,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1821,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1822,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1823,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1824,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1825,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1826,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1827,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1828,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1829,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1830,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1831,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1832,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1833,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1834,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1835,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1836,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1837,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1838,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1839,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1840,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1841,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1842,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1843,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1844,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1845,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1846,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1847,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1848,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1849,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1850,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1851,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1852,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1853,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1854,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1855,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1856,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1857,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1858,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1859,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1860,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1861,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1862,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1863,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1864,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1865,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1866,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1867,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1868,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1869,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1870,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1871,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1872,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1873,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1874,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1875,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1876,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1877,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1878,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1879,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1880,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1881,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1882,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1883,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1884,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1885,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1886,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1887,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1888,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1889,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1890,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1891,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1892,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1893,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1894,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1895,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1896,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1897,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1898,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1899,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1900,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1901,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1902,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1903,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1904,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1905,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1906,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1907,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1908,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1909,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1910,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1911,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1912,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1913,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1914,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1915,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1916,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1917,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1918,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1919,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1920,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1921,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1922,Water,Bareland,Water,NULL,Water,NULL,NULL,Wetland
1923,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1924,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1925,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1926,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1927,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1928,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1929,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1930,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1931,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1932,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
1933,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1934,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1935,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1936,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1937,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1938,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1939,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1940,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1941,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1942,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1943,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1944,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1945,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1946,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1947,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1948,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1949,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1950,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1951,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1952,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1953,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1954,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1955,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1956,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1957,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1958,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1959,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1960,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1961,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1962,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1963,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1964,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1965,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1966,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1967,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1968,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1969,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1970,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1971,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1972,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1973,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1974,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1975,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1976,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1977,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1978,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1979,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1980,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1981,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1982,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1983,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1984,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1985,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1986,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1987,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1988,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1989,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1990,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1991,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1992,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1993,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1994,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1995,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1996,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1997,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
1998,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1999,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2000,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
2001,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
2002,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
2003,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2004,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2005,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2006,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2007,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
2008,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2009,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
2010,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2011,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2012,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2013,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2014,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2015,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2016,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2017,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2018,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2019,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2020,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2021,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2022,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2023,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
2024,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2025,Water,Built-up,Water,NULL,Water,NULL,NULL,Wetland
2026,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2027,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
2028,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
2029,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
2030,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
2031,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
2032,Water,Built-up,Water,Water,Water,NULL,NULL,Wetland
2033,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
2034,Water,Built-up,Water,Water,Water,NULL,NULL,Water
2035,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2036,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2037,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2038,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2039,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2040,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2041,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2042,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2043,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2044,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2045,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2046,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
2047,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2048,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2049,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2050,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2051,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2052,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2053,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2054,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2055,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2056,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2057,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2058,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2059,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2060,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2061,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2062,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2063,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2064,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2065,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2066,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2067,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2068,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2069,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2070,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2071,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2072,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2073,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2074,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2075,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2076,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2077,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2078,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2079,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2080,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2081,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2082,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2083,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2084,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2085,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2086,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2087,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2088,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2089,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2090,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2091,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2092,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2093,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2094,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2095,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2096,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2097,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2098,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2099,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2100,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2101,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2102,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2103,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2104,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2105,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2106,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2107,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2108,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2109,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2110,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2111,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2112,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2113,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2114,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2115,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2116,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2117,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2118,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2119,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2120,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2121,Water,Water,Wetland,Water,Wetland,NULL,NULL,Built-up
2122,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2123,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2124,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2125,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2126,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2127,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2128,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2129,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
2130,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2131,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2132,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2133,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2134,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2135,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2136,Water,Water,Water,NULL,Water,NULL,NULL,Water
2137,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2138,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2139,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2140,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2141,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2142,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2143,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2144,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2145,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2146,Water,Water,Water,Water,Water,NULL,NULL,Water
2147,Water,Water,Water,Water,Water,NULL,NULL,Forest
2148,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2149,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2150,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2151,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2152,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2153,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2154,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
