Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQN_M_R
4737,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4738,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
4739,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4740,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4741,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4742,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4743,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4744,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4745,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4746,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
4747,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4748,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4749,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4750,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4751,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4752,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4753,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4754,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
4755,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4756,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4757,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4758,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
4759,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
4760,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
4761,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
4762,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
4763,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
4764,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
4765,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
4766,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
4767,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4768,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
4769,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4770,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
4771,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
4772,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
4773,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4774,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4775,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
4776,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
4777,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
4778,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
4779,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4780,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4781,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
4782,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4783,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4784,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4785,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
4786,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4787,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4788,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
4789,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4790,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4791,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4792,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4793,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
4794,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4795,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4796,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
4797,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
4798,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4799,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
4800,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4801,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4802,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4803,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
4804,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4805,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4806,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4807,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4808,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
4809,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4810,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4811,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
4812,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4813,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
4814,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
4815,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4816,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4817,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
4818,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
4819,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4820,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Grassland
4821,Water,Water,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
4822,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
4823,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Water
4824,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
4825,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4826,Water,Water,Water,NULL,Water,NULL,Wetland,Water
4827,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
4828,Water,Water,Water,NULL,Water,NULL,Water,Forest
4829,Water,Water,Water,NULL,Water,NULL,Forest,Water
4830,Water,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
4831,Water,Water,Water,NULL,Water,Shrubland,Grassland,Water
4832,Water,Water,Water,NULL,Water,Shrubland,Grassland,Forest
4833,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
4834,Water,Water,Water,NULL,Water,Shrubland,Water,Bareland
4835,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
4836,Water,Water,Water,NULL,Water,Grassland,Shrubland,Forest
4837,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
4838,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
4839,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
4840,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
4841,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
4842,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
4843,Water,Water,Water,NULL,Water,Grassland,Water,Water
4844,Water,Water,Water,NULL,Water,Grassland,Water,Forest
4845,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
4846,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
4847,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
4848,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
4849,Water,Water,Water,NULL,Water,Bareland,Wetland,Bareland
4850,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
4851,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
4852,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
4853,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
4854,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
4855,Water,Water,Water,NULL,Water,Bareland,Water,Water
4856,Water,Water,Water,NULL,Water,Bareland,Water,Forest
4857,Water,Water,Water,NULL,Water,Built-up,Grassland,Grassland
4858,Water,Water,Water,NULL,Water,Water,Shrubland,Bareland
4859,Water,Water,Water,NULL,Water,Water,Shrubland,Water
4860,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
4861,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
4862,Water,Water,Water,NULL,Water,Water,Grassland,Cropland
4863,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
4864,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
4865,Water,Water,Water,NULL,Water,Water,Grassland,Water
4866,Water,Water,Water,NULL,Water,Water,Grassland,Forest
4867,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
4868,Water,Water,Water,NULL,Water,Water,Wetland,Water
4869,Water,Water,Water,NULL,Water,Water,Wetland,Forest
4870,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
4871,Water,Water,Water,NULL,Water,Water,Bareland,Forest
4872,Water,Water,Water,NULL,Water,Water,Water,Grassland
4873,Water,Water,Water,NULL,Water,Water,Water,Wetland
4874,Water,Water,Water,NULL,Water,Water,Water,Bareland
4875,Water,Water,Water,NULL,Water,Water,Water,Water
4876,Water,Water,Water,NULL,Water,Water,Water,Forest
4877,Water,Water,Water,NULL,Water,Water,Forest,Bareland
4878,Water,Water,Water,NULL,Water,Water,Forest,Water
4879,Water,Water,Water,NULL,Water,Water,Forest,Forest
4880,Water,Water,Water,NULL,Water,Forest,Grassland,Water
4881,Water,Water,Water,NULL,Water,Forest,Wetland,Water
4882,Water,Water,Water,NULL,Water,Forest,Water,Water
4883,Water,Water,Water,NULL,Water,Forest,Water,Forest
4884,Water,Water,Water,NULL,Water,Forest,Forest,Water
4885,Water,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
4886,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
4887,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
4888,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Wetland
4889,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
4890,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
4891,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
4892,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
4893,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4894,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
4895,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
4896,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
4897,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
4898,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
4899,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
4900,Water,Water,Water,Non_Water,Water,Water,Water,Water
4901,Water,Water,Water,Non_Water,Water,Water,Water,Forest
4902,Water,Water,Water,Non_Water,Water,Water,Forest,Water
4903,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
4904,Water,Water,Water,Non_Water,Water,Forest,Water,Grassland
4905,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
4906,Water,Water,Water,Water,Water,NULL,Grassland,Water
4907,Water,Water,Water,Water,Water,NULL,Wetland,Water
4908,Water,Water,Water,Water,Water,Shrubland,Grassland,Grassland
4909,Water,Water,Water,Water,Water,Shrubland,Grassland,Water
4910,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
4911,Water,Water,Water,Water,Water,Shrubland,Water,Water
4912,Water,Water,Water,Water,Water,Shrubland,Water,Forest
4913,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
4914,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
4915,Water,Water,Water,Water,Water,Grassland,Water,Grassland
4916,Water,Water,Water,Water,Water,Grassland,Water,Wetland
4917,Water,Water,Water,Water,Water,Grassland,Water,Water
4918,Water,Water,Water,Water,Water,Grassland,Water,Forest
4919,Water,Water,Water,Water,Water,Bareland,Grassland,Water
4920,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
4921,Water,Water,Water,Water,Water,Bareland,Bareland,Water
4922,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
4923,Water,Water,Water,Water,Water,Bareland,Water,Grassland
4924,Water,Water,Water,Water,Water,Bareland,Water,Bareland
4925,Water,Water,Water,Water,Water,Bareland,Water,Water
4926,Water,Water,Water,Water,Water,Bareland,Water,Forest
4927,Water,Water,Water,Water,Water,Bareland,Forest,Forest
4928,Water,Water,Water,Water,Water,Built-up,Water,Water
4929,Water,Water,Water,Water,Water,Water,Shrubland,Water
4930,Water,Water,Water,Water,Water,Water,Grassland,Grassland
4931,Water,Water,Water,Water,Water,Water,Grassland,Wetland
4932,Water,Water,Water,Water,Water,Water,Grassland,Bareland
4933,Water,Water,Water,Water,Water,Water,Grassland,Water
4934,Water,Water,Water,Water,Water,Water,Grassland,Forest
4935,Water,Water,Water,Water,Water,Water,Wetland,Grassland
4936,Water,Water,Water,Water,Water,Water,Wetland,Water
4937,Water,Water,Water,Water,Water,Water,Wetland,Forest
4938,Water,Water,Water,Water,Water,Water,Bareland,Water
4939,Water,Water,Water,Water,Water,Water,Water,Grassland
4940,Water,Water,Water,Water,Water,Water,Water,Wetland
4941,Water,Water,Water,Water,Water,Water,Water,Bareland
4942,Water,Water,Water,Water,Water,Water,Water,Water
4943,Water,Water,Water,Water,Water,Water,Water,Forest
4944,Water,Water,Water,Water,Water,Water,Forest,Water
4945,Water,Water,Water,Water,Water,Water,Forest,Forest
4946,Water,Water,Water,Water,Water,Forest,Water,Forest
4947,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
4948,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4949,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4950,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4951,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
4952,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4953,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4954,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4955,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4956,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4957,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4958,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4959,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4960,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4961,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4962,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4963,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4964,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4965,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4966,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4967,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4968,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4969,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4970,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4971,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4972,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4973,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4974,Water,Water,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4975,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
4976,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
4977,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
4978,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4979,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4980,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
4981,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4982,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4983,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4984,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4985,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4986,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
4987,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4988,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4989,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
4990,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4991,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4992,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4993,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4994,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4995,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4996,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4997,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4998,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4999,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5000,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5001,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
5002,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
5003,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5004,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
5005,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5006,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5007,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5008,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5009,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5010,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5011,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
5012,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
5013,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5014,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
5015,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5016,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
5017,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
5018,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
5019,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
5020,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
5021,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
5022,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
5023,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5024,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5025,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5026,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
5027,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
5028,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5029,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
5030,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
5031,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
5032,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
5033,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5034,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5035,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5036,Water,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5037,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
5038,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5039,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5040,Water,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
5041,Water,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
5042,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5043,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
5044,Water,Forest,Water,NULL,Water,Shrubland,Shrubland,Water
5045,Water,Forest,Water,NULL,Water,Bareland,Water,Grassland
5046,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
5047,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5048,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5049,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5050,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5051,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5052,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5053,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5054,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5055,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5056,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5057,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
5058,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5059,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5060,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5061,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5062,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5063,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5064,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5065,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5066,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5067,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
