Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHP_M_R
5869,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5870,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5871,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5872,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5873,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
5874,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5875,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5876,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5877,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5878,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5879,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5880,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5881,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5882,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5883,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5884,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5885,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5886,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5887,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5888,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5889,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5890,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5891,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5892,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5893,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5894,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5895,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5896,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5897,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5898,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5899,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5900,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5901,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5902,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5903,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
5904,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5905,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5906,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5907,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5908,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
5909,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
5910,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5911,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5912,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5913,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5914,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5915,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5916,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
5917,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5918,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5919,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5920,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5921,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5922,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5923,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5924,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5925,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5926,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5927,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
5928,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
5929,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
5930,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
5931,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
5932,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Cropland
5933,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5934,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5935,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5936,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,NULL
5937,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
5938,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
5939,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
5940,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5941,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,NULL
5942,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5943,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5944,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5945,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5946,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5947,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5948,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5949,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
5950,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5951,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5952,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5953,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5954,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5955,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5956,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5957,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5958,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5959,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5960,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5961,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5962,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5963,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5964,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5965,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5966,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5967,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5968,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
5969,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5970,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5971,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
5972,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,NULL
5973,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5974,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5975,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
5976,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5977,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5978,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5979,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5980,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5981,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5982,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5983,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5984,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5985,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5986,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5987,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5988,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5989,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5990,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5991,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5992,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5993,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5994,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
5995,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
5996,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
5997,Cropland,Cropland,Water,NULL,Water,Cropland,Forest,Grassland
5998,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
5999,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
6000,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6001,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6002,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6003,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6004,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6005,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6006,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6007,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6008,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
6009,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6010,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6011,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6012,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6013,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
6014,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6015,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6016,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6017,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6018,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6019,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6020,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6021,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6022,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6023,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6024,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6025,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6026,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6027,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6028,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6029,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6030,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6031,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6032,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6033,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6034,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6035,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6036,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6037,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
6038,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6039,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6040,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6041,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6042,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
6043,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
6044,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6045,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6046,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6047,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6048,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6049,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6050,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6051,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6052,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6053,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6054,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
6055,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6056,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6057,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6058,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6059,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6060,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6061,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6062,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6063,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6064,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
6065,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
6066,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6067,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
6068,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6069,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6070,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Bareland
6071,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6072,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6073,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6074,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6075,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
6076,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6077,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
6078,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
6079,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
6080,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6081,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6082,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6083,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6084,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6085,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6086,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6087,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6088,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
6089,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6090,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6091,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6092,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6093,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6094,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6095,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6096,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6097,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6098,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6099,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6100,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
6101,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6102,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
6103,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6104,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
6105,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6106,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6107,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6108,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
6109,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6110,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6111,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
6112,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6113,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6114,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6115,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6116,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6117,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6118,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6119,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
6120,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6121,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6122,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6123,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6124,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6125,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6126,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6127,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6128,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6129,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6130,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6131,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6132,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6133,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6134,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6135,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6136,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6137,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6138,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6139,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6140,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6141,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6142,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6143,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6144,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6145,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
6146,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6147,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6148,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6149,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6150,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6151,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6152,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6153,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6154,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6155,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6156,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
6157,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6158,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
6159,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6160,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6161,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6162,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6163,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6164,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
6165,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6166,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6167,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6168,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6169,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6170,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6171,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6172,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6173,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
