Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEG_M_R
11108,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
11109,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11110,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
11111,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
11112,Water,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
11113,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
11114,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
11115,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Water
11116,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Water
11117,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
11118,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Cropland
11119,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
11120,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Water
11121,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
11122,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11123,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
11124,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11125,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
11126,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11127,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11128,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11129,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
11130,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11131,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
11132,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
11133,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
11134,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
11135,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
11136,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
11137,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
11138,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
11139,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
11140,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland,Grassland
11141,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
11142,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Cropland
11143,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
11144,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
11145,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
11146,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
11147,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Water
11148,Water,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Water
11149,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
11150,Water,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
11151,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
11152,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
11153,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
11154,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Wetland
11155,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
11156,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
11157,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
11158,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
11159,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
11160,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
11161,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Grassland
11162,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Water
11163,Water,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Water
11164,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
11165,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Cropland
11166,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
11167,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
11168,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
11169,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
11170,Water,Cropland,Wetland,Water,Wetland,Forest,NULL,Forest
11171,Water,Cropland,Wetland,Water,Wetland,Forest,Water,Grassland
11172,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11173,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
11174,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
11175,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
11176,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
11177,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
11178,Water,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11179,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11180,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
11181,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Cropland
11182,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
11183,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
11184,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
11185,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
11186,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11187,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
11188,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
11189,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
11190,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11191,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
11192,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Cropland
11193,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Wetland
11194,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
11195,Water,Cropland,Bareland,Water,Non_Wetland,Wetland,NULL,Water
11196,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,NULL,Water
11197,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
11198,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
11199,Water,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Water
11200,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Wetland
11201,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11202,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11203,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Bareland
11204,Water,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11205,Water,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Water
11206,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11207,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Water
11208,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
11209,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
11210,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11211,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
11212,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
11213,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11214,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
11215,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
11216,Water,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Water
11217,Water,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11218,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
11219,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
11220,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
11221,Water,Cropland,Water,NULL,Water,NULL,Shrubland,Forest
11222,Water,Cropland,Water,NULL,Water,NULL,Grassland,Water
11223,Water,Cropland,Water,NULL,Water,NULL,Wetland,Wetland
11224,Water,Cropland,Water,NULL,Water,NULL,Wetland,Water
11225,Water,Cropland,Water,NULL,Water,NULL,Wetland,Forest
11226,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
11227,Water,Cropland,Water,NULL,Water,NULL,Water,Cropland
11228,Water,Cropland,Water,NULL,Water,NULL,Water,Wetland
11229,Water,Cropland,Water,NULL,Water,NULL,Water,Water
11230,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
11231,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Wetland
11232,Water,Cropland,Water,NULL,Water,Shrubland,Shrubland,Forest
11233,Water,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
11234,Water,Cropland,Water,NULL,Water,Shrubland,Grassland,Water
11235,Water,Cropland,Water,NULL,Water,Shrubland,Wetland,Water
11236,Water,Cropland,Water,NULL,Water,Shrubland,Water,Wetland
11237,Water,Cropland,Water,NULL,Water,Grassland,NULL,Forest
11238,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
11239,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Water
11240,Water,Cropland,Water,NULL,Water,Grassland,Water,Cropland
11241,Water,Cropland,Water,NULL,Water,Grassland,Water,Water
11242,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
11243,Water,Cropland,Water,NULL,Water,Wetland,NULL,Cropland
11244,Water,Cropland,Water,NULL,Water,Wetland,NULL,Wetland
11245,Water,Cropland,Water,NULL,Water,Wetland,NULL,Water
11246,Water,Cropland,Water,NULL,Water,Wetland,NULL,Forest
11247,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
11248,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
11249,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
11250,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Water
11251,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
11252,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
11253,Water,Cropland,Water,NULL,Water,Wetland,Water,Wetland
11254,Water,Cropland,Water,NULL,Water,Wetland,Water,Water
11255,Water,Cropland,Water,NULL,Water,Wetland,Water,Forest
11256,Water,Cropland,Water,NULL,Water,Wetland,Forest,Water
11257,Water,Cropland,Water,NULL,Water,Wetland,Forest,Forest
11258,Water,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
11259,Water,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
11260,Water,Cropland,Water,NULL,Water,Bareland,NULL,Wetland
11261,Water,Cropland,Water,NULL,Water,Bareland,NULL,Water
11262,Water,Cropland,Water,NULL,Water,Bareland,NULL,Forest
11263,Water,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
11264,Water,Cropland,Water,NULL,Water,Bareland,Shrubland,Wetland
11265,Water,Cropland,Water,NULL,Water,Bareland,Shrubland,Water
11266,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
11267,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Cropland
11268,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Wetland
11269,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Water
11270,Water,Cropland,Water,NULL,Water,Bareland,Wetland,Water
11271,Water,Cropland,Water,NULL,Water,Bareland,Wetland,Forest
11272,Water,Cropland,Water,NULL,Water,Bareland,Water,Grassland
11273,Water,Cropland,Water,NULL,Water,Bareland,Water,Cropland
11274,Water,Cropland,Water,NULL,Water,Bareland,Water,Wetland
11275,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
11276,Water,Cropland,Water,NULL,Water,Bareland,Water,Forest
11277,Water,Cropland,Water,NULL,Water,Bareland,Forest,Wetland
11278,Water,Cropland,Water,NULL,Water,Bareland,Forest,Forest
11279,Water,Cropland,Water,NULL,Water,Water,NULL,Wetland
11280,Water,Cropland,Water,NULL,Water,Water,NULL,Water
11281,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
11282,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
11283,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
11284,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
11285,Water,Cropland,Water,NULL,Water,Water,Water,Water
11286,Water,Cropland,Water,NULL,Water,Water,Water,Forest
11287,Water,Cropland,Water,NULL,Water,Forest,Wetland,Forest
11288,Water,Cropland,Water,NULL,Water,Forest,Forest,Forest
11289,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
11290,Water,Cropland,Water,Non_Water,Water,NULL,Wetland,Grassland
11291,Water,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
11292,Water,Cropland,Water,Non_Water,Water,NULL,Water,Wetland
11293,Water,Cropland,Water,Non_Water,Water,Shrubland,NULL,Water
11294,Water,Cropland,Water,Non_Water,Water,Wetland,NULL,Water
11295,Water,Cropland,Water,Non_Water,Water,Wetland,Grassland,Water
11296,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
11297,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Water
11298,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
11299,Water,Cropland,Water,Non_Water,Water,Bareland,NULL,Cropland
11300,Water,Cropland,Water,Non_Water,Water,Bareland,NULL,Wetland
11301,Water,Cropland,Water,Non_Water,Water,Bareland,NULL,Water
11302,Water,Cropland,Water,Non_Water,Water,Bareland,Shrubland,Wetland
11303,Water,Cropland,Water,Non_Water,Water,Bareland,Grassland,Wetland
11304,Water,Cropland,Water,Non_Water,Water,Bareland,Grassland,Water
11305,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Wetland
11306,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Water
11307,Water,Cropland,Water,Non_Water,Water,Water,Water,Wetland
11308,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
11309,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
11310,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
11311,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
11312,Water,Cropland,Water,Water,Water,NULL,Wetland,Wetland
11313,Water,Cropland,Water,Water,Water,NULL,Water,Cropland
11314,Water,Cropland,Water,Water,Water,NULL,Water,Wetland
11315,Water,Cropland,Water,Water,Water,NULL,Water,Water
11316,Water,Cropland,Water,Water,Water,NULL,Water,Forest
11317,Water,Cropland,Water,Water,Water,Shrubland,NULL,Grassland
11318,Water,Cropland,Water,Water,Water,Shrubland,NULL,Water
11319,Water,Cropland,Water,Water,Water,Shrubland,Water,Grassland
11320,Water,Cropland,Water,Water,Water,Grassland,NULL,Grassland
11321,Water,Cropland,Water,Water,Water,Grassland,Water,Cropland
11322,Water,Cropland,Water,Water,Water,Wetland,NULL,Wetland
11323,Water,Cropland,Water,Water,Water,Wetland,NULL,Water
11324,Water,Cropland,Water,Water,Water,Wetland,Wetland,Grassland
11325,Water,Cropland,Water,Water,Water,Wetland,Wetland,Water
11326,Water,Cropland,Water,Water,Water,Wetland,Water,Wetland
11327,Water,Cropland,Water,Water,Water,Wetland,Water,Water
11328,Water,Cropland,Water,Water,Water,Bareland,NULL,Wetland
11329,Water,Cropland,Water,Water,Water,Bareland,NULL,Water
11330,Water,Cropland,Water,Water,Water,Bareland,NULL,Forest
11331,Water,Cropland,Water,Water,Water,Bareland,Shrubland,Water
11332,Water,Cropland,Water,Water,Water,Bareland,Grassland,Water
11333,Water,Cropland,Water,Water,Water,Bareland,Wetland,Wetland
11334,Water,Cropland,Water,Water,Water,Bareland,Wetland,Water
11335,Water,Cropland,Water,Water,Water,Bareland,Water,Grassland
11336,Water,Cropland,Water,Water,Water,Bareland,Water,Wetland
11337,Water,Cropland,Water,Water,Water,Bareland,Water,Water
11338,Water,Cropland,Water,Water,Water,Water,NULL,Water
11339,Water,Cropland,Water,Water,Water,Water,Grassland,Water
11340,Water,Cropland,Water,Water,Water,Water,Water,Grassland
11341,Water,Cropland,Water,Water,Water,Water,Water,Wetland
11342,Water,Cropland,Water,Water,Water,Water,Water,Water
11343,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11344,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11345,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
11346,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11347,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
11348,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11349,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
11350,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
11351,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
11352,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11353,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11354,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Cropland
11355,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
11356,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
11357,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11358,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11359,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
11360,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11361,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11362,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11363,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Water
11364,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
11365,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
11366,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11367,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
11368,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
11369,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
11370,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Water
11371,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
11372,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11373,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
11374,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
11375,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
11376,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11377,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11378,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
11379,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11380,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11381,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
11382,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11383,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11384,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11385,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
11386,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
11387,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11388,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11389,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11390,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11391,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
11392,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
11393,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11394,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11395,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11396,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
11397,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11398,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11399,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
11400,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
11401,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11402,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
11403,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
11404,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11405,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
11406,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
11407,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Water
11408,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11409,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11410,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11411,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11412,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11413,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
11414,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11415,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11416,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
11417,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
11418,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11419,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11420,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
11421,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11422,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
11423,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11424,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
11425,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
11426,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11427,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
11428,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
11429,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
11430,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Cropland
11431,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Wetland
11432,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Water
11433,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
11434,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
11435,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Forest
11436,Water,Cropland,Forest,Water,Non_Wetland,Bareland,NULL,Wetland
