Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWS_M_R
7349,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7350,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
7351,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
7352,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
7353,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7354,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7355,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
7356,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
7357,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
7358,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
7359,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
7360,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7361,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
7362,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
7363,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
7364,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
7365,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
7366,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7367,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7368,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7369,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
7370,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
7371,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
7372,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
7373,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
7374,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7375,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
7376,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
7377,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Water
7378,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
7379,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
7380,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
7381,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
7382,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
7383,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
7384,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
7385,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
7386,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
7387,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
7388,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
7389,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
7390,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
7391,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7392,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
7393,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Water
7394,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
7395,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
7396,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
7397,Wetland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
7398,Wetland,Cropland,Water,Non_Water,Water,Grassland,Water,Wetland
7399,Wetland,Cropland,Water,Water,Water,NULL,Forest,Wetland
7400,Wetland,Cropland,Water,Water,Water,Grassland,Water,Wetland
7401,Wetland,Cropland,Water,Water,Water,Bareland,Water,Wetland
7402,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
7403,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
7404,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7405,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7406,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7407,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7408,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
7409,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
7410,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7411,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7412,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7413,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
7414,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
7415,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7416,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7417,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
7418,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7419,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7420,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
7421,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7422,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
7423,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
7424,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
7425,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
7426,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7427,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7428,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Grassland
7429,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Water
7430,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Water
7431,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
7432,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
7433,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
7434,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
7435,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
7436,Wetland,Wetland,Water,Water,Water,Water,Water,Water
7437,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7438,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7439,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7440,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7441,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
7442,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
7443,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
7444,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7445,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7446,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
7447,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
7448,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
7449,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
7450,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
7451,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
7452,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
7453,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Water
7454,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
7455,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
7456,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7457,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
7458,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7459,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
7460,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7461,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7462,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
7463,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
7464,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7465,Wetland,Water,Water,NULL,Water,Grassland,NULL,Water
7466,Wetland,Water,Water,NULL,Water,Bareland,Grassland,Water
7467,Wetland,Water,Water,NULL,Water,Bareland,Water,Wetland
7468,Wetland,Water,Water,Water,Water,Grassland,NULL,Water
7469,Wetland,Water,Water,Water,Water,Grassland,Water,Water
7470,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
7471,Wetland,Water,Water,Water,Water,Bareland,Water,Water
7472,Wetland,Water,Water,Water,Water,Water,Water,Water
7473,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7474,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
7475,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
7476,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7477,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7478,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7479,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7480,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7481,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
7482,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7483,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
7484,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
7485,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
7486,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
7487,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
7488,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7489,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
7490,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7491,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
7492,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7493,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
7494,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
7495,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
7496,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
7497,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7498,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
7499,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Water
7500,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7501,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7502,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7503,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7504,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7505,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7506,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7507,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
7508,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7509,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7510,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7511,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7512,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7513,Bareland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
7514,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7515,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7516,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7517,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7518,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7519,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7520,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7521,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7522,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7523,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7524,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7525,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7526,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7527,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7528,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7529,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7530,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7531,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
7532,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7533,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7534,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7535,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
7536,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7537,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7538,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7539,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
7540,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7541,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7542,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7543,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7544,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7545,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7546,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7547,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7548,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7549,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7550,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7551,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7552,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7553,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7554,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7555,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7556,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7557,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7558,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7559,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7560,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
7561,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7562,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7563,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7564,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7565,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7566,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7567,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7568,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7569,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7570,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7571,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7572,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7573,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7574,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7575,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7576,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7577,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7578,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7579,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7580,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7581,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7582,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7583,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7584,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
7585,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7586,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7587,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7588,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Bareland
7589,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
7590,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
7591,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
7592,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
7593,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7594,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
7595,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
7596,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
7597,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7598,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7599,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7600,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7601,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
7602,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
7603,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
7604,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
7605,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
7606,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7607,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7608,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
7609,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7610,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
7611,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
7612,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7613,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7614,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7615,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
7616,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7617,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7618,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7619,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
7620,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7621,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7622,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
7623,Bareland,NULL,Water,NULL,Water,NULL,Bareland,Forest
7624,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
7625,Bareland,NULL,Water,NULL,Water,Grassland,Water,Bareland
7626,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Forest
7627,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
7628,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
7629,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Cropland
7630,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
7631,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Water
7632,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
7633,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
7634,Bareland,NULL,Water,NULL,Water,Bareland,Water,Forest
7635,Bareland,NULL,Water,NULL,Water,Bareland,Forest,Water
7636,Bareland,NULL,Water,NULL,Water,Water,NULL,Forest
7637,Bareland,NULL,Water,NULL,Water,Water,Water,Bareland
7638,Bareland,NULL,Water,NULL,Water,Water,Forest,Bareland
7639,Bareland,NULL,Water,NULL,Water,Water,Forest,Forest
7640,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Water
7641,Bareland,NULL,Water,Water,Water,NULL,Bareland,Bareland
7642,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
7643,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
7644,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7645,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7646,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7647,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7648,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7649,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
7650,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
7651,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
7652,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7653,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7654,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7655,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7656,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7657,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7658,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7659,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7660,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
7661,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
7662,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
7663,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7664,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7665,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7666,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
7667,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
7668,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7669,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7670,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
7671,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7672,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
7673,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7674,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
7675,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
7676,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
7677,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
7678,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7679,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
7680,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
