Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFD_M_R
1835,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1836,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1837,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1838,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1839,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1840,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1841,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1842,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1843,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1844,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1845,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1846,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1847,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1848,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1849,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1850,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1851,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1852,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1853,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1854,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1855,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1856,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1857,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1858,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1859,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1860,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1861,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1862,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1863,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1864,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1865,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1866,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1867,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1868,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1869,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1870,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1871,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1872,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1873,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1874,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1875,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1876,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1877,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1878,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1879,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1880,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1881,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1882,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1883,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1884,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1885,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1886,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1887,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1888,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1889,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1890,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1891,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1892,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1893,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1894,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1895,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1896,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1897,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1898,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1899,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1900,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1901,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1902,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1903,Water,NULL,Water,Water,Water,NULL,NULL,Water
1904,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1905,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1906,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1907,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1908,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1909,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1910,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1911,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1912,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1913,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1914,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1915,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1916,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1917,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1918,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1919,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1920,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1921,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1922,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1923,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1924,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1925,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1926,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1927,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1928,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1929,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1930,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1931,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1932,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1933,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1934,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1935,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1936,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1937,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1938,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1939,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1940,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1941,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1942,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1943,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1944,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1945,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1946,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1947,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1948,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1949,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1950,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1951,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1952,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1953,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1954,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1955,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1956,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1957,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1958,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1959,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1960,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1961,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1962,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1963,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1964,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1965,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1966,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1967,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1968,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1969,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1970,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1971,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1972,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1973,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1974,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1975,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1976,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1977,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1978,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1979,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1980,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1981,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1982,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1983,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1984,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1985,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1986,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1987,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1988,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1989,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1990,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1991,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1992,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1993,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1994,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1995,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1996,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1997,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1998,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1999,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2000,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2001,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2002,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2003,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2004,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2005,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2006,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2007,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2008,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2009,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2010,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2011,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2012,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2013,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2014,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2015,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2016,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2017,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2018,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2019,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2020,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2021,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2022,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2023,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2024,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2025,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2026,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2027,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2028,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2029,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2030,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2031,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2032,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2033,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2034,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2035,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2036,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2037,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2038,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2039,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2040,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2041,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2042,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2043,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2044,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2045,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2046,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2047,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2048,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2049,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2050,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
2051,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
2052,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
2053,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2054,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2055,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2056,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
2057,Water,Bareland,Water,Water,Water,NULL,NULL,Water
2058,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
2059,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2060,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2061,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2062,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2063,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2064,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2065,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2066,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2067,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2068,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2069,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2070,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2071,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2072,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2073,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2074,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2075,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2076,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
2077,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2078,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2079,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2080,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2081,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2082,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2083,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2084,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2085,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2086,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2087,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2088,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2089,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2090,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2091,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
2092,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
2093,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2094,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2095,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2096,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2097,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2098,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2099,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2100,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2101,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2102,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2103,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2104,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2105,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2106,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2107,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2108,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2109,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2110,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2111,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2112,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2113,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2114,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2115,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2116,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2117,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2118,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2119,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2120,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2121,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2122,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2123,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2124,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2125,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2126,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2127,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2128,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2129,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2130,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2131,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2132,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2133,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2134,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2135,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2136,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2137,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2138,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2139,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2140,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2141,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2142,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2143,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2144,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2145,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2146,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2147,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2148,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2149,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2150,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2151,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2152,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2153,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2154,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2155,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2156,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2157,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2158,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2159,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2160,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2161,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2162,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2163,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2164,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2165,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2166,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2167,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2168,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2169,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2170,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2171,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2172,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2173,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2174,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2175,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2176,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2177,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2178,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2179,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2180,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2181,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2182,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2183,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2184,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
