Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R
4879,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
4880,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
4881,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
4882,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
4883,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
4884,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Forest
4885,Grassland,NULL,Bareland,Water,Non_Wetland,Water,NULL,Wetland
4886,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
4887,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
4888,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4889,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4890,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
4891,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
4892,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
4893,Grassland,NULL,Bareland,Water,Non_Wetland,Forest,Wetland,Grassland
4894,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4895,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4896,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4897,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4898,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4899,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4900,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4901,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4902,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4903,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4904,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4905,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
4906,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4907,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
4908,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4909,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4910,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4911,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4912,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4913,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4914,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4915,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4916,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4917,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4918,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4919,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4920,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4921,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4922,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4923,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4924,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4925,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4926,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4927,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4928,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4929,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
4930,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
4931,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4932,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4933,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4934,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
4935,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
4936,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
4937,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Wetland
4938,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
4939,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
4940,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Wetland
4941,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
4942,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Wetland
4943,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Forest
4944,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Forest,Grassland
4945,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
4946,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
4947,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Wetland
4948,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
4949,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
4950,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
4951,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
4952,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Forest
4953,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
4954,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
4955,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
4956,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
4957,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
4958,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Wetland
4959,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
4960,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
4961,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
4962,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Wetland
4963,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
4964,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
4965,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
4966,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
4967,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4968,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
4969,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
4970,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4971,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4972,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
4973,Grassland,NULL,Water,NULL,Water,Wetland,Water,Forest
4974,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
4975,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
4976,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
4977,Grassland,NULL,Water,NULL,Water,Water,Water,Wetland
4978,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
4979,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
4980,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
4981,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Forest
4982,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4983,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4984,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
4985,Grassland,NULL,Water,Non_Water,Water,Wetland,Bareland,Grassland
4986,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
4987,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
4988,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Water
4989,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
4990,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
4991,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
4992,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
4993,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
4994,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4995,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
4996,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
4997,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
4998,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
4999,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
5000,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
5001,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
5002,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Forest
5003,Grassland,NULL,Water,Water,Water,Grassland,Bareland,Grassland
5004,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
5005,Grassland,NULL,Water,Water,Water,Grassland,Water,Wetland
5006,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
5007,Grassland,NULL,Water,Water,Water,Wetland,NULL,Wetland
5008,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
5009,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
5010,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
5011,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
5012,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
5013,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
5014,Grassland,NULL,Water,Water,Water,Wetland,Bareland,Grassland
5015,Grassland,NULL,Water,Water,Water,Wetland,Bareland,Wetland
5016,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
5017,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
5018,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
5019,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
5020,Grassland,NULL,Water,Water,Water,Wetland,Forest,Grassland
5021,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Wetland
5022,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Water
5023,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
5024,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Wetland
5025,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Water
5026,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Wetland
5027,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
5028,Grassland,NULL,Water,Water,Water,Bareland,Water,Wetland
5029,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
5030,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
5031,Grassland,NULL,Water,Water,Water,Water,Grassland,Wetland
5032,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
5033,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
5034,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
5035,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
5036,Grassland,NULL,Water,Water,Water,Water,Wetland,Forest
5037,Grassland,NULL,Water,Water,Water,Water,Bareland,Grassland
5038,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
5039,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
5040,Grassland,NULL,Water,Water,Water,Water,Water,Water
5041,Grassland,NULL,Water,Water,Water,Water,Water,Forest
5042,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5043,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5044,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5045,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5046,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5047,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5048,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5049,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5050,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5051,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5052,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5053,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5054,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5055,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5056,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5057,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5058,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5059,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5060,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5061,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5062,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5063,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5064,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5065,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5066,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5067,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5068,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5069,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5070,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5071,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5072,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5073,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5074,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5075,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5076,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5077,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5078,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5079,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5080,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5081,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5082,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5083,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5084,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5085,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5086,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5087,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5088,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5089,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
5090,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
5091,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5092,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5093,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5094,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5095,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5096,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5097,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5098,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5099,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5100,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5101,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5102,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5103,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5104,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5105,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5106,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5107,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5108,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5109,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5110,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5111,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5112,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
5113,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5114,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5115,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5116,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5117,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5118,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5119,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5120,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5121,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
5122,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
5123,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5124,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5125,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
5126,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
5127,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5128,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
5129,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
5130,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
5131,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
5132,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
5133,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
5134,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
5135,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
5136,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
5137,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5138,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5139,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5140,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
5141,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Wetland
5142,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
5143,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5144,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
5145,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
5146,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
5147,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
5148,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
5149,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
5150,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
5151,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
5152,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
5153,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
5154,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
5155,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
5156,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5157,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
5158,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
5159,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
5160,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5161,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5162,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5163,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5164,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5165,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5166,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5167,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5168,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5169,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5170,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5171,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5172,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5173,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5174,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5175,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5176,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5177,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5178,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5179,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
5180,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5181,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5182,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5183,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5184,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
5185,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
5186,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
5187,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
5188,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
5189,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5190,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5191,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5192,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
