Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R
7982,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7983,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7984,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7985,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7986,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7987,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7988,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
7989,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7990,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
7991,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7992,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7993,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7994,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7995,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7996,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7997,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7998,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7999,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
8000,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8001,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8002,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8003,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8004,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
8005,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
8006,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
8007,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
8008,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
8009,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8010,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8011,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8012,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
8013,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8014,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8015,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8016,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8017,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8018,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8019,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8020,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
8021,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
8022,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
8023,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8024,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
8025,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
8026,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8027,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
8028,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
8029,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
8030,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
8031,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8032,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
8033,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
8034,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
8035,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8036,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8037,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8038,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8039,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
8040,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8041,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8042,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
8043,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8044,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8045,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8046,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
8047,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8048,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
8049,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8050,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
8051,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8052,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
8053,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
8054,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
8055,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
8056,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
8057,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
8058,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
8059,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
8060,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
8061,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
8062,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
8063,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
8064,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
8065,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
8066,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
8067,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
8068,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
8069,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
8070,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
8071,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
8072,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
8073,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8074,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
8075,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
8076,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8077,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
8078,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
8079,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
8080,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
8081,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8082,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
8083,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
8084,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8085,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8086,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8087,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
8088,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8089,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
8090,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
8091,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
8092,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
8093,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
8094,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
8095,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
8096,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
8097,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
8098,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
8099,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
8100,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
8101,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
8102,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
8103,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
8104,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
8105,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
8106,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
8107,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
8108,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8109,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
8110,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
8111,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8112,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
8113,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8114,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
8115,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
8116,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8117,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8118,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8119,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8120,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8121,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8122,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
8123,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
8124,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8125,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8126,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
8127,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8128,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8129,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8130,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
8131,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8132,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
8133,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
8134,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8135,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
8136,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
8137,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
8138,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
8139,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8140,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
8141,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
8142,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
8143,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
8144,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
8145,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
8146,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
8147,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
8148,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
8149,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
8150,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
8151,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
8152,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8153,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8154,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
8155,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
8156,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
8157,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
8158,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
8159,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
8160,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
8161,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
8162,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
8163,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
8164,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
8165,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
8166,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
8167,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
8168,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
8169,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
8170,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
8171,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
8172,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
8173,Water,Water,Wetland,Water,Wetland,Water,Water,Water
8174,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
8175,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
8176,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8177,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
8178,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
8179,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
8180,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
8181,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8182,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
8183,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
8184,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
8185,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
8186,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
8187,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
8188,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
8189,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
8190,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
8191,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
8192,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
8193,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
8194,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
8195,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
8196,Water,Water,Water,NULL,Water,NULL,NULL,Water
8197,Water,Water,Water,NULL,Water,NULL,NULL,Forest
8198,Water,Water,Water,NULL,Water,NULL,Water,Grassland
8199,Water,Water,Water,NULL,Water,NULL,Water,Forest
8200,Water,Water,Water,NULL,Water,NULL,Forest,Forest
8201,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
8202,Water,Water,Water,NULL,Water,Grassland,Grassland,Wetland
8203,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
8204,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
8205,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
8206,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
8207,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
8208,Water,Water,Water,NULL,Water,Grassland,Water,Water
8209,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
8210,Water,Water,Water,NULL,Water,Wetland,NULL,Water
8211,Water,Water,Water,NULL,Water,Wetland,Shrubland,Wetland
8212,Water,Water,Water,NULL,Water,Wetland,Shrubland,Forest
8213,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
8214,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
8215,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
8216,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
8217,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
8218,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
8219,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
8220,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
8221,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
8222,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
8223,Water,Water,Water,NULL,Water,Wetland,Water,Water
8224,Water,Water,Water,NULL,Water,Wetland,Water,Forest
8225,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
8226,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
8227,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
8228,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
8229,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
8230,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
8231,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
8232,Water,Water,Water,NULL,Water,Bareland,Water,Wetland
8233,Water,Water,Water,NULL,Water,Bareland,Water,Water
8234,Water,Water,Water,NULL,Water,Water,NULL,Wetland
8235,Water,Water,Water,NULL,Water,Water,NULL,Water
8236,Water,Water,Water,NULL,Water,Water,NULL,Forest
8237,Water,Water,Water,NULL,Water,Water,Shrubland,Wetland
8238,Water,Water,Water,NULL,Water,Water,Shrubland,Water
8239,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
8240,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
8241,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
8242,Water,Water,Water,NULL,Water,Water,Grassland,Water
8243,Water,Water,Water,NULL,Water,Water,Grassland,Forest
8244,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
8245,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
8246,Water,Water,Water,NULL,Water,Water,Wetland,Water
8247,Water,Water,Water,NULL,Water,Water,Wetland,Forest
8248,Water,Water,Water,NULL,Water,Water,Water,Grassland
8249,Water,Water,Water,NULL,Water,Water,Water,Wetland
8250,Water,Water,Water,NULL,Water,Water,Water,Bareland
8251,Water,Water,Water,NULL,Water,Water,Water,Water
8252,Water,Water,Water,NULL,Water,Water,Water,Forest
8253,Water,Water,Water,NULL,Water,Water,Forest,Water
8254,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
8255,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
8256,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
8257,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
8258,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
8259,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
8260,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
8261,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
8262,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
8263,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
8264,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
8265,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
8266,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
8267,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
8268,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
8269,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
8270,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
8271,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
8272,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
8273,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
8274,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
8275,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
8276,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
8277,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
8278,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
8279,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
8280,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
8281,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
8282,Water,Water,Water,Non_Water,Water,Water,Water,Water
8283,Water,Water,Water,Non_Water,Water,Water,Water,Forest
8284,Water,Water,Water,Water,Water,NULL,NULL,Grassland
8285,Water,Water,Water,Water,Water,NULL,NULL,Wetland
8286,Water,Water,Water,Water,Water,NULL,NULL,Water
8287,Water,Water,Water,Water,Water,NULL,NULL,Forest
8288,Water,Water,Water,Water,Water,NULL,Wetland,Water
8289,Water,Water,Water,Water,Water,NULL,Water,Wetland
8290,Water,Water,Water,Water,Water,Shrubland,Water,Water
8291,Water,Water,Water,Water,Water,Grassland,NULL,Forest
8292,Water,Water,Water,Water,Water,Grassland,Grassland,Water
8293,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
8294,Water,Water,Water,Water,Water,Grassland,Water,Grassland
8295,Water,Water,Water,Water,Water,Grassland,Water,Wetland
8296,Water,Water,Water,Water,Water,Grassland,Water,Water
8297,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
8298,Water,Water,Water,Water,Water,Wetland,NULL,Water
8299,Water,Water,Water,Water,Water,Wetland,Shrubland,Forest
8300,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
8301,Water,Water,Water,Water,Water,Wetland,Grassland,Wetland
8302,Water,Water,Water,Water,Water,Wetland,Grassland,Water
8303,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
8304,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
8305,Water,Water,Water,Water,Water,Wetland,Wetland,Water
8306,Water,Water,Water,Water,Water,Wetland,Water,Grassland
8307,Water,Water,Water,Water,Water,Wetland,Water,Wetland
8308,Water,Water,Water,Water,Water,Wetland,Water,Water
8309,Water,Water,Water,Water,Water,Wetland,Water,Forest
8310,Water,Water,Water,Water,Water,Bareland,Bareland,Water
8311,Water,Water,Water,Water,Water,Bareland,Water,Grassland
8312,Water,Water,Water,Water,Water,Water,NULL,Grassland
8313,Water,Water,Water,Water,Water,Water,NULL,Wetland
8314,Water,Water,Water,Water,Water,Water,NULL,Water
8315,Water,Water,Water,Water,Water,Water,NULL,Forest
8316,Water,Water,Water,Water,Water,Water,Shrubland,Water
8317,Water,Water,Water,Water,Water,Water,Grassland,Grassland
8318,Water,Water,Water,Water,Water,Water,Grassland,Wetland
8319,Water,Water,Water,Water,Water,Water,Grassland,Water
8320,Water,Water,Water,Water,Water,Water,Grassland,Forest
8321,Water,Water,Water,Water,Water,Water,Wetland,Grassland
8322,Water,Water,Water,Water,Water,Water,Wetland,Wetland
8323,Water,Water,Water,Water,Water,Water,Wetland,Water
8324,Water,Water,Water,Water,Water,Water,Wetland,Forest
8325,Water,Water,Water,Water,Water,Water,Water,Grassland
8326,Water,Water,Water,Water,Water,Water,Water,Wetland
8327,Water,Water,Water,Water,Water,Water,Water,Water
8328,Water,Water,Water,Water,Water,Water,Water,Forest
8329,Water,Water,Water,Water,Water,Water,Forest,Forest
