Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGT_M_R
1516,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1517,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1518,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1519,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
1520,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1521,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1522,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1523,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1524,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1525,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1526,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1527,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1528,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1529,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1530,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1531,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1532,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1533,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
1534,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1535,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1536,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1537,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1538,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1539,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1540,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1541,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1542,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1543,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1544,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1545,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1546,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1547,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1548,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1549,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1550,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1551,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1552,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1553,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1554,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1555,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1556,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1557,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1558,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1559,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1560,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1561,Grassland,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
1562,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
1563,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
1564,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
1565,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
1566,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1567,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
1568,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Grassland
1569,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1570,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1571,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1572,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1573,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1574,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1575,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1576,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1577,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1578,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1579,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1580,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1581,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1582,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1583,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1584,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1585,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1586,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1587,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1588,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1589,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1590,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1591,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1592,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1593,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1594,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1595,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1596,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1597,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1598,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1599,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1600,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1601,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1602,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1603,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1604,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1605,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1606,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1607,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1608,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1609,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1610,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1611,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
1612,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1613,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1614,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
1615,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1616,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1617,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1618,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1619,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1620,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1621,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1622,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
1623,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1624,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1625,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
1626,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1627,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1628,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
1629,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1630,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1631,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1632,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1633,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
1634,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1635,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1636,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1637,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1638,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1639,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1640,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1641,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1642,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1643,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1644,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1645,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1646,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1647,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1648,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1649,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1650,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
1651,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1652,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1653,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1654,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1655,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1656,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1657,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1658,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1659,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1660,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1661,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
1662,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1663,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1664,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1665,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1666,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1667,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1668,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1669,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1670,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1671,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Forest
1672,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1673,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1674,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
1675,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1676,Grassland,NULL,Water,NULL,Water,NULL,Wetland,Grassland
1677,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1678,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1679,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Forest
1680,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1681,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1682,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1683,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1684,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
1685,Grassland,NULL,Water,NULL,Water,Wetland,Water,Forest
1686,Grassland,NULL,Water,NULL,Water,Built-up,Bareland,Grassland
1687,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1688,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1689,Grassland,NULL,Water,NULL,Water,Water,Wetland,Water
1690,Grassland,NULL,Water,NULL,Water,Water,Wetland,Forest
1691,Grassland,NULL,Water,NULL,Water,Water,Bareland,Grassland
1692,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
1693,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Forest
1694,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1695,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Water
1696,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
1697,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1698,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1699,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
1700,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1701,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,NULL
1702,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1703,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1704,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Water
1705,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1706,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
1707,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1708,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1709,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
1710,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1711,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1712,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
1713,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
1714,Grassland,NULL,Water,Non_Water,Water,Water,Water,Forest
1715,Grassland,NULL,Water,Water,Water,NULL,Wetland,Grassland
1716,Grassland,NULL,Water,Water,Water,NULL,Wetland,Water
1717,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1718,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
1719,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
1720,Grassland,NULL,Water,Water,Water,Grassland,Water,Wetland
1721,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
1722,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1723,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1724,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
1725,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1726,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
1727,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
1728,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
1729,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
1730,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
1731,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
1732,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
1733,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1734,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
1735,Grassland,NULL,Water,Water,Water,Water,Wetland,Forest
1736,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1737,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1738,Grassland,NULL,Water,Water,Water,Water,Water,Water
1739,Grassland,NULL,Water,Water,Water,Water,Water,Forest
1740,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1741,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1742,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1743,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1744,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1745,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1746,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1747,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1748,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1749,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1750,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1751,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1752,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1753,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1754,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1755,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1756,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1757,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1758,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1759,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1760,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1761,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1762,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1763,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1764,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1765,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1766,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1767,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1768,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1769,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1770,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1771,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1772,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1773,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1774,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1775,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1776,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1777,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1778,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1779,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1780,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1781,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1782,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1783,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1784,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1785,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1786,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1787,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1788,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1789,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1790,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1791,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1792,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1793,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1794,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1795,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1796,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1797,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
1798,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1799,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1800,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1801,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1802,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1803,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1804,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1805,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1806,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1807,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
1808,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
1809,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1810,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1811,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
1812,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
1813,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1814,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1815,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1816,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1817,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1818,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1819,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1820,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1821,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1822,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1823,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1824,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1825,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1826,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1827,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1828,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1829,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1830,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1831,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Water
1832,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1833,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1834,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1835,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1836,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1837,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1838,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
