Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LER_M_R
1825,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1826,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1827,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1828,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1829,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1830,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1831,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1832,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1833,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1834,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1835,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1836,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1837,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1838,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1839,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1840,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1841,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1842,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1843,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1844,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1845,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1846,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1847,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1848,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Cropland
1849,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1850,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1851,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1852,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1853,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1854,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1855,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1856,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1857,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1858,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1859,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1860,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1861,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1862,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1863,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1864,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1865,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1866,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1867,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1868,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1869,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1870,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1871,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1872,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1873,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1874,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1875,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1876,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1877,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1878,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1879,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1880,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1881,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1882,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1883,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1884,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1885,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1886,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1887,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1888,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1889,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1890,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1891,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1892,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1893,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1894,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1895,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1896,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1897,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1898,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1899,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1900,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1901,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
1902,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1903,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1904,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
1905,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
1906,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
1907,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1908,NULL,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
1909,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1910,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1911,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1912,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1913,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1914,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1915,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1916,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1917,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1918,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1919,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1920,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1921,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1922,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1923,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1924,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1925,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1926,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1927,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1928,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1929,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
1930,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1931,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1932,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1933,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1934,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1935,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1936,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1937,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1938,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1939,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1940,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1941,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1942,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1943,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1944,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1945,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1946,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1947,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1948,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1949,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1950,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1951,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1952,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1953,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1954,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1955,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1956,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1957,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1958,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1959,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1960,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1961,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
1962,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
1963,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1964,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
1965,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
1966,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1967,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Cropland
1968,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Bareland
1969,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Cropland
1970,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
1971,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
1972,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
1973,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
1974,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
1975,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
1976,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Built-up
1977,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
1978,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
1979,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
1980,NULL,Built-up,Water,NULL,Water,Water,NULL,Grassland
1981,NULL,Built-up,Water,NULL,Water,Water,NULL,Built-up
1982,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Bareland
1983,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1984,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1985,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1986,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1987,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1988,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1989,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1990,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1991,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1992,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1993,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1994,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1995,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1996,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1997,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1998,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1999,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2000,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2001,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2002,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2003,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2004,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2005,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2006,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2007,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
2008,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2009,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2010,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2011,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
2012,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
2013,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2014,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2015,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2016,NULL,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2017,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2018,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2019,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2020,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2021,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2022,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2023,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2024,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2025,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2026,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2027,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2028,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2029,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2030,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
2031,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2032,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2033,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2034,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2035,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2036,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2037,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2038,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2039,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2040,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2041,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2042,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2043,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2044,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2045,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2046,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
2047,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2048,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2049,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
2050,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2051,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
2052,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2053,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2054,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2055,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2056,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2057,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2058,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2059,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2060,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2061,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2062,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2063,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2064,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2065,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2066,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2067,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
2068,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2069,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2070,NULL,Water,Grassland,NULL,Non_Wetland,Water,Bareland,NULL
2071,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2072,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2073,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
2074,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
2075,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2076,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2077,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2078,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2079,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2080,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2081,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2082,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Cropland
2083,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
2084,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
2085,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
2086,NULL,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2087,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2088,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2089,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
2090,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2091,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2092,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2093,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2094,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
2095,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
2096,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
2097,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2098,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2099,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2100,NULL,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
2101,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2102,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
2103,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2104,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2105,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
2106,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
2107,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2108,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2109,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2110,NULL,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
2111,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2112,NULL,Water,Water,NULL,Water,Grassland,Water,Bareland
2113,NULL,Water,Water,NULL,Water,Bareland,Grassland,Grassland
2114,NULL,Water,Water,NULL,Water,Bareland,Bareland,Grassland
2115,NULL,Water,Water,NULL,Water,Bareland,Bareland,Bareland
2116,NULL,Water,Water,NULL,Water,Bareland,Bareland,Water
2117,NULL,Water,Water,NULL,Water,Bareland,Bareland,Forest
2118,NULL,Water,Water,Water,Water,Grassland,Grassland,Forest
2119,NULL,Water,Water,Water,Water,Bareland,Bareland,Grassland
2120,NULL,Water,Water,Water,Water,Bareland,Bareland,Bareland
2121,NULL,Water,Water,Water,Water,Bareland,Bareland,Water
2122,NULL,Water,Water,Water,Water,Water,Water,Water
2123,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2124,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2125,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2126,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2127,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2128,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2129,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2130,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2131,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2132,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2133,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2134,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2135,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2136,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2137,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2138,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2139,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2140,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2141,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2142,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2143,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2144,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2145,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2146,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2147,NULL,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2148,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2149,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2150,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2151,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2152,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2153,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2154,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2155,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
