Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPA_M_R
1406,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1407,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1408,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
1409,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
1410,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
1411,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1412,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
1413,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
1414,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
1415,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
1416,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
1417,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Grassland
1418,NULL,Built-up,Water,NULL,Water,Wetland,Water,Grassland
1419,NULL,Built-up,Water,Non_Water,Water,Grassland,Water,Grassland
1420,NULL,Built-up,Water,Non_Water,Water,Grassland,Water,Bareland
1421,NULL,Built-up,Water,Non_Water,Water,Wetland,Wetland,Grassland
1422,NULL,Built-up,Water,Non_Water,Water,Wetland,Wetland,Forest
1423,NULL,Built-up,Water,Non_Water,Water,Wetland,Water,Grassland
1424,NULL,Built-up,Water,Non_Water,Water,Wetland,Water,Forest
1425,NULL,Built-up,Water,Non_Water,Water,Bareland,Water,Grassland
1426,NULL,Built-up,Water,Non_Water,Water,Bareland,Water,Forest
1427,NULL,Built-up,Water,Non_Water,Water,Water,Water,Bareland
1428,NULL,Built-up,Water,Water,Water,Wetland,Wetland,Grassland
1429,NULL,Built-up,Water,Water,Water,Wetland,Wetland,Forest
1430,NULL,Built-up,Water,Water,Water,Wetland,Built-up,Grassland
1431,NULL,Built-up,Water,Water,Water,Wetland,Water,Grassland
1432,NULL,Built-up,Water,Water,Water,Wetland,Water,Wetland
1433,NULL,Built-up,Water,Water,Water,Bareland,Wetland,Grassland
1434,NULL,Built-up,Water,Water,Water,Bareland,Wetland,Water
1435,NULL,Built-up,Water,Water,Water,Bareland,Wetland,Forest
1436,NULL,Built-up,Water,Water,Water,Bareland,Water,Grassland
1437,NULL,Built-up,Water,Water,Water,Bareland,Water,Wetland
1438,NULL,Built-up,Water,Water,Water,Bareland,Water,Forest
1439,NULL,Built-up,Water,Water,Water,Built-up,Wetland,Grassland
1440,NULL,Built-up,Water,Water,Water,Water,Wetland,Grassland
1441,NULL,Built-up,Water,Water,Water,Water,Wetland,Wetland
1442,NULL,Built-up,Water,Water,Water,Water,Water,Grassland
1443,NULL,Built-up,Water,Water,Water,Water,Water,Wetland
1444,NULL,Built-up,Water,Water,Water,Water,Water,Water
1445,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1446,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1447,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1448,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1449,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1450,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
1451,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1452,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1453,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1454,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1455,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1456,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1457,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1458,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1459,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1460,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1461,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1462,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1463,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1464,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1465,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1466,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
1467,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
1468,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1469,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1470,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1471,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1472,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1473,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1474,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1475,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1476,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1477,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1478,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1479,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1480,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1481,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1482,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1483,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1484,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1485,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1486,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1487,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1488,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1489,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1490,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1491,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1492,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1493,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1494,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1495,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1496,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1497,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1498,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1499,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1500,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1501,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1502,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1503,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1504,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1505,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1506,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1507,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1508,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1509,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1510,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1511,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1512,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1513,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Forest
1514,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Forest
1515,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1516,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
1517,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1518,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1519,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1520,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Built-up,Forest
1521,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1522,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1523,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1524,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
1525,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
1526,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Built-up,Grassland
1527,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Built-up,Forest
1528,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1529,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Forest
1530,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1531,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1532,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Water,Forest
1533,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
1534,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Wetland,Forest
1535,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Bareland,Forest
1536,NULL,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1537,NULL,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Grassland
1538,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1539,NULL,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1540,NULL,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1541,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1542,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1543,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1544,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1545,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1546,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1547,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1548,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1549,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1550,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1551,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1552,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1553,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1554,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1555,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1556,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1557,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1558,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1559,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1560,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1561,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1562,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1563,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
1564,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1565,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1566,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1567,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1568,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1569,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1570,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1571,NULL,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1572,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1573,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1574,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1575,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1576,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1577,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1578,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1579,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1580,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
1581,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1582,NULL,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1583,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1584,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1585,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
1586,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1587,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1588,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1589,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1590,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1591,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
1592,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1593,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1594,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1595,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1596,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1597,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1598,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1599,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1600,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1601,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1602,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1603,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
1604,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1605,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1606,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1607,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
1608,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1609,NULL,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1610,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1611,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
1612,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
1613,NULL,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
1614,NULL,Water,Water,Non_Water,Water,Wetland,Water,Water
1615,NULL,Water,Water,Water,Water,Wetland,Wetland,Grassland
1616,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
1617,NULL,Water,Water,Water,Water,Water,Water,Wetland
1618,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1619,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1620,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1621,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1622,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1623,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1624,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1625,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1626,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1627,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1628,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1629,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1630,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1631,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1632,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1633,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1634,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1635,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1636,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1637,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1638,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1639,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1640,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1641,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1642,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1643,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1644,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1645,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1646,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1647,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1648,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1649,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1650,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1651,NULL,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1652,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1653,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1654,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1655,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1656,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1657,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1658,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1659,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1660,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1661,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
1662,NULL,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1663,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1664,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1665,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1666,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1667,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1668,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1669,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1670,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1671,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1672,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1673,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1674,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1675,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1676,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1677,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1678,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1679,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1680,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1681,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1682,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1683,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1684,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1685,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1686,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1687,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1688,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1689,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1690,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1691,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1692,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1693,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1694,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
1695,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1696,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1697,NULL,Forest,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
1698,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1699,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1700,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1701,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1702,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1703,NULL,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1704,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1705,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1706,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1707,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1708,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1709,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1710,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1711,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1712,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1713,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
1714,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1715,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1716,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1717,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1718,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1719,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1720,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1721,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1722,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1723,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1724,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1725,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1726,NULL,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1727,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1728,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1729,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1730,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1731,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1732,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1733,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1734,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1735,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1736,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1737,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1738,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1739,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
