Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQH_M_R
4813,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4814,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
4815,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4816,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4817,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
4818,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
4819,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
4820,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
4821,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
4822,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
4823,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
4824,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
4825,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4826,Bareland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
4827,Bareland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
4828,Bareland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
4829,Bareland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4830,Bareland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4831,Bareland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
4832,Bareland,NULL,Water,NULL,Water,Water,NULL,Wetland
4833,Bareland,NULL,Water,NULL,Water,Water,Wetland,Wetland
4834,Bareland,NULL,Water,NULL,Water,Forest,NULL,Wetland
4835,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
4836,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
4837,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
4838,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
4839,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
4840,Bareland,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
4841,Bareland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4842,Bareland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4843,Bareland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
4844,Bareland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4845,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
4846,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
4847,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
4848,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
4849,Bareland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
4850,Bareland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
4851,Bareland,NULL,Water,Water,Water,Water,Wetland,Wetland
4852,Bareland,NULL,Water,Water,Water,Water,Wetland,Water
4853,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
4854,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4855,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4856,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4857,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4858,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4859,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4860,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
4861,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4862,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4863,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4864,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4865,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4866,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4867,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4868,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4869,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4870,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4871,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4872,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4873,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4874,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4875,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4876,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4877,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4878,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4879,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4880,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4881,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4882,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4883,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4884,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4885,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4886,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4887,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
4888,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4889,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4890,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4891,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4892,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4893,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4894,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4895,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4896,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
4897,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4898,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4899,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4900,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4901,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4902,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4903,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4904,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4905,Bareland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
4906,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4907,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4908,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4909,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4910,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4911,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4912,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
4913,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4914,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4915,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4916,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
4917,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4918,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4919,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4920,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4921,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
4922,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4923,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4924,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4925,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4926,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4927,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4928,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4929,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4930,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4931,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4932,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4933,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4934,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4935,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4936,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
4937,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4938,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4939,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
4940,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4941,Bareland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4942,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4943,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4944,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4945,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4946,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4947,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4948,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4949,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4950,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4951,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4952,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4953,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4954,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4955,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4956,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4957,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4958,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4959,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4960,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4961,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4962,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4963,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4964,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4965,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4966,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4967,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4968,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4969,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4970,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4971,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4972,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4973,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4974,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4975,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4976,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4977,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4978,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4979,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4980,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4981,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4982,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4983,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4984,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4985,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4986,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4987,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4988,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4989,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4990,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4991,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
4992,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4993,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4994,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4995,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4996,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4997,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4998,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4999,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
5000,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5001,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5002,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5003,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5004,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5005,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5006,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5007,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5008,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5009,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5010,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5011,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5012,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
5013,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
5014,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
5015,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
5016,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5017,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5018,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5019,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5020,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
5021,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
5022,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
5023,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5024,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5025,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5026,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
5027,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5028,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5029,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5030,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5031,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5032,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5033,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5034,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
5035,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5036,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5037,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5038,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
5039,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5040,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5041,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5042,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5043,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
5044,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5045,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5046,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5047,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
5048,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5049,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5050,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5051,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
5052,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
5053,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
5054,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5055,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5056,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5057,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5058,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5059,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
5060,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
5061,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
5062,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5063,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5064,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5065,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5066,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5067,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5068,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5069,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5070,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5071,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5072,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5073,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5074,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5075,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5076,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5077,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5078,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5079,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5080,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5081,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5082,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5083,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5084,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5085,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
5086,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5087,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5088,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5089,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5090,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5091,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5092,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5093,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5094,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
5095,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
5096,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
5097,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
5098,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
5099,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
5100,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5101,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5102,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5103,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5104,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
5105,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
5106,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5107,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5108,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5109,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5110,Bareland,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
5111,Bareland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5112,Bareland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5113,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5114,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
5115,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5116,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5117,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5118,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5119,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
5120,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5121,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5122,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5123,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5124,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5125,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5126,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5127,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5128,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
5129,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
5130,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
5131,Bareland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5132,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5133,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5134,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
5135,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
5136,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
