Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEQ_M_R
11378,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11379,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
11380,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
11381,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
11382,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
11383,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
11384,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
11385,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
11386,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11387,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
11388,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
11389,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
11390,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
11391,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11392,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
11393,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
11394,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11395,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
11396,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
11397,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
11398,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
11399,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
11400,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11401,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11402,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
11403,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
11404,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
11405,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
11406,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
11407,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
11408,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
11409,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
11410,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
11411,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
11412,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
11413,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
11414,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
11415,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Bareland
11416,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Water
11417,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
11418,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
11419,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
11420,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
11421,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11422,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11423,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
11424,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
11425,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
11426,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
11427,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Built-up,Water
11428,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11429,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
11430,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11431,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
11432,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
11433,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
11434,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
11435,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
11436,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
11437,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
11438,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
11439,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
11440,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
11441,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
11442,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
11443,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
11444,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
11445,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
11446,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
11447,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
11448,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
11449,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Grassland
11450,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
11451,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11452,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
11453,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
11454,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
11455,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
11456,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
11457,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
11458,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
11459,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
11460,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
11461,Water,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Water
11462,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
11463,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
11464,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
11465,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
11466,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
11467,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11468,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
11469,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
11470,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
11471,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11472,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11473,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11474,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11475,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11476,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11477,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Water
11478,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11479,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Water
11480,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11481,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
11482,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
11483,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
11484,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11485,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11486,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
11487,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11488,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11489,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
11490,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11491,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
11492,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Wetland,Water
11493,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11494,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11495,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
11496,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
11497,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11498,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
11499,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
11500,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
11501,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
11502,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
11503,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11504,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11505,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11506,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
11507,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11508,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
11509,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
11510,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
11511,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
11512,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Water
11513,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
11514,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
11515,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
11516,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
11517,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
11518,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
11519,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
11520,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
11521,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
11522,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
11523,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
11524,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
11525,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
11526,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
11527,Water,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11528,Water,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11529,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11530,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11531,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
11532,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
11533,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11534,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
11535,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11536,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11537,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11538,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
11539,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
11540,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
11541,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Water
11542,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
11543,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
11544,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
11545,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
11546,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
11547,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
11548,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
11549,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
11550,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11551,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Water
11552,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Forest
11553,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
11554,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
11555,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
11556,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
11557,Water,Water,Grassland,Water,Non_Wetland,Cropland,Water,Water
11558,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
11559,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
11560,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
11561,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
11562,Water,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
11563,Water,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Forest
11564,Water,Water,Grassland,Water,Non_Wetland,Bareland,Shrubland,Grassland
11565,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
11566,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
11567,Water,Water,Grassland,Water,Non_Wetland,Built-up,Shrubland,Water
11568,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Grassland
11569,Water,Water,Grassland,Water,Non_Wetland,Water,Shrubland,Water
11570,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
11571,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
11572,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
11573,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
11574,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
11575,Water,Water,Grassland,Water,Non_Wetland,Water,Built-up,Water
11576,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
11577,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
11578,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
11579,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
11580,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
11581,Water,Water,Grassland,Water,Non_Wetland,Forest,NULL,Grassland
11582,Water,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Water
11583,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
11584,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
11585,Water,Water,Grassland,Water,Non_Wetland,Forest,Forest,Forest
11586,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11587,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11588,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11589,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
11590,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11591,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11592,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11593,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11594,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11595,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11596,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11597,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11598,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11599,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
11600,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
11601,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11602,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11603,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
11604,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11605,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
11606,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
11607,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
11608,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
11609,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
11610,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
11611,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11612,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11613,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11614,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
11615,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
11616,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11617,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
11618,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
11619,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11620,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
11621,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
11622,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11623,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
11624,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
11625,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
11626,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
11627,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
11628,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
11629,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
11630,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
11631,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
11632,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
11633,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
11634,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
11635,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
11636,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
11637,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
11638,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
11639,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
11640,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
11641,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
11642,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
11643,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
11644,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
11645,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
11646,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
11647,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
11648,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
11649,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
11650,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
11651,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
11652,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
11653,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
11654,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
11655,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
11656,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
11657,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11658,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
11659,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
11660,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11661,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
11662,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
11663,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
11664,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
11665,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
11666,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
11667,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
11668,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
11669,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
11670,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
11671,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
11672,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
11673,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
11674,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
11675,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,NULL
11676,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
11677,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
11678,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
11679,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11680,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11681,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
11682,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
11683,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
11684,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
11685,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
11686,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
11687,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
11688,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
11689,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
11690,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
11691,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
11692,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Water
11693,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
11694,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
