Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWV_M_R
2038,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2039,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2040,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2041,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2042,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2043,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2044,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2045,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2046,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2047,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2048,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2049,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2050,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2051,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2052,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2053,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2054,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2055,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2056,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2057,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2058,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2059,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2060,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2061,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2062,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2063,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2064,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
2065,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
2066,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2067,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2068,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
2069,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2070,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
2071,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2072,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
2073,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2074,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
2075,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
2076,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2077,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2078,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2079,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
2080,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2081,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
2082,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2083,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
2084,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2085,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2086,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2087,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2088,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2089,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2090,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2091,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2092,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2093,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2094,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2095,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
2096,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2097,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2098,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2099,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2100,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2101,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2102,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
2103,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2104,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2105,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2106,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2107,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2108,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2109,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2110,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2111,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2112,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2113,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
2114,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2115,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2116,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2117,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2118,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2119,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2120,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2121,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2122,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2123,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2124,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2125,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2126,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2127,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2128,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2129,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2130,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
2131,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2132,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
2133,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2134,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2135,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2136,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2137,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2138,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2139,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2140,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2141,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2142,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2143,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2144,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2145,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
2146,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
2147,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2148,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
2149,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2150,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2151,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
2152,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2153,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2154,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2155,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
2156,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2157,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
2158,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
2159,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
2160,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2161,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
2162,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2163,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
2164,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2165,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2166,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
2167,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2168,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2169,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2170,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2171,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2172,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2173,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2174,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2175,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2176,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2177,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2178,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2179,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2180,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2181,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2182,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2183,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2184,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
2185,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2186,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2187,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2188,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
2189,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2190,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2191,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2192,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2193,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2194,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2195,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2196,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
2197,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2198,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2199,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2200,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
2201,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2202,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
2203,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2204,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
2205,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
2206,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2207,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
2208,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
2209,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
2210,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
2211,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
2212,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
2213,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
2214,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
2215,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
2216,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
2217,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
2218,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2219,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
2220,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2221,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2222,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
2223,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2224,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2225,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
2226,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
2227,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
2228,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2229,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
2230,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
2231,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2232,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2233,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2234,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
2235,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2236,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2237,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2238,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
2239,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2240,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2241,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
2242,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2243,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2244,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2245,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
2246,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
2247,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2248,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2249,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2250,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2251,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
2252,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2253,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2254,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2255,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2256,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2257,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2258,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2259,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2260,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2261,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2262,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2263,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2264,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2265,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2266,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
2267,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2268,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2269,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2270,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2271,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2272,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2273,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2274,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
2275,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2276,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2277,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
2278,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2279,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
2280,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2281,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
2282,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2283,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
2284,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
2285,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2286,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
2287,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
2288,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
2289,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2290,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2291,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
2292,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2293,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2294,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2295,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2296,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2297,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2298,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2299,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2300,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2301,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2302,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2303,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2304,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2305,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2306,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2307,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
2308,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2309,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2310,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
2311,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2312,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2313,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2314,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2315,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2316,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2317,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2318,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2319,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2320,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
2321,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
2322,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2323,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2324,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
2325,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2326,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2327,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2328,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
2329,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2330,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2331,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
2332,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
2333,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2334,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2335,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2336,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2337,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2338,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2339,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
2340,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
2341,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
2342,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2343,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2344,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2345,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2346,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2347,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
2348,Grassland,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
2349,Grassland,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
2350,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2351,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2352,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2353,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2354,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2355,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2356,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
