Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R
6617,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
6618,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6619,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6620,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6621,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6622,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
6623,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
6624,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
6625,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
6626,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6627,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6628,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
6629,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
6630,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6631,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6632,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
6633,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6634,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
6635,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
6636,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
6637,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
6638,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
6639,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
6640,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6641,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
6642,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
6643,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
6644,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6645,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
6646,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6647,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6648,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6649,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6650,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6651,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6652,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6653,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6654,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Bareland
6655,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
6656,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6657,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
6658,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6659,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
6660,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6661,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6662,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6663,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6664,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
6665,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
6666,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
6667,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
6668,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
6669,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
6670,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
6671,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6672,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6673,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
6674,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6675,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
6676,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
6677,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
6678,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
6679,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
6680,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
6681,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6682,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
6683,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
6684,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
6685,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
6686,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
6687,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Forest
6688,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
6689,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
6690,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
6691,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
6692,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
6693,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
6694,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
6695,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
6696,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
6697,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
6698,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
6699,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
6700,Water,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
6701,Water,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
6702,Water,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
6703,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6704,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6705,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6706,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
6707,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6708,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6709,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6710,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6711,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
6712,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
6713,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
6714,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
6715,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
6716,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
6717,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
6718,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
6719,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6720,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6721,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6722,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6723,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6724,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6725,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6726,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6727,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6728,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6729,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Forest
6730,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6731,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6732,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6733,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6734,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6735,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6736,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6737,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6738,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
6739,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6740,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6741,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6742,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6743,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
6744,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6745,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6746,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Built-up,Water
6747,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
6748,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6749,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
6750,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
6751,Water,Cropland,Wetland,Water,Wetland,Cropland,Water,Cropland
6752,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6753,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
6754,Water,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Water
6755,Water,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Water
6756,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
6757,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Built-up,Water
6758,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Water
6759,Water,Cropland,Water,Water,Water,NULL,Water,Water
6760,Water,Cropland,Water,Water,Water,Water,NULL,Water
6761,Water,Cropland,Water,Water,Water,Water,NULL,Forest
6762,Water,Cropland,Water,Water,Water,Water,Water,Water
6763,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6764,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6765,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6766,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
6767,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Bareland
6768,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6769,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6770,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6771,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
6772,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
6773,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6774,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
6775,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6776,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6777,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6778,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6779,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6780,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
6781,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
6782,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6783,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6784,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Forest
6785,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6786,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
6787,Water,Wetland,Cropland,Water,Non_Wetland,Forest,Water,Forest
6788,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6789,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6790,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6791,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
6792,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
6793,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6794,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6795,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
6796,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
6797,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
6798,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
6799,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
6800,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
6801,Water,Wetland,Water,NULL,Water,Water,Water,Water
6802,Water,Wetland,Water,Non_Water,Water,NULL,Water,Forest
6803,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
6804,Water,Wetland,Water,Water,Water,NULL,Water,Forest
6805,Water,Wetland,Water,Water,Water,Water,Water,Forest
6806,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6807,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6808,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
6809,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
6810,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
6811,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6812,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
6813,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Water
6814,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6815,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
6816,Water,Bareland,Wetland,Water,Wetland,NULL,Water,Water
6817,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
6818,Water,Bareland,Bareland,Water,Non_Wetland,Water,NULL,Water
6819,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
6820,Water,Bareland,Water,Water,Water,Water,Water,Water
6821,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6822,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6823,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
6824,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6825,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6826,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
6827,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6828,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Water
6829,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
6830,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6831,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6832,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6833,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Bareland
6834,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
6835,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Water
6836,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Grassland
6837,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
6838,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6839,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
6840,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6841,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6842,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6843,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6844,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
6845,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
6846,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6847,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Water
6848,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6849,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6850,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6851,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
6852,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6853,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6854,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
6855,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6856,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6857,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6858,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
6859,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6860,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
6861,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Water
6862,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
6863,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Forest
6864,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6865,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
6866,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6867,Water,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Forest
6868,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6869,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6870,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6871,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6872,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6873,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6874,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
6875,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6876,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6877,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
6878,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6879,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6880,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6881,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6882,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6883,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6884,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6885,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6886,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6887,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Water
6888,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6889,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6890,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Water
6891,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Water
6892,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6893,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6894,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
6895,Water,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Water
6896,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Water
6897,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6898,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
6899,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water,Built-up,Water
6900,Water,Built-up,Bareland,Water,Non_Wetland,Water,Built-up,Water
6901,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
6902,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6903,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6904,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
6905,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6906,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
6907,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6908,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6909,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
6910,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Water
6911,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
6912,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
6913,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
6914,Water,Built-up,Water,Water,Water,Water,Built-up,Built-up
6915,Water,Built-up,Water,Water,Water,Water,Built-up,Water
6916,Water,Built-up,Water,Water,Water,Water,Water,Water
6917,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
6918,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6919,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6920,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6921,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Water
6922,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Water
6923,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
6924,Water,Built-up,Forest,Water,Non_Wetland,Water,Forest,Grassland
6925,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6926,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6927,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6928,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6929,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
6930,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6931,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6932,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6933,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6934,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
6935,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
6936,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6937,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6938,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
6939,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6940,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6941,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6942,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
6943,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6944,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
6945,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
6946,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
6947,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
6948,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6949,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6950,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6951,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6952,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6953,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
6954,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6955,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6956,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6957,Water,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
6958,Water,Water,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6959,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6960,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
