Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R
10954,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10955,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10956,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10957,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10958,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
10959,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10960,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10961,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10962,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10963,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10964,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10965,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10966,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
10967,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10968,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10969,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10970,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
10971,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
10972,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
10973,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
10974,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
10975,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
10976,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10977,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10978,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10979,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
10980,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10981,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10982,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10983,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10984,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10985,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10986,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10987,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10988,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10989,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
10990,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10991,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10992,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10993,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
10994,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
10995,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10996,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
10997,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
10998,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
10999,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
11000,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11001,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
11002,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
11003,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Bareland
11004,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
11005,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
11006,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
11007,Water,Cropland,Wetland,Water,Wetland,Water,Shrubland,Water
11008,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Shrubland,Bareland
11009,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Water
11010,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11011,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11012,Water,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
11013,Water,Cropland,Water,NULL,Water,NULL,Forest,Forest
11014,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Forest
11015,Water,Cropland,Water,NULL,Water,Shrubland,Shrubland,Forest
11016,Water,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
11017,Water,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
11018,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
11019,Water,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
11020,Water,Cropland,Water,Water,Water,Bareland,Wetland,Forest
11021,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11022,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11023,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11024,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11025,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11026,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11027,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11028,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11029,Water,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
11030,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11031,Water,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
11032,Water,Cropland,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
11033,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
11034,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
11035,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
11036,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
11037,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
11038,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11039,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11040,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
11041,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11042,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11043,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11044,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11045,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
11046,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
11047,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
11048,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
11049,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
11050,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
11051,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
11052,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
11053,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
11054,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
11055,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
11056,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
11057,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
11058,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
11059,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
11060,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
11061,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
11062,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
11063,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
11064,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
11065,Water,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
11066,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
11067,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
11068,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
11069,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
11070,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
11071,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
11072,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
11073,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
11074,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
11075,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
11076,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
11077,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
11078,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11079,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
11080,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
11081,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11082,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
11083,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11084,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
11085,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
11086,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Water
11087,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11088,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
11089,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
11090,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
11091,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
11092,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
11093,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
11094,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
11095,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
11096,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Water
11097,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11098,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Grassland
11099,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
11100,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,NULL
11101,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
11102,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
11103,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Built-up
11104,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
11105,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
11106,Water,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
11107,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
11108,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
11109,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
11110,Water,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
11111,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
11112,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
11113,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
11114,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
11115,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
11116,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Water
11117,Water,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
11118,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
11119,Water,Wetland,Water,NULL,Water,Wetland,Shrubland,Wetland
11120,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
11121,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
11122,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
11123,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
11124,Water,Wetland,Water,NULL,Water,Bareland,Water,Bareland
11125,Water,Wetland,Water,NULL,Water,Bareland,Water,Water
11126,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
11127,Water,Wetland,Water,NULL,Water,Water,Water,Water
11128,Water,Wetland,Water,NULL,Water,Water,Forest,Wetland
11129,Water,Wetland,Water,NULL,Water,Forest,Water,Water
11130,Water,Wetland,Water,NULL,Water,Forest,Water,Forest
11131,Water,Wetland,Water,Non_Water,Water,Shrubland,Water,Wetland
11132,Water,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Wetland
11133,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
11134,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
11135,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
11136,Water,Wetland,Water,Non_Water,Water,Wetland,Forest,Water
11137,Water,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
11138,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
11139,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
11140,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
11141,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
11142,Water,Wetland,Water,Water,Water,Wetland,Water,Water
11143,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
11144,Water,Wetland,Water,Water,Water,Wetland,Forest,Wetland
11145,Water,Wetland,Water,Water,Water,Wetland,Forest,Water
11146,Water,Wetland,Water,Water,Water,Bareland,Water,Wetland
11147,Water,Wetland,Water,Water,Water,Bareland,Water,Bareland
11148,Water,Wetland,Water,Water,Water,Bareland,Water,Water
11149,Water,Wetland,Water,Water,Water,Water,Water,Grassland
11150,Water,Wetland,Water,Water,Water,Water,Water,Wetland
11151,Water,Wetland,Water,Water,Water,Water,Water,Bareland
11152,Water,Wetland,Water,Water,Water,Water,Water,Water
11153,Water,Wetland,Water,Water,Water,Water,Water,Forest
11154,Water,Wetland,Water,Water,Water,Water,Forest,Water
11155,Water,Wetland,Water,Water,Water,Forest,Water,Water
11156,Water,Wetland,Water,Water,Water,Forest,Water,Forest
11157,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
11158,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
11159,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Water
11160,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
11161,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
11162,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
11163,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
11164,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
11165,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
11166,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
11167,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11168,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
11169,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
11170,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
11171,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
11172,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
11173,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
11174,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11175,Water,Bareland,Water,NULL,Water,Wetland,NULL,Water
11176,Water,Bareland,Water,NULL,Water,Water,Bareland,Bareland
11177,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
11178,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11179,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
11180,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11181,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11182,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
11183,Water,Built-up,NULL,NULL,Non_Wetland,Water,Shrubland,Water
11184,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
11185,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
11186,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11187,Water,Built-up,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
11188,Water,Built-up,NULL,Water,Non_Wetland,Shrubland,Water,Forest
11189,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11190,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
11191,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11192,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11193,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11194,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11195,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
11196,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11197,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11198,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
11199,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11200,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
11201,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11202,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
11203,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11204,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11205,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11206,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11207,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11208,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11209,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
11210,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11211,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
11212,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11213,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11214,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
11215,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11216,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11217,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
11218,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
11219,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
11220,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
11221,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
11222,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
11223,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
11224,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11225,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
11226,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
11227,Water,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11228,Water,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
11229,Water,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
11230,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
11231,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11232,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
11233,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11234,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
11235,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
11236,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
11237,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
11238,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Water
11239,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
11240,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11241,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11242,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11243,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
11244,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
11245,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11246,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11247,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11248,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Water
11249,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Bareland,Forest
11250,Water,Built-up,Cropland,Water,Non_Wetland,Water,Water,Grassland
11251,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Bareland
11252,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11253,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
11254,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
11255,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11256,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Water
11257,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
11258,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Water
11259,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11260,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
11261,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
11262,Water,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
11263,Water,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Water
11264,Water,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
11265,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
11266,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
11267,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
11268,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Water
11269,Water,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Water
11270,Water,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11271,Water,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
11272,Water,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
11273,Water,Built-up,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
