Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVS_M_R
9831,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
9832,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
9833,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
9834,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9835,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
9836,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
9837,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
9838,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
9839,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
9840,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
9841,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
9842,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
9843,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
9844,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
9845,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
9846,Cropland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
9847,Cropland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
9848,Cropland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
9849,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9850,Cropland,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
9851,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
9852,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
9853,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
9854,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
9855,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
9856,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9857,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9858,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9859,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9860,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9861,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
9862,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
9863,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Bareland
9864,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
9865,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9866,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
9867,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9868,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
9869,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,Cropland
9870,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
9871,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
9872,Cropland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
9873,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
9874,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9875,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9876,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
9877,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
9878,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
9879,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
9880,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
9881,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
9882,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
9883,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
9884,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
9885,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
9886,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
9887,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
9888,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9889,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9890,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9891,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
9892,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
9893,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
9894,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
9895,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
9896,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9897,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
9898,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9899,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
9900,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
9901,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
9902,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
9903,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
9904,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9905,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
9906,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
9907,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
9908,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
9909,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
9910,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9911,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
9912,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9913,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
9914,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
9915,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
9916,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
9917,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
9918,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
9919,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9920,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
9921,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
9922,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
9923,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
9924,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
9925,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
9926,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
9927,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
9928,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
9929,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
9930,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
9931,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
9932,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
9933,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
9934,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
9935,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Water
9936,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
9937,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
9938,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
9939,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9940,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9941,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
9942,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
9943,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Cropland
9944,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
9945,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
9946,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
9947,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
9948,Cropland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
9949,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9950,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
9951,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
9952,Cropland,NULL,Wetland,Water,Wetland,Cropland,NULL,Water
9953,Cropland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
9954,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
9955,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,NULL
9956,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
9957,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
9958,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Water
9959,Cropland,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
9960,Cropland,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
9961,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
9962,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
9963,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
9964,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Cropland
9965,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
9966,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
9967,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
9968,Cropland,NULL,Wetland,Water,Wetland,Forest,Shrubland,NULL
9969,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
9970,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
9971,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
9972,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
9973,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
9974,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
9975,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9976,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Water
9977,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
9978,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9979,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
9980,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
9981,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9982,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9983,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
9984,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
9985,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
9986,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9987,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9988,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9989,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
9990,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
9991,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
9992,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
9993,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
9994,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9995,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9996,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,NULL
9997,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9998,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9999,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10000,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10001,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10002,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
10003,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10004,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10005,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
10006,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
10007,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
10008,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
10009,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Wetland
10010,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
10011,Cropland,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
10012,Cropland,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Bareland
10013,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
10014,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
10015,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
10016,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
10017,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
10018,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10019,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
10020,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10021,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10022,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
10023,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
10024,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
10025,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
10026,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
10027,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10028,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
10029,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10030,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
10031,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10032,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
10033,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
10034,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10035,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
10036,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
10037,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
10038,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
10039,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
10040,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10041,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
10042,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
10043,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10044,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10045,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10046,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10047,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
10048,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10049,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10050,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10051,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10052,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10053,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
10054,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10055,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
10056,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
10057,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
10058,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
10059,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
10060,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
10061,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10062,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10063,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
10064,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10065,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
10066,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10067,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10068,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10069,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
10070,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10071,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10072,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
10073,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10074,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10075,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
10076,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10077,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
10078,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10079,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
10080,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
10081,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
10082,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
10083,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
10084,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10085,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
10086,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10087,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10088,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
10089,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
10090,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10091,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10092,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10093,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
10094,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10095,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
10096,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10097,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10098,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10099,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
10100,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10101,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10102,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10103,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
10104,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10105,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
10106,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10107,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10108,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
10109,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
10110,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
10111,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
10112,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
10113,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
10114,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
10115,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
10116,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
10117,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10118,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10119,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10120,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
10121,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
10122,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
10123,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
10124,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
10125,Cropland,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
10126,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
10127,Cropland,NULL,Water,Non_Water,Water,Water,Water,Water
10128,Cropland,NULL,Water,Water,Water,Shrubland,NULL,Wetland
10129,Cropland,NULL,Water,Water,Water,Shrubland,NULL,Water
10130,Cropland,NULL,Water,Water,Water,Shrubland,NULL,Forest
10131,Cropland,NULL,Water,Water,Water,Shrubland,Shrubland,Water
10132,Cropland,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
10133,Cropland,NULL,Water,Water,Water,Shrubland,Grassland,Water
10134,Cropland,NULL,Water,Water,Water,Water,NULL,Wetland
10135,Cropland,NULL,Water,Water,Water,Water,NULL,Water
10136,Cropland,NULL,Water,Water,Water,Water,Shrubland,Wetland
10137,Cropland,NULL,Water,Water,Water,Water,Grassland,Water
10138,Cropland,NULL,Water,Water,Water,Water,Water,Water
10139,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10140,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10141,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10142,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10143,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10144,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
10145,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10146,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10147,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10148,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10149,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
10150,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
10151,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10152,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10153,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10154,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10155,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
10156,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
10157,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10158,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
