Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R
14087,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14088,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Water
14089,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
14090,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
14091,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
14092,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
14093,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
14094,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
14095,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
14096,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
14097,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
14098,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
14099,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
14100,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
14101,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
14102,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
14103,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14104,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14105,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
14106,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14107,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14108,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
14109,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
14110,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
14111,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
14112,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
14113,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
14114,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
14115,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
14116,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
14117,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
14118,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
14119,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
14120,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
14121,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
14122,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
14123,Water,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
14124,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
14125,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
14126,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
14127,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
14128,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
14129,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
14130,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
14131,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
14132,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Water
14133,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Water
14134,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
14135,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
14136,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
14137,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Forest,Water
14138,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
14139,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
14140,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
14141,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
14142,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
14143,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
14144,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
14145,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
14146,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
14147,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
14148,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
14149,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
14150,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
14151,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
14152,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,NULL
14153,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
14154,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
14155,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
14156,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
14157,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
14158,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
14159,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
14160,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
14161,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
14162,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
14163,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
14164,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
14165,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
14166,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
14167,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
14168,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
14169,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
14170,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
14171,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
14172,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
14173,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Cropland
14174,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
14175,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
14176,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
14177,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
14178,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
14179,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Water
14180,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
14181,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Water
14182,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
14183,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
14184,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
14185,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
14186,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
14187,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14188,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14189,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
14190,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
14191,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14192,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
14193,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14194,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
14195,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
14196,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14197,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
14198,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
14199,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
14200,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14201,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
14202,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
14203,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
14204,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
14205,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
14206,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
14207,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
14208,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
14209,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
14210,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
14211,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
14212,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
14213,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
14214,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
14215,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
14216,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
14217,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14218,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
14219,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
14220,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
14221,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14222,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14223,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14224,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
14225,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
14226,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14227,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
14228,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14229,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14230,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Water
14231,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
14232,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
14233,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
14234,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
14235,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
14236,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14237,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
14238,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
14239,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
14240,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14241,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14242,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14243,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14244,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
14245,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
14246,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14247,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
14248,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
14249,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
14250,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
14251,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
14252,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
14253,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14254,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
14255,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
14256,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
14257,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
14258,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,NULL
14259,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
14260,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
14261,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
14262,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
14263,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
14264,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
14265,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
14266,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
14267,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
14268,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
14269,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
14270,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
14271,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14272,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
14273,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
14274,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14275,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
14276,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
14277,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
14278,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
14279,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
14280,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
14281,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
14282,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
14283,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
14284,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14285,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
14286,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14287,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
14288,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
14289,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14290,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14291,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
14292,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
14293,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14294,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14295,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14296,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
14297,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
14298,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
14299,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
14300,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
14301,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
14302,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14303,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
14304,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14305,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
14306,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
14307,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
14308,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
14309,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
14310,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
14311,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
14312,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
14313,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
14314,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
14315,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
14316,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
14317,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
14318,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
14319,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Bareland,Water
14320,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
14321,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
14322,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
14323,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
14324,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
14325,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
14326,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
14327,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
14328,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
14329,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
14330,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
14331,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
14332,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
14333,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
14334,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
14335,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
14336,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
14337,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
14338,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
14339,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
14340,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
14341,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
14342,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
14343,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
14344,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
14345,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
14346,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
14347,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
14348,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
14349,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
14350,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
14351,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
14352,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
14353,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
14354,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
14355,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
14356,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
14357,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
14358,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
14359,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
14360,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
14361,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14362,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14363,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
14364,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
14365,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
14366,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14367,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
14368,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
14369,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14370,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
14371,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
14372,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14373,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14374,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14375,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
14376,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
14377,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
14378,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14379,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
14380,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14381,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14382,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
14383,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14384,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
14385,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
14386,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
14387,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14388,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
14389,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
14390,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
14391,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14392,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
14393,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14394,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14395,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
14396,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14397,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14398,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
14399,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
14400,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
14401,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
14402,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,NULL
14403,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
14404,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Wetland
14405,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
14406,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
14407,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
14408,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
