Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDG_M_R
2166,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2167,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2168,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2169,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2170,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2171,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2172,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2173,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2174,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2175,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2176,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2177,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2178,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2179,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2180,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
2181,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
2182,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2183,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2184,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2185,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2186,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2187,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
2188,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
2189,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2190,Water,NULL,Water,Water,Water,NULL,NULL,Water
2191,Water,NULL,Water,Water,Water,NULL,NULL,Forest
2192,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2193,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2194,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2195,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2196,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2197,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2198,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2199,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2200,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2201,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2202,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2203,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2204,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2205,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2206,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2207,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2208,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2209,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2210,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2211,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2212,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2213,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2214,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2215,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2216,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2217,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2218,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2219,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2220,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2221,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2222,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2223,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2224,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2225,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2226,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2227,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2228,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2229,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2230,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2231,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2232,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2233,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2234,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2235,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2236,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2237,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2238,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2239,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2240,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2241,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2242,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2243,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2244,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2245,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2246,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2247,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2248,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2249,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2250,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2251,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2252,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2253,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2254,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2255,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2256,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2257,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2258,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2259,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2260,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2261,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2262,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2263,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2264,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2265,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2266,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2267,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2268,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2269,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
2270,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
2271,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2272,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2273,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
2274,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
2275,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
2276,Water,Cropland,Water,Water,Water,NULL,NULL,Water
2277,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
2278,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2279,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2280,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2281,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2282,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2283,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2284,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2285,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2286,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2287,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2288,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2289,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2290,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2291,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2292,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2293,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2294,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2295,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2296,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2297,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2298,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2299,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2300,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2301,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2302,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2303,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2304,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2305,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2306,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2307,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2308,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2309,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2310,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2311,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2312,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2313,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2314,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2315,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2316,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2317,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2318,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2319,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2320,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2321,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2322,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2323,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2324,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2325,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2326,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2327,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2328,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2329,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2330,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2331,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2332,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2333,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2334,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2335,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2336,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2337,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2338,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2339,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2340,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2341,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2342,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2343,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2344,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2345,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2346,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2347,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2348,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
2349,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
2350,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
2351,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2352,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2353,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2354,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
2355,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
2356,Water,Wetland,Water,Water,Water,NULL,NULL,Water
2357,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
2358,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2359,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2360,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2361,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2362,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2363,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2364,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2365,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2366,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2367,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2368,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2369,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2370,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2371,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2372,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2373,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2374,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2375,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2376,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2377,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2378,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2379,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2380,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2381,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2382,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2383,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2384,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2385,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2386,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2387,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2388,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2389,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2390,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2391,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2392,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2393,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2394,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2395,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2396,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2397,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2398,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2399,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2400,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2401,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2402,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2403,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2404,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2405,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
2406,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2407,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2408,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2409,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2410,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2411,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2412,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2413,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2414,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2415,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2416,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2417,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2418,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2419,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2420,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2421,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2422,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2423,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2424,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2425,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
2426,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
2427,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2428,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2429,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2430,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2431,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
2432,Water,Bareland,Water,Water,Water,NULL,NULL,Water
2433,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
2434,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2435,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2436,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2437,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2438,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2439,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2440,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2441,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2442,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2443,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2444,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2445,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2446,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2447,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2448,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2449,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2450,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2451,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
2452,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
2453,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2454,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2455,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2456,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2457,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2458,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2459,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2460,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2461,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2462,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2463,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2464,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2465,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2466,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2467,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2468,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2469,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2470,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
2471,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2472,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2473,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2474,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2475,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
2476,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2477,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
2478,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2479,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2480,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2481,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
2482,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
2483,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2484,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
2485,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
2486,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2487,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
2488,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2489,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2490,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2491,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2492,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
2493,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2494,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2495,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2496,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2497,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2498,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2499,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2500,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
2501,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
2502,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2503,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2504,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2505,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
2506,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
2507,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
2508,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
2509,Water,Built-up,Water,Water,Water,NULL,NULL,Built-up
2510,Water,Built-up,Water,Water,Water,NULL,NULL,Water
2511,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
2512,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2513,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2514,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2515,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2516,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2517,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2518,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2519,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2520,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
