Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDU_M_R
5573,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5574,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5575,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
5576,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5577,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5578,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
5579,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5580,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5581,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5582,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
5583,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5584,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
5585,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
5586,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5587,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
5588,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5589,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5590,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5591,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5592,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5593,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
5594,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
5595,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5596,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
5597,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5598,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
5599,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
5600,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5601,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5602,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
5603,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
5604,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5605,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5606,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5607,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5608,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5609,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5610,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5611,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5612,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5613,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5614,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5615,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5616,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
5617,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5618,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5619,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
5620,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
5621,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5622,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5623,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
5624,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
5625,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
5626,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
5627,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5628,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
5629,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5630,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5631,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5632,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
5633,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5634,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5635,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5636,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5637,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
5638,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
5639,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5640,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
5641,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
5642,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
5643,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5644,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5645,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
5646,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
5647,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
5648,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
5649,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5650,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5651,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5652,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5653,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5654,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5655,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5656,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5657,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5658,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5659,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5660,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5661,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5662,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
5663,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5664,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5665,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
5666,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5667,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5668,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5669,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5670,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
5671,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
5672,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
5673,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
5674,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5675,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Cropland
5676,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
5677,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
5678,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
5679,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5680,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Water
5681,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5682,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
5683,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5684,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5685,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
5686,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
5687,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5688,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5689,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
5690,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5691,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
5692,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
5693,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
5694,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5695,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5696,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5697,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5698,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
5699,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
5700,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5701,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
5702,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
5703,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5704,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5705,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
5706,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
5707,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
5708,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5709,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
5710,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Bareland
5711,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
5712,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
5713,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
5714,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
5715,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
5716,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Bareland
5717,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
5718,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
5719,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
5720,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Forest
5721,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
5722,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
5723,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Cropland
5724,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5725,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
5726,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
5727,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
5728,Water,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
5729,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5730,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
5731,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5732,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5733,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
5734,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
5735,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
5736,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5737,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5738,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5739,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Forest
5740,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5741,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
5742,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
5743,Water,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
5744,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Forest
5745,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
5746,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
5747,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
5748,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
5749,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
5750,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5751,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
5752,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
5753,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
5754,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
5755,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
5756,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
5757,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
5758,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5759,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Bareland
5760,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
5761,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5762,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5763,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
5764,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
5765,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5766,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
5767,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
5768,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Forest
5769,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5770,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
5771,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
5772,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
5773,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5774,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5775,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
5776,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5777,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5778,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5779,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
5780,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5781,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
5782,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
5783,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Water
5784,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5785,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5786,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5787,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5788,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5789,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5790,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
5791,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5792,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5793,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
5794,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5795,Water,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Water
5796,Water,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Forest
5797,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Water
5798,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
5799,Water,Cropland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
5800,Water,Cropland,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
5801,Water,Cropland,Built-up,Water,Non_Wetland,Water,Water,Water
5802,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
5803,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
5804,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
5805,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
5806,Water,Cropland,Water,NULL,Water,NULL,Grassland,Bareland
5807,Water,Cropland,Water,NULL,Water,NULL,Wetland,Forest
5808,Water,Cropland,Water,NULL,Water,NULL,Bareland,Water
5809,Water,Cropland,Water,NULL,Water,NULL,Built-up,Bareland
5810,Water,Cropland,Water,NULL,Water,NULL,Built-up,Water
5811,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
5812,Water,Cropland,Water,NULL,Water,NULL,Water,Cropland
5813,Water,Cropland,Water,NULL,Water,NULL,Water,Bareland
5814,Water,Cropland,Water,NULL,Water,NULL,Water,Water
5815,Water,Cropland,Water,NULL,Water,NULL,Water,Forest
5816,Water,Cropland,Water,NULL,Water,NULL,Forest,Forest
5817,Water,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
5818,Water,Cropland,Water,NULL,Water,Cropland,Water,Cropland
5819,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
5820,Water,Cropland,Water,NULL,Water,Wetland,NULL,Forest
5821,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
5822,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
5823,Water,Cropland,Water,NULL,Water,Wetland,Water,Water
5824,Water,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
5825,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
5826,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Water
5827,Water,Cropland,Water,NULL,Water,Bareland,Water,Bareland
5828,Water,Cropland,Water,NULL,Water,Built-up,Built-up,Water
5829,Water,Cropland,Water,NULL,Water,Built-up,Water,Water
5830,Water,Cropland,Water,NULL,Water,Water,NULL,Grassland
5831,Water,Cropland,Water,NULL,Water,Water,NULL,Bareland
5832,Water,Cropland,Water,NULL,Water,Water,NULL,Water
5833,Water,Cropland,Water,NULL,Water,Water,NULL,Forest
5834,Water,Cropland,Water,NULL,Water,Water,Built-up,Water
5835,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
5836,Water,Cropland,Water,NULL,Water,Water,Water,Cropland
5837,Water,Cropland,Water,NULL,Water,Water,Water,Bareland
5838,Water,Cropland,Water,NULL,Water,Water,Water,Water
5839,Water,Cropland,Water,NULL,Water,Water,Water,Forest
5840,Water,Cropland,Water,NULL,Water,Forest,NULL,Forest
5841,Water,Cropland,Water,NULL,Water,Forest,Water,Grassland
5842,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
5843,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
5844,Water,Cropland,Water,Non_Water,Water,NULL,Water,Water
5845,Water,Cropland,Water,Non_Water,Water,NULL,Water,Forest
5846,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
5847,Water,Cropland,Water,Non_Water,Water,Water,NULL,Water
5848,Water,Cropland,Water,Non_Water,Water,Water,NULL,Forest
5849,Water,Cropland,Water,Non_Water,Water,Water,Water,Grassland
5850,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
5851,Water,Cropland,Water,Non_Water,Water,Water,Water,Forest
5852,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
5853,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
5854,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
5855,Water,Cropland,Water,Water,Water,NULL,NULL,Water
5856,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
5857,Water,Cropland,Water,Water,Water,NULL,Water,Grassland
5858,Water,Cropland,Water,Water,Water,NULL,Water,Cropland
5859,Water,Cropland,Water,Water,Water,NULL,Water,Bareland
5860,Water,Cropland,Water,Water,Water,NULL,Water,Water
5861,Water,Cropland,Water,Water,Water,NULL,Water,Forest
5862,Water,Cropland,Water,Water,Water,Wetland,NULL,Bareland
5863,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
5864,Water,Cropland,Water,Water,Water,Wetland,Water,Water
5865,Water,Cropland,Water,Water,Water,Bareland,Water,Bareland
5866,Water,Cropland,Water,Water,Water,Built-up,Built-up,Water
5867,Water,Cropland,Water,Water,Water,Built-up,Water,Water
5868,Water,Cropland,Water,Water,Water,Water,NULL,Grassland
5869,Water,Cropland,Water,Water,Water,Water,NULL,Water
5870,Water,Cropland,Water,Water,Water,Water,NULL,Forest
5871,Water,Cropland,Water,Water,Water,Water,Water,Grassland
5872,Water,Cropland,Water,Water,Water,Water,Water,Bareland
5873,Water,Cropland,Water,Water,Water,Water,Water,Water
5874,Water,Cropland,Water,Water,Water,Water,Water,Forest
5875,Water,Cropland,Water,Water,Water,Forest,Water,Water
5876,Water,Cropland,Water,Water,Water,Forest,Water,Forest
5877,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5878,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5879,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5880,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5881,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
5882,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5883,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5884,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
5885,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5886,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5887,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5888,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Cropland
5889,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
5890,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Bareland
5891,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
5892,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5893,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5894,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5895,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5896,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5897,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5898,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5899,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5900,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5901,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5902,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5903,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5904,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
5905,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
5906,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
5907,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5908,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5909,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5910,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5911,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Cropland
5912,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5913,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
5914,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5915,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
5916,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5917,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5918,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5919,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5920,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
