Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGB_M_R
1819,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1820,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1821,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1822,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
1823,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
1824,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
1825,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
1826,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1827,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1828,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1829,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
1830,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1831,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1832,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1833,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1834,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1835,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1836,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1837,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1838,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1839,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1840,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
1841,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1842,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1843,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1844,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1845,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1846,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1847,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1848,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1849,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1850,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1851,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1852,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1853,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
1854,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1855,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
1856,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1857,Forest,Forest,Water,Water,Water,Water,Water,Forest
1858,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1859,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1860,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1861,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1862,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1863,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1864,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1865,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1866,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1867,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1868,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1869,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1870,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1871,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1872,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1873,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1874,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1875,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1876,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1877,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1878,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1879,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1880,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1881,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1882,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1883,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1884,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1885,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1886,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1887,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1888,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1889,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1890,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1891,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1892,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1893,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1894,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1895,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1896,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1897,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1898,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1899,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1900,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1901,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
1902,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1903,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1904,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1905,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1906,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1907,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1908,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1909,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1910,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1911,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1912,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1913,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1914,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1915,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1916,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1917,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1918,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1919,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1920,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1921,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1922,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1923,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1924,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1925,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1926,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1927,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1928,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1929,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1930,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1931,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1932,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1933,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1934,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1935,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1936,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1937,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1938,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1939,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1940,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1941,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1942,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1943,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1944,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1945,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1946,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1947,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1948,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1949,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1950,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1951,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1952,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1953,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1954,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1955,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1956,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Water
1957,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1958,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1959,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1960,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1961,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1962,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1963,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
