Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R
1178,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1179,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1180,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1181,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1182,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
1183,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1184,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1185,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1186,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
1187,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1188,Wetland,Built-up,Forest,Water,Non_Wetland,NULL,Forest
1189,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1190,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Forest
1191,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland
1192,Wetland,Water,NULL,Water,Non_Wetland,NULL,Grassland
1193,Wetland,Water,NULL,Water,Non_Wetland,NULL,Water
1194,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1195,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1196,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1197,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1198,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1199,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1200,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1201,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1202,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1203,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1204,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1205,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1206,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1207,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1208,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1209,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1210,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1211,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1212,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1213,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1214,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1215,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1216,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water
1217,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1218,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1219,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1220,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1221,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1222,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water
1223,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Forest
1224,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL
1225,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland
1226,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
1227,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland
1228,Wetland,Water,Wetland,NULL,Wetland,NULL,Water
1229,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
1230,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1231,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1232,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1233,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water
1234,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland
1235,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
1236,Wetland,Water,Wetland,Water,Wetland,NULL,Bareland
1237,Wetland,Water,Wetland,Water,Wetland,NULL,Water
1238,Wetland,Water,Wetland,Water,Wetland,NULL,Forest
1239,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1240,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
1241,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1242,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1243,Wetland,Water,Built-up,Water,Non_Wetland,NULL,Bareland
1244,Wetland,Water,Water,NULL,Water,NULL,Grassland
1245,Wetland,Water,Water,NULL,Water,NULL,Wetland
1246,Wetland,Water,Water,NULL,Water,NULL,Bareland
1247,Wetland,Water,Water,NULL,Water,NULL,Water
1248,Wetland,Water,Water,NULL,Water,NULL,Forest
1249,Wetland,Water,Water,Non_Water,Water,NULL,Wetland
1250,Wetland,Water,Water,Non_Water,Water,NULL,Water
1251,Wetland,Water,Water,Non_Water,Water,NULL,Forest
1252,Wetland,Water,Water,Water,Water,NULL,Grassland
1253,Wetland,Water,Water,Water,Water,NULL,Wetland
1254,Wetland,Water,Water,Water,Water,NULL,Bareland
1255,Wetland,Water,Water,Water,Water,NULL,Water
1256,Wetland,Water,Water,Water,Water,NULL,Forest
1257,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1258,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1259,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water
1260,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1261,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1262,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1263,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1264,Wetland,Water,Forest,Water,Non_Wetland,NULL,Grassland
1265,Wetland,Water,Forest,Water,Non_Wetland,NULL,Wetland
1266,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water
1267,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest
1268,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1269,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1270,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1271,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
1272,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1273,Wetland,Forest,Wetland,Water,Wetland,NULL,Bareland
1274,Wetland,Forest,Water,Water,Water,NULL,Water
1275,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1276,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1277,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1278,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1279,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1280,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
1281,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1282,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1283,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
1284,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1285,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water
1286,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1287,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1288,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
1289,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1290,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Wetland
1291,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1292,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water
1293,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1294,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1295,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1296,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1297,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1298,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1299,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1300,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1301,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1302,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1303,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1304,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1305,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1306,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1307,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1308,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1309,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1310,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1311,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1312,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1313,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1314,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1315,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1316,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1317,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1318,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1319,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
1320,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1321,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1322,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1323,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Water
1324,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1325,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
1326,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1327,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
1328,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1329,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1330,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1331,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1332,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1333,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
1334,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1335,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1336,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
1337,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1338,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water
1339,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1340,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
1341,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland
1342,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland
1343,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water
1344,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
1345,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1346,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1347,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1348,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water
1349,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1350,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland
1351,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland
1352,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland
1353,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
1354,Bareland,NULL,Wetland,Water,Wetland,NULL,Forest
1355,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1356,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1357,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1358,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1359,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1360,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1361,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water
1362,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Forest
1363,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1364,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1365,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1366,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1367,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1368,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1369,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1370,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1371,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water
1372,Bareland,NULL,Water,NULL,Water,NULL,Grassland
1373,Bareland,NULL,Water,NULL,Water,NULL,Wetland
1374,Bareland,NULL,Water,NULL,Water,NULL,Bareland
1375,Bareland,NULL,Water,NULL,Water,NULL,Water
1376,Bareland,NULL,Water,NULL,Water,NULL,Forest
1377,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland
1378,Bareland,NULL,Water,Non_Water,Water,NULL,Bareland
1379,Bareland,NULL,Water,Non_Water,Water,NULL,Water
1380,Bareland,NULL,Water,Non_Water,Water,NULL,Forest
1381,Bareland,NULL,Water,Water,Water,NULL,Grassland
1382,Bareland,NULL,Water,Water,Water,NULL,Wetland
1383,Bareland,NULL,Water,Water,Water,NULL,Bareland
1384,Bareland,NULL,Water,Water,Water,NULL,Water
1385,Bareland,NULL,Water,Water,Water,NULL,Forest
1386,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1387,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1388,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1389,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1390,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water
1391,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1392,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1393,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1394,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
1395,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1396,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1397,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1398,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1399,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1400,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Water
1401,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1402,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1403,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1404,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,Water
1405,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1406,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1407,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
1408,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1409,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1410,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1411,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland
1412,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
1413,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1414,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland
1415,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
1416,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1417,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water
1418,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
1419,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Water
1420,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1421,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
1422,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1423,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland
1424,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1425,Bareland,Cropland,Water,NULL,Water,NULL,Grassland
1426,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1427,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland
1428,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1429,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,Bareland
1430,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1431,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland
1432,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
1433,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Water
1434,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1435,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1436,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1437,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water
1438,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
1439,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,Bareland
1440,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,Water
1441,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,Forest
1442,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
1443,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1444,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1445,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1446,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1447,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1448,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1449,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1450,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1451,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1452,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1453,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1454,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1455,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1456,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1457,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1458,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
1459,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1460,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1461,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
1462,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1463,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1464,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1465,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1466,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1467,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1468,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1469,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1470,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
1471,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1472,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1473,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1474,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
1475,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
1476,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
1477,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1478,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1479,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1480,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1481,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
1482,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1483,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1484,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
1485,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
1486,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Water
1487,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1488,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL
1489,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1490,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1491,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1492,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water
1493,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1494,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1495,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1496,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
1497,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1498,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1499,Bareland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1500,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1501,Bareland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1502,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
1503,Bareland,Wetland,Wetland,Water,Wetland,NULL,Forest
1504,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1505,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland
1506,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Water
1507,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1508,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1509,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
1510,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Bareland
1511,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Water
1512,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1513,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
1514,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
1515,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1516,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1517,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,Grassland
1518,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,Bareland
1519,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,Water
1520,Bareland,Wetland,Water,NULL,Water,NULL,NULL
1521,Bareland,Wetland,Water,NULL,Water,NULL,Grassland
1522,Bareland,Wetland,Water,NULL,Water,NULL,Wetland
1523,Bareland,Wetland,Water,NULL,Water,NULL,Bareland
1524,Bareland,Wetland,Water,NULL,Water,NULL,Water
1525,Bareland,Wetland,Water,NULL,Water,NULL,Forest
1526,Bareland,Wetland,Water,Non_Water,Water,NULL,Grassland
1527,Bareland,Wetland,Water,Non_Water,Water,NULL,Wetland
1528,Bareland,Wetland,Water,Non_Water,Water,NULL,Bareland
1529,Bareland,Wetland,Water,Non_Water,Water,NULL,Water
1530,Bareland,Wetland,Water,Non_Water,Water,NULL,Forest
1531,Bareland,Wetland,Water,Water,Water,NULL,Grassland
1532,Bareland,Wetland,Water,Water,Water,NULL,Wetland
1533,Bareland,Wetland,Water,Water,Water,NULL,Bareland
1534,Bareland,Wetland,Water,Water,Water,NULL,Water
1535,Bareland,Wetland,Water,Water,Water,NULL,Forest
1536,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
1537,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1538,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1539,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
1540,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1541,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1542,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1543,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1544,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1545,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1546,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1547,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1548,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1549,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
1550,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1551,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1552,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
1553,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
