Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R
1471,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1472,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
1473,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
1474,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1475,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
1476,Water,Wetland,Water,NULL,Water,Water,Water,Bareland
1477,Water,Wetland,Water,NULL,Water,Water,Water,Water
1478,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1479,Water,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
1480,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1481,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1482,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1483,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1484,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1485,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1486,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1487,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1488,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1489,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1490,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1491,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1492,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
1493,Water,Wetland,Water,Water,Water,NULL,Water,Forest
1494,Water,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
1495,Water,Wetland,Water,Water,Water,Wetland,Grassland,Forest
1496,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1497,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1498,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
1499,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1500,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
1501,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
1502,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1503,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1504,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
1505,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
1506,Water,Wetland,Water,Water,Water,Water,Grassland,Water
1507,Water,Wetland,Water,Water,Water,Water,Grassland,Forest
1508,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1509,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
1510,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1511,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1512,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1513,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1514,Water,Wetland,Water,Water,Water,Water,Water,Bareland
1515,Water,Wetland,Water,Water,Water,Water,Water,Water
1516,Water,Wetland,Water,Water,Water,Water,Water,Forest
1517,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1518,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1519,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1520,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1521,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1522,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1523,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1524,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1525,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1526,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1527,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1528,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1529,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1530,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1531,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1532,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1533,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1534,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1535,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1536,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1537,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1538,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1539,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1540,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1541,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1542,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1543,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1544,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1545,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1546,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1547,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1548,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1549,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1550,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1551,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
1552,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1553,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1554,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
1555,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Forest
1556,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1557,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1558,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
1559,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1560,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1561,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1562,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Bareland
1563,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1564,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1565,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1566,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1567,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1568,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1569,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1570,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1571,Water,Bareland,Water,Water,Water,Water,Water,Water
1572,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1573,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1574,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1575,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1576,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1577,Water,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
1578,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
1579,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1580,Water,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1581,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
1582,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1583,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1584,Water,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1585,Water,Built-up,Bareland,Water,Non_Wetland,Water,Wetland,Water
1586,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1587,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1588,Water,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
1589,Water,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1590,Water,Built-up,Water,NULL,Water,Water,Bareland,Forest
1591,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Grassland
1592,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1593,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1594,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1595,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1596,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1597,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1598,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1599,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1600,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1601,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1602,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1603,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1604,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1605,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1606,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1607,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1608,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1609,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1610,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1611,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1612,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1613,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1614,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1615,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1616,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1617,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1618,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1619,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1620,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1621,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1622,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1623,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1624,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1625,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
1626,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1627,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1628,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1629,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1630,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1631,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1632,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
1633,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1634,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1635,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1636,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
1637,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1638,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1639,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1640,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1641,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1642,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1643,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1644,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1645,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1646,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1647,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1648,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1649,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1650,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1651,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1652,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1653,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1654,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1655,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1656,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1657,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1658,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1659,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1660,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1661,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1662,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1663,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1664,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1665,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1666,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1667,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1668,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1669,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1670,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1671,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1672,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1673,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1674,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
1675,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1676,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1677,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1678,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1679,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1680,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1681,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1682,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1683,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
1684,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1685,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1686,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1687,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1688,Water,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
1689,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1690,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1691,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1692,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1693,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1694,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1695,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1696,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
1697,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1698,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1699,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1700,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1701,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1702,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1703,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1704,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1705,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1706,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1707,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1708,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1709,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1710,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1711,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1712,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
1713,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1714,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1715,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1716,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1717,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1718,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1719,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1720,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1721,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1722,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1723,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1724,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1725,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
1726,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1727,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1728,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1729,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1730,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1731,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1732,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1733,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1734,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1735,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1736,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1737,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1738,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1739,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1740,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1741,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1742,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1743,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1744,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1745,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1746,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1747,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1748,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1749,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1750,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1751,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1752,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1753,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1754,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1755,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1756,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1757,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1758,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1759,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1760,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1761,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
1762,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1763,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1764,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1765,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1766,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1767,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1768,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1769,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1770,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1771,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1772,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1773,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1774,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1775,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1776,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1777,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1778,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1779,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
1780,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
1781,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1782,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1783,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1784,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1785,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1786,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1787,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1788,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1789,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1790,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1791,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
1792,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1793,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1794,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1795,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
1796,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1797,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1798,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1799,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1800,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
1801,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1802,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1803,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1804,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1805,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1806,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1807,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1808,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1809,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
