Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGB_M_R
2785,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2786,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2787,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2788,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2789,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2790,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2791,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
2792,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2793,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2794,Grassland,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2795,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2796,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2797,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2798,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
2799,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2800,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2801,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2802,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2803,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2804,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2805,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2806,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2807,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2808,Grassland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2809,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2810,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2811,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2812,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2813,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2814,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2815,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2816,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2817,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2818,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2819,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2820,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2821,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2822,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2823,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2824,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2825,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2826,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2827,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2828,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2829,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2830,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2831,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2832,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2833,Grassland,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2834,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2835,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
2836,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2837,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2838,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2839,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2840,Grassland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2841,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2842,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2843,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2844,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2845,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2846,Grassland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2847,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Forest
2848,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2849,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2850,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2851,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2852,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2853,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2854,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2855,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2856,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2857,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2858,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2859,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2860,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2861,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2862,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2863,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2864,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2865,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2866,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2867,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2868,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2869,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2870,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2871,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2872,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2873,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2874,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2875,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2876,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2877,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2878,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2879,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2880,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2881,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2882,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2883,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2884,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2885,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2886,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2887,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2888,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2889,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2890,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2891,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2892,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2893,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2894,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2895,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2896,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2897,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2898,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2899,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2900,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2901,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2902,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2903,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2904,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2905,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2906,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2907,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2908,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2909,Grassland,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
2910,Grassland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
2911,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2912,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2913,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2914,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2915,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2916,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2917,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2918,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2919,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2920,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2921,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2922,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2923,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2924,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2925,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2926,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2927,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2928,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2929,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2930,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2931,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2932,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2933,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2934,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2935,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2936,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2937,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2938,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2939,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2940,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2941,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2942,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2943,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2944,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2945,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2946,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2947,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2948,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2949,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2950,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2951,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2952,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2953,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2954,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2955,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2956,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2957,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2958,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2959,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2960,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
2961,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2962,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2963,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2964,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2965,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2966,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2967,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2968,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2969,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2970,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2971,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2972,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2973,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2974,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2975,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2976,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2977,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2978,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2979,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2980,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2981,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2982,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2983,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2984,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2985,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2986,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2987,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2988,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2989,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2990,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2991,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2992,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2993,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2994,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2995,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2996,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2997,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2998,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2999,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3000,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3001,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3002,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3003,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3004,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
3005,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3006,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3007,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3008,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3009,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3010,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3011,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3012,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3013,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3014,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3015,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3016,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3017,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3018,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3019,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3020,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3021,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3022,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3023,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3024,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3025,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3026,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3027,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3028,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3029,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3030,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3031,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3032,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3033,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3034,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3035,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3036,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3037,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3038,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3039,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3040,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3041,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3042,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3043,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3044,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3045,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3046,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3047,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3048,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3049,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3050,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3051,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3052,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3053,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3054,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3055,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3056,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3057,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3058,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3059,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3060,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3061,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3062,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3063,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3064,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3065,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
3066,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3067,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3068,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3069,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3070,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3071,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3072,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3073,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3074,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3075,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
3076,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3077,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3078,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3079,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3080,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3081,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3082,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
