Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVA_M_R
10696,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
10697,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Cropland
10698,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
10699,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
10700,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Built-up
10701,Water,NULL,Bareland,Water,Non_Wetland,Built-up,Grassland,Grassland
10702,Water,NULL,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
10703,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Grassland
10704,Water,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Bareland
10705,Water,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
10706,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
10707,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
10708,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
10709,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
10710,Water,NULL,Bareland,Water,Non_Wetland,Forest,Grassland,Grassland
10711,Water,NULL,Bareland,Water,Non_Wetland,Forest,Water,Grassland
10712,Water,NULL,Bareland,Water,Non_Wetland,Forest,Water,Water
10713,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
10714,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
10715,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10716,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10717,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10718,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
10719,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
10720,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10721,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10722,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10723,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10724,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10725,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
10726,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10727,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10728,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
10729,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
10730,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10731,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10732,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10733,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10734,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10735,Water,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
10736,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
10737,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
10738,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
10739,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10740,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
10741,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10742,Water,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10743,Water,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
10744,Water,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10745,Water,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10746,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10747,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10748,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
10749,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10750,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
10751,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10752,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
10753,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
10754,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Bareland
10755,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
10756,Water,NULL,Built-up,Water,Non_Wetland,NULL,Shrubland,Bareland
10757,Water,NULL,Built-up,Water,Non_Wetland,NULL,Built-up,Bareland
10758,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Bareland
10759,Water,NULL,Built-up,Water,Non_Wetland,Shrubland,NULL,Bareland
10760,Water,NULL,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10761,Water,NULL,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Bareland
10762,Water,NULL,Built-up,Water,Non_Wetland,Shrubland,Built-up,Grassland
10763,Water,NULL,Built-up,Water,Non_Wetland,Shrubland,Water,Grassland
10764,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
10765,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
10766,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Shrubland,Bareland
10767,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
10768,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
10769,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
10770,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
10771,Water,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
10772,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
10773,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
10774,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
10775,Water,NULL,Water,NULL,Water,Shrubland,Bareland,Bareland
10776,Water,NULL,Water,NULL,Water,Shrubland,Water,NULL
10777,Water,NULL,Water,NULL,Water,Shrubland,Water,Grassland
10778,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
10779,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
10780,Water,NULL,Water,NULL,Water,Forest,Water,Grassland
10781,Water,NULL,Water,Non_Water,Water,NULL,Bareland,Cropland
10782,Water,NULL,Water,Non_Water,Water,NULL,Bareland,Bareland
10783,Water,NULL,Water,Non_Water,Water,NULL,Water,Bareland
10784,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
10785,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
10786,Water,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
10787,Water,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
10788,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
10789,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
10790,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Forest
10791,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
10792,Water,NULL,Water,Non_Water,Water,Water,Water,Bareland
10793,Water,NULL,Water,Non_Water,Water,Water,Water,Water
10794,Water,NULL,Water,Non_Water,Water,Forest,Water,Grassland
10795,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
10796,Water,NULL,Water,Water,Water,NULL,Shrubland,Bareland
10797,Water,NULL,Water,Water,Water,NULL,Water,Grassland
10798,Water,NULL,Water,Water,Water,Shrubland,NULL,Grassland
10799,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
10800,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Cropland
10801,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
10802,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Bareland
10803,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Water
10804,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
10805,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
10806,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
10807,Water,NULL,Water,Water,Water,Shrubland,Water,Water
10808,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
10809,Water,NULL,Water,Water,Water,Built-up,NULL,Grassland
10810,Water,NULL,Water,Water,Water,Water,Shrubland,Grassland
10811,Water,NULL,Water,Water,Water,Water,Shrubland,Water
10812,Water,NULL,Water,Water,Water,Water,Water,Grassland
10813,Water,NULL,Water,Water,Water,Water,Water,Wetland
10814,Water,NULL,Water,Water,Water,Water,Water,Bareland
10815,Water,NULL,Water,Water,Water,Water,Water,Water
10816,Water,NULL,Water,Water,Water,Forest,Shrubland,Grassland
10817,Water,NULL,Water,Water,Water,Forest,Shrubland,Wetland
10818,Water,NULL,Water,Water,Water,Forest,Shrubland,Water
10819,Water,NULL,Water,Water,Water,Forest,Water,Grassland
10820,Water,NULL,Water,Water,Water,Forest,Water,Wetland
10821,Water,NULL,Water,Water,Water,Forest,Water,Bareland
10822,Water,NULL,Water,Water,Water,Forest,Water,Water
10823,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10824,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10825,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10826,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10827,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10828,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10829,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10830,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10831,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
10832,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
10833,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
10834,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10835,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10836,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10837,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10838,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
10839,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10840,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
10841,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
10842,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
10843,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
10844,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10845,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
10846,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10847,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
10848,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10849,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10850,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
10851,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
10852,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
10853,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10854,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10855,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10856,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10857,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10858,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10859,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10860,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
10861,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10862,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10863,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10864,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10865,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
10866,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10867,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
10868,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10869,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
10870,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10871,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Cropland
10872,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
10873,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10874,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10875,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10876,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10877,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10878,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10879,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
10880,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10881,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10882,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10883,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10884,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10885,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10886,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10887,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10888,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10889,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
10890,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
10891,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10892,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
10893,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
10894,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
10895,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10896,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10897,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
10898,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10899,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
10900,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
10901,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
10902,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10903,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10904,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10905,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
10906,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10907,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
10908,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
10909,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
10910,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
10911,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
10912,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10913,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Cropland
10914,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
10915,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
10916,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
10917,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
10918,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
10919,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
10920,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
10921,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
10922,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
10923,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
10924,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
10925,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Cropland
10926,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
10927,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10928,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10929,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
10930,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
10931,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
10932,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10933,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10934,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10935,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
10936,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
10937,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10938,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10939,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10940,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
10941,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
10942,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10943,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
10944,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
10945,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Cropland
10946,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
10947,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
10948,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10949,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10950,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
10951,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10952,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
10953,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10954,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
10955,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
10956,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10957,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
10958,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
10959,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10960,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
10961,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
10962,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
10963,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
10964,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10965,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
10966,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10967,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10968,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
10969,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
10970,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10971,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10972,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
10973,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10974,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
10975,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10976,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10977,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
10978,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10979,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
10980,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
10981,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
10982,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
10983,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10984,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
10985,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
10986,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
10987,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
10988,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
10989,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10990,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10991,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
10992,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Bareland
10993,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
10994,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10995,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
10996,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Water
10997,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
10998,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10999,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11000,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11001,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11002,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
11003,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
11004,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
11005,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
11006,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11007,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11008,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11009,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11010,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
11011,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
11012,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11013,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Cropland
11014,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
11015,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
11016,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
11017,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
11018,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
11019,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
11020,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
11021,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11022,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
11023,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
11024,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
11025,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
