Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKP_M_R
1425,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
1426,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
1427,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1428,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1429,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1430,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1431,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1432,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1433,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1434,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1435,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1436,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1437,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1438,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1439,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1440,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
1441,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1442,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1443,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1444,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1445,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1446,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
1447,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
1448,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1449,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Water
1450,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1451,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1452,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1453,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1454,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1455,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1456,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1457,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1458,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1459,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
1460,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Wetland
1461,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
1462,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
1463,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Water
1464,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1465,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1466,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1467,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1468,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Wetland
1469,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
1470,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1471,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1472,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1473,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1474,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1475,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
1476,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Wetland
1477,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
1478,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1479,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
1480,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1481,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
1482,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Water,Forest
1483,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1484,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
1485,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
1486,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
1487,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1488,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1489,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1490,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1491,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1492,NULL,NULL,Forest,NULL,Non_Wetland,Water,Built-up,Water
1493,NULL,NULL,Forest,NULL,Non_Wetland,Water,Built-up,Forest
1494,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1495,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1496,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1497,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1498,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1499,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1500,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
1501,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1502,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1503,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1504,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1505,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1506,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1507,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
1508,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1509,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1510,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
1511,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Built-up
1512,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Water
1513,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1514,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
1515,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Cropland
1516,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
1517,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1518,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1519,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1520,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1521,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1522,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
1523,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1524,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1525,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1526,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1527,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1528,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1529,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1530,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1531,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1532,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1533,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1534,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1535,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1536,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1537,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1538,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
1539,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1540,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1541,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1542,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Built-up,Forest
1543,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1544,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1545,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1546,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1547,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Forest
1548,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1549,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1550,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,NULL,Built-up
1551,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,NULL,Forest
1552,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1553,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1554,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,Forest,Grassland
1555,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
1556,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1557,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1558,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1559,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1560,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
1561,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
1562,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1563,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
1564,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
1565,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1566,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1567,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1568,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
1569,NULL,NULL,Forest,Water,Non_Wetland,NULL,Built-up,Grassland
1570,NULL,NULL,Forest,Water,Non_Wetland,NULL,Built-up,Water
1571,NULL,NULL,Forest,Water,Non_Wetland,NULL,Built-up,Forest
1572,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
1573,NULL,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
1574,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
1575,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Forest
1576,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1577,NULL,NULL,Forest,Water,Non_Wetland,Built-up,NULL,Forest
1578,NULL,NULL,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
1579,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Cropland
1580,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
1581,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1582,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1583,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1584,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1585,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1586,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1587,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1588,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1589,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1590,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1591,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
1592,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1593,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1594,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
1595,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1596,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1597,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1598,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1599,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
1600,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1601,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1602,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
1603,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1604,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
1605,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1606,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1607,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1608,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1609,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1610,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1611,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1612,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1613,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1614,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1615,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
1616,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1617,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1618,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1619,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1620,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1621,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1622,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1623,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
1624,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1625,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1626,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1627,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1628,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1629,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1630,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1631,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1632,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1633,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1634,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
1635,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1636,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1637,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1638,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1639,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1640,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
1641,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
1642,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1643,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1644,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1645,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1646,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
1647,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
1648,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1649,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1650,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1651,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1652,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1653,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1654,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1655,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1656,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1657,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1658,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1659,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1660,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1661,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1662,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1663,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1664,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1665,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1666,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1667,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1668,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1669,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
1670,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1671,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1672,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
1673,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1674,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1675,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1676,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
1677,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1678,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1679,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1680,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1681,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
1682,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1683,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
1684,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1685,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
1686,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1687,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
1688,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1689,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1690,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1691,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1692,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1693,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1694,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1695,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
1696,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1697,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1698,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
1699,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1700,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1701,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1702,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1703,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1704,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1705,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
1706,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1707,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1708,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1709,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
1710,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1711,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1712,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
1713,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1714,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1715,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1716,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1717,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
1718,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
1719,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1720,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1721,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1722,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
1723,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
1724,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
1725,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1726,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1727,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1728,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
1729,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
1730,Grassland,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
1731,Grassland,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
1732,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1733,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1734,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1735,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1736,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1737,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1738,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1739,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1740,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1741,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1742,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1743,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
1744,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1745,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1746,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1747,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1748,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1749,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1750,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1751,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1752,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
1753,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
