Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDS_M_R
1862,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1863,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
1864,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1865,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
1866,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1867,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1868,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1869,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1870,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1871,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1872,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1873,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1874,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1875,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1876,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1877,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
1878,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1879,Grassland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1880,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1881,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1882,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1883,Grassland,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Forest
1884,Grassland,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
1885,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1886,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1887,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1888,Grassland,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
1889,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1890,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1891,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1892,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1893,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1894,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1895,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1896,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1897,Grassland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1898,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1899,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1900,Grassland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1901,Grassland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1902,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1903,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1904,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1905,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1906,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1907,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1908,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1909,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1910,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1911,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1912,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1913,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1914,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1915,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1916,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1917,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1918,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1919,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1920,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1921,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1922,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1923,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1924,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1925,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1926,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1927,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1928,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1929,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
1930,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1931,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1932,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1933,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1934,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1935,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1936,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1937,Grassland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1938,Grassland,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1939,Grassland,Water,Water,NULL,Water,Water,Wetland,Water
1940,Grassland,Water,Water,NULL,Water,Water,Water,Water
1941,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1942,Grassland,Water,Water,Non_Water,Water,Water,Wetland,Water
1943,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
1944,Grassland,Water,Water,Water,Water,NULL,NULL,Water
1945,Grassland,Water,Water,Water,Water,Wetland,Wetland,Grassland
1946,Grassland,Water,Water,Water,Water,Wetland,Wetland,Water
1947,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
1948,Grassland,Water,Water,Water,Water,Wetland,Water,Water
1949,Grassland,Water,Water,Water,Water,Water,Wetland,Grassland
1950,Grassland,Water,Water,Water,Water,Water,Wetland,Water
1951,Grassland,Water,Water,Water,Water,Water,Wetland,Forest
1952,Grassland,Water,Water,Water,Water,Water,Water,Grassland
1953,Grassland,Water,Water,Water,Water,Water,Water,Water
1954,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1955,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1956,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1957,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1958,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1959,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1960,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1961,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1962,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1963,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1964,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1965,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1966,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1967,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1968,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1969,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1970,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1971,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1972,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1973,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1974,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1975,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1976,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1977,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1978,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1979,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1980,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1981,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1982,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1983,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1984,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1985,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1986,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1987,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1988,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1989,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1990,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1991,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1992,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1993,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1994,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1995,Grassland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1996,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1997,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1998,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1999,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2000,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2001,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2002,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2003,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2004,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2005,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2006,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2007,Grassland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2008,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2009,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2010,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2011,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2012,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2013,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2014,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2015,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2016,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2017,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2018,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2019,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2020,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2021,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2022,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2023,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2024,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2025,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2026,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2027,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2028,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
2029,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2030,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2031,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2032,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2033,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2034,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2035,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2036,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2037,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2038,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2039,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2040,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2041,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2042,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2043,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2044,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2045,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2046,Grassland,Forest,Water,NULL,Water,Water,Wetland,Grassland
2047,Grassland,Forest,Water,NULL,Water,Water,Wetland,Water
2048,Grassland,Forest,Water,NULL,Water,Water,Wetland,Forest
2049,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2050,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
2051,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2052,Grassland,Forest,Water,Non_Water,Water,Water,Wetland,Water
2053,Grassland,Forest,Water,Non_Water,Water,Water,Water,Grassland
2054,Grassland,Forest,Water,Non_Water,Water,Water,Water,Water
2055,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
2056,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
2057,Grassland,Forest,Water,Water,Water,NULL,Wetland,Water
2058,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2059,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
2060,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
2061,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
2062,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
2063,Grassland,Forest,Water,Water,Water,Water,Water,Water
2064,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2065,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2066,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2067,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2068,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2069,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2070,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2071,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2072,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2073,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2074,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2075,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2076,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2077,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2078,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2079,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2080,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2081,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2082,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2083,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2084,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2085,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2086,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2087,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2088,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2089,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2090,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2091,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2092,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
2093,Cropland,NULL,NULL,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
2094,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2095,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
2096,Cropland,NULL,NULL,Water,Non_Wetland,Built-up,Wetland,Forest
2097,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2098,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2099,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2100,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
2101,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
2102,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Grassland
2103,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2104,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2105,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
2106,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2107,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2108,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2109,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2110,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2111,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2112,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2113,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2114,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2115,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
2116,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2117,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
2118,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2119,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2120,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2121,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2122,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2123,Cropland,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Forest
2124,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2125,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2126,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2127,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2128,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2129,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2130,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2131,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
2132,Cropland,NULL,Wetland,Non_Water,Wetland,Built-up,Wetland,Grassland
2133,Cropland,NULL,Wetland,Non_Water,Wetland,Built-up,Bareland,Grassland
2134,Cropland,NULL,Wetland,Non_Water,Wetland,Built-up,Bareland,Forest
2135,Cropland,NULL,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
2136,Cropland,NULL,Wetland,Non_Water,Wetland,Built-up,Water,Wetland
2137,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2138,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2139,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2140,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2141,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2142,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2143,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2144,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2145,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2146,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
2147,Cropland,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
2148,Cropland,NULL,Wetland,Water,Wetland,Built-up,Water,Wetland
2149,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2150,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2151,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2152,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
2153,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2154,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2155,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2156,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2157,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2158,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2159,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2160,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2161,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2162,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2163,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2164,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2165,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
2166,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Water,Grassland
2167,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2168,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2169,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2170,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2171,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2172,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
2173,Cropland,NULL,Bareland,Water,Non_Wetland,Built-up,Wetland,Grassland
2174,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2175,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2176,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
2177,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
