Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVR_M_R
1053,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1054,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1055,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1056,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1057,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1058,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1059,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1060,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
1061,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
1062,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1063,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
1064,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1065,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1066,Bareland,Water,Water,NULL,Water,Water,Water,Grassland
1067,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
1068,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
1069,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1070,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1071,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1072,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1073,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1074,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1075,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1076,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1077,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1078,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1079,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
1080,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1081,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1082,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1083,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
1084,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1085,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1086,Water,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1087,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1088,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1089,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Forest
1090,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1091,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1092,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1093,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1094,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1095,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1096,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1097,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1098,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1099,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1100,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1101,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1102,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1103,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1104,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1105,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1106,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1107,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1108,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1109,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1110,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
1111,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1112,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1113,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1114,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
1115,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
1116,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1117,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1118,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1119,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1120,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
1121,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1122,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
1123,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1124,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1125,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1126,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1127,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1128,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1129,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1130,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1131,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1132,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1133,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1134,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1135,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1136,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
1137,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
1138,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1139,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1140,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1141,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1142,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1143,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1144,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1145,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1146,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1147,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1148,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1149,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1150,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1151,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1152,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1153,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1154,Water,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1155,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1156,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1157,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1158,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1159,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1160,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
1161,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1162,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1163,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1164,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1165,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1166,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1167,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1168,Water,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
1169,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1170,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1171,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1172,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1173,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1174,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1175,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1176,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1177,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1178,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1179,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
1180,Water,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
1181,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1182,Water,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
1183,Water,NULL,Water,NULL,Water,Water,Water,Forest
1184,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1185,Water,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
1186,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
1187,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
1188,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
1189,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
1190,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1191,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
1192,Water,NULL,Water,Water,Water,Wetland,Water,Forest
1193,Water,NULL,Water,Water,Water,Water,Water,Grassland
1194,Water,NULL,Water,Water,Water,Water,Water,Wetland
1195,Water,NULL,Water,Water,Water,Water,Water,Bareland
1196,Water,NULL,Water,Water,Water,Water,Water,Water
1197,Water,NULL,Water,Water,Water,Water,Water,Forest
1198,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1199,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1200,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1201,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1202,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1203,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1204,Water,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1205,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1206,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1207,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1208,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1209,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1210,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1211,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1212,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1213,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
1214,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1215,Water,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1216,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1217,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1218,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1219,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1220,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1221,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1222,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1223,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1224,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1225,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1226,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1227,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
1228,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
1229,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1230,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1231,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1232,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1233,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1234,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1235,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1236,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1237,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
1238,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1239,Water,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1240,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1241,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1242,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1243,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1244,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1245,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1246,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1247,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1248,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1249,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1250,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
1251,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1252,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1253,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1254,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1255,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1256,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1257,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1258,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1259,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1260,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1261,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1262,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1263,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1264,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1265,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1266,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1267,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1268,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1269,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1270,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1271,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1272,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1273,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1274,Water,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
1275,Water,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
1276,Water,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Water
1277,Water,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Forest
1278,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1279,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1280,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1281,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1282,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
1283,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1284,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1285,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1286,Water,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Forest
1287,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1288,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1289,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1290,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1291,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1292,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
1293,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1294,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
1295,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1296,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1297,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1298,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1299,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1300,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1301,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1302,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1303,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Water
1304,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1305,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1306,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1307,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1308,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1309,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1310,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1311,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1312,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1313,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1314,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1315,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1316,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1317,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1318,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1319,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1320,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1321,Water,Wetland,Water,NULL,Water,NULL,Water,Wetland
1322,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1323,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1324,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
1325,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1326,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1327,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
1328,Water,Wetland,Water,NULL,Water,Water,Bareland,Water
1329,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1330,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
1331,Water,Wetland,Water,NULL,Water,Water,Water,Water
1332,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1333,Water,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
1334,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1335,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1336,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1337,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1338,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1339,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
1340,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1341,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1342,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1343,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1344,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1345,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
1346,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
1347,Water,Wetland,Water,Water,Water,NULL,Water,Forest
1348,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
1349,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1350,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1351,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1352,Water,Wetland,Water,Water,Water,Wetland,Bareland,Forest
1353,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
1354,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
1355,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1356,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1357,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
1358,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1359,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
1360,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1361,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1362,Water,Wetland,Water,Water,Water,Water,Bareland,Wetland
1363,Water,Wetland,Water,Water,Water,Water,Bareland,Water
1364,Water,Wetland,Water,Water,Water,Water,Bareland,Forest
1365,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1366,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1367,Water,Wetland,Water,Water,Water,Water,Water,Bareland
1368,Water,Wetland,Water,Water,Water,Water,Water,Water
1369,Water,Wetland,Water,Water,Water,Water,Water,Forest
1370,Water,Wetland,Water,Water,Water,Forest,Wetland,Forest
1371,Water,Wetland,Water,Water,Water,Forest,Water,Forest
1372,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1373,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1374,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1375,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1376,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1377,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1378,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1379,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1380,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1381,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1382,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1383,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1384,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1385,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
1386,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
1387,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
1388,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1389,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1390,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1391,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1392,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
