Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBF_M_R
1909,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1910,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1911,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1913,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1914,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1915,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1916,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1917,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1918,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1919,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1920,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1921,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1922,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1923,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1924,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1925,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1926,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1927,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1928,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1929,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1930,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1931,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1932,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1933,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1934,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1935,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1936,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1937,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1938,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1939,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1940,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1941,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1942,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1943,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1944,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1945,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1946,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1947,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1948,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1949,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1950,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1951,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1952,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1953,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1954,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1955,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1956,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1957,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1958,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1959,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1960,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1961,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1962,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1963,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1964,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1965,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1966,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1967,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1968,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1969,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1970,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1971,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1972,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1973,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1974,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1975,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1976,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1977,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1978,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1979,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1980,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1981,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1982,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1983,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1984,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1985,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1986,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1987,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1988,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1989,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1990,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1991,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1992,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1993,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1994,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1995,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1996,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1997,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1998,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1999,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2000,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2001,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2002,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2003,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2004,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2005,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2006,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2007,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2008,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2009,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2010,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
2011,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2012,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
2013,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2014,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2015,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2016,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
2017,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
2018,Water,Bareland,Water,Water,Water,NULL,NULL,Water
2019,Water,Bareland,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
2020,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
2021,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2022,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2023,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2024,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2025,Water,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,NULL,NULL,Bareland
2026,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2027,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2028,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2029,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2030,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2031,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2032,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2033,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2034,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2035,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2036,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2037,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2038,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2039,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2040,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2041,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2042,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2043,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2044,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2045,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2046,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
2047,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
2048,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2049,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2050,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2051,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2052,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2053,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2054,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2055,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2056,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2057,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2058,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2059,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2060,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2061,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2062,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2063,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2064,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2065,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2066,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2067,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2068,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2069,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2070,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2071,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
2072,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
2073,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2074,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2075,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2076,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2077,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
2078,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2079,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2080,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2081,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2082,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2083,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2084,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
2085,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2086,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2087,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2088,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2089,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2090,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2091,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2092,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2093,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2094,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2095,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2096,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2097,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2098,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2099,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2100,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2101,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2102,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2103,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2104,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2105,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2106,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2107,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2108,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2109,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2110,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2111,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2112,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2113,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2114,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2115,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2116,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2117,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2118,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2119,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2120,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2121,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2122,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2123,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2124,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2125,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2126,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2127,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2128,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2129,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2130,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2131,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2132,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2133,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2134,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2135,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2136,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2137,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2138,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2139,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2140,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2141,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2142,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2143,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2144,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2145,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2146,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2147,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2148,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2149,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2150,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2151,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2152,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2153,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2154,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2155,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2156,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2157,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2158,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2159,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2160,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2161,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2162,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2163,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2164,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2165,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2166,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2167,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2168,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2169,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2170,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2171,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2172,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2173,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2174,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2175,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2176,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2177,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2178,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2179,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2180,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2181,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2182,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2183,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2184,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2185,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2186,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2187,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2188,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2189,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2190,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2191,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2192,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2193,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2194,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2195,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2196,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2197,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2198,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2199,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2200,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2201,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2202,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2203,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2204,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2205,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2206,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2207,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2208,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2209,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2210,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2211,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2212,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2213,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2214,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
2215,Water,Water,Water,NULL,Water,NULL,NULL,Water
2216,Water,Water,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2217,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2218,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2219,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2220,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2221,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2222,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2223,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2224,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2225,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2226,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2227,Water,Water,Water,Water,Water,NULL,NULL,Water
2228,Water,Water,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
2229,Water,Water,Water,Water,Water,NULL,NULL,Forest
2230,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2231,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2232,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2233,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2234,Water,Water,Permanent_ice_and_snow,Non_Water,Non_Wetland,NULL,NULL,Bareland
2235,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Water
2236,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2237,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2238,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2239,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2240,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2241,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2242,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2243,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2244,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2245,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2246,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2247,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2248,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2249,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2250,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2251,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2252,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2253,Water,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2254,Water,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
