Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R
2105,Forest,Wetland,Water,Water,Water,Water
2106,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2107,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2108,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2109,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2110,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2111,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
2112,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2113,Forest,Wetland,Forest,Water,Non_Wetland,Water
2114,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
2115,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2116,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
2117,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2118,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
2119,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water
2120,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2121,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
2122,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2123,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
2124,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up
2125,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
2126,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
2127,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
2128,Forest,Bareland,Cropland,NULL,Non_Wetland,Cropland
2129,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
2130,Forest,Bareland,Cropland,NULL,Non_Wetland,Built-up
2131,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2132,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2133,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2134,Forest,Bareland,Bareland,NULL,Non_Wetland,Built-up
2135,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
2136,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL
2137,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland
2138,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland
2139,Forest,Bareland,Built-up,NULL,Non_Wetland,Built-up
2140,Forest,Bareland,Built-up,NULL,Non_Wetland,Forest
2141,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
2142,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2143,Forest,Bareland,Forest,NULL,Non_Wetland,Cropland
2144,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2145,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up
2146,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2147,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2148,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2149,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2150,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2151,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2152,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
2153,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2154,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2155,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2156,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2157,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2158,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2159,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2160,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2161,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2162,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2163,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2164,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2165,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2166,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2167,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2168,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL
2169,Forest,Built-up,Wetland,Non_Water,Wetland,Water
2170,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
2171,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2172,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
2173,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2174,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2175,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2176,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2177,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2178,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2179,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2180,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2181,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2182,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2183,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2184,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2185,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2186,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2187,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2188,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2189,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2190,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2191,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2192,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2193,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2194,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2195,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2196,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2197,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
2198,Forest,Water,Shrubland,Water,Non_Wetland,Water
2199,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2200,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2201,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
2202,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2203,Forest,Water,Grassland,NULL,Non_Wetland,Water
2204,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2205,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2206,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2207,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2208,Forest,Water,Cropland,Water,Non_Wetland,Forest
2209,Forest,Water,Wetland,NULL,Wetland,Forest
2210,Forest,Water,Wetland,Non_Water,Wetland,Cropland
2211,Forest,Water,Wetland,Water,Wetland,Forest
2212,Forest,Water,Bareland,NULL,Non_Wetland,NULL
2213,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2214,Forest,Water,Bareland,NULL,Non_Wetland,Water
2215,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2216,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2217,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2218,Forest,Water,Water,NULL,Water,Water
2219,Forest,Water,Water,NULL,Water,Forest
2220,Forest,Water,Water,Non_Water,Water,Water
2221,Forest,Water,Water,Water,Water,Grassland
2222,Forest,Water,Water,Water,Water,Water
2223,Forest,Water,Water,Water,Water,Forest
2224,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2225,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2226,Forest,Water,Forest,NULL,Non_Wetland,Water
2227,Forest,Water,Forest,NULL,Non_Wetland,Forest
2228,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
2229,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2230,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2231,Forest,Water,Forest,Water,Non_Wetland,Forest
2232,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2233,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2234,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2235,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2236,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2237,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2238,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2239,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2240,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2241,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2242,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2243,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2244,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2245,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2246,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2247,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2248,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2249,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2250,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2251,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2252,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2253,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2254,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2255,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2256,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2257,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2258,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2259,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2260,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2261,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2262,Forest,Forest,Wetland,NULL,Wetland,Forest
2263,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2264,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2265,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2266,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2267,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2268,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2269,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
2270,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2271,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2272,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2273,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2274,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2275,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2276,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2277,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2278,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2279,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2280,Forest,Forest,Water,NULL,Water,Grassland
2281,Forest,Forest,Water,NULL,Water,Cropland
2282,Forest,Forest,Water,NULL,Water,Forest
2283,Forest,Forest,Water,Water,Water,Grassland
2284,Forest,Forest,Water,Water,Water,Forest
2285,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2286,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2287,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2288,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2289,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2290,Forest,Forest,Forest,NULL,Non_Wetland,Water
2291,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2292,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2293,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2294,Forest,Forest,Forest,Water,Non_Wetland,Forest
