Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFD_M_R
1408,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1409,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1410,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1411,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1412,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1413,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1414,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1415,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1416,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1417,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1418,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1419,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1420,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1421,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1422,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1423,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1424,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1425,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1426,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1427,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1428,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1429,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1430,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1431,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1432,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
1433,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1434,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1435,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1436,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1437,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1438,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1439,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1440,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1441,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1442,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1443,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1444,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1445,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1446,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1447,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
1448,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1449,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1450,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1451,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1452,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1453,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1454,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1455,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1456,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1457,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1458,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1459,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1460,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1461,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1462,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1463,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1464,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1465,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1466,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1467,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1468,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1469,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1470,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1471,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1472,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1473,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1474,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
1475,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1476,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1477,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1478,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
1479,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1480,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1481,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1482,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1483,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1484,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1485,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1486,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1487,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1488,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1489,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1490,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1491,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1492,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1493,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1494,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1495,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1496,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1497,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1498,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
1499,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1500,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
1501,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1502,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1503,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1504,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1505,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1506,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1507,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1508,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1509,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
1510,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1511,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1512,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1513,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1514,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1515,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1516,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
1517,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1518,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1519,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1520,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1521,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1522,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1523,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
1524,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
1525,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1526,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1527,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1528,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1529,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1530,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1531,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1532,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1533,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
1534,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
1535,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1536,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
1537,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1538,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
1539,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1540,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
1541,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Water
1542,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
1543,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1544,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1545,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1546,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1547,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1548,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1549,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1550,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1551,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1552,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1553,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1554,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1555,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1556,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1557,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1558,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1559,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1560,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1561,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1562,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1563,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
1564,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1565,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1566,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1567,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
1568,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
1569,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1570,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1571,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1572,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1573,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1574,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
1575,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1576,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1577,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1578,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1579,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1580,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1581,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1582,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1583,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1584,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1585,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1586,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1587,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1588,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1589,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1590,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1591,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1592,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1593,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
1594,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1595,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1596,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1597,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1598,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1599,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1600,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1601,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1602,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1603,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1604,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
1605,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1606,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1607,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1608,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1609,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1610,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1611,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1612,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1613,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1614,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
1615,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1616,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1617,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1618,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1619,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1620,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1621,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1622,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1623,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1624,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1625,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1626,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1627,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1628,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1629,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1630,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1631,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1632,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1633,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1634,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1635,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1636,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1637,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1638,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1639,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1640,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1641,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1642,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1643,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1644,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1645,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1646,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1647,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1648,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1649,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1650,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1651,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1652,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1653,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1654,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1655,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1656,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1657,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1658,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1659,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1660,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1661,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1662,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
1663,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1664,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1665,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
1666,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1667,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1668,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1669,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1670,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
1671,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
1672,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1673,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1674,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1675,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1676,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1677,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1678,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1679,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1680,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1681,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1682,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1683,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1684,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1685,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1686,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1687,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1688,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1689,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1690,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1691,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1692,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1693,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1694,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1695,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1696,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1697,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1698,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1699,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1700,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
1701,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1702,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1703,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1704,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1705,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1706,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1707,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1708,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1709,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1710,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1711,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1712,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1713,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1714,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1715,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1716,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1717,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1718,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1719,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1720,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
