Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPE_M_R
14334,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
14335,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
14336,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
14337,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
14338,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14339,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
14340,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
14341,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
14342,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
14343,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
14344,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14345,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14346,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
14347,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
14348,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14349,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14350,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14351,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14352,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
14353,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14354,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
14355,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14356,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
14357,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
14358,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14359,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
14360,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14361,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
14362,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14363,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
14364,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
14365,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
14366,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
14367,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14368,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14369,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
14370,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
14371,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
14372,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
14373,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
14374,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
14375,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
14376,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14377,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
14378,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14379,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
14380,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
14381,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
14382,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
14383,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
14384,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14385,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
14386,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
14387,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
14388,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
14389,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14390,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14391,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14392,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
14393,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14394,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
14395,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
14396,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
14397,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
14398,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
14399,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
14400,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
14401,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
14402,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14403,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
14404,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14405,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
14406,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14407,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14408,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14409,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
14410,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
14411,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
14412,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
14413,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
14414,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
14415,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
14416,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
14417,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14418,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14419,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
14420,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
14421,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
14422,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
14423,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14424,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14425,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
14426,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
14427,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14428,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
14429,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14430,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
14431,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
14432,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
14433,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
14434,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
14435,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
14436,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
14437,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
14438,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
14439,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
14440,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
14441,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14442,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
14443,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
14444,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Cropland
14445,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
14446,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Water
14447,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
14448,Water,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Water
14449,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland,Cropland
14450,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Forest
14451,Water,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
14452,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
14453,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
14454,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
14455,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Cropland
14456,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14457,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14458,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
14459,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
14460,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
14461,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Water
14462,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Grassland
14463,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Bareland
14464,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
14465,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
14466,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
14467,Water,Cropland,Water,Water,Water,Shrubland,Shrubland,Water
14468,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
14469,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
14470,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
14471,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
14472,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14473,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
14474,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14475,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
14476,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
14477,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
14478,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
14479,Water,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
14480,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
14481,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Water
14482,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14483,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
14484,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
14485,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Water
14486,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
14487,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
14488,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14489,Water,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
14490,Water,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
14491,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
14492,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
14493,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Water
14494,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
14495,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
14496,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
14497,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
14498,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14499,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
14500,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
14501,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14502,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14503,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14504,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
14505,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14506,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
14507,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
14508,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
14509,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
14510,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
14511,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
14512,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
14513,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
14514,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
14515,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
14516,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Cropland
14517,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
14518,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
14519,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
14520,Water,Wetland,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
14521,Water,Wetland,NULL,Water,Non_Wetland,NULL,Forest,Forest
14522,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
14523,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
14524,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Forest
14525,Water,Wetland,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
14526,Water,Wetland,NULL,Water,Non_Wetland,Water,Shrubland,Water
14527,Water,Wetland,NULL,Water,Non_Wetland,Water,Shrubland,Forest
14528,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
14529,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
14530,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
14531,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14532,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
14533,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
14534,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
14535,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14536,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14537,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
14538,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
14539,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
14540,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
14541,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14542,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
14543,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
14544,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
14545,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
14546,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14547,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14548,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
14549,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14550,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14551,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14552,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14553,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
14554,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14555,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
14556,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
14557,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14558,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
14559,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
14560,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
14561,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
14562,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
14563,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
14564,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
14565,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
14566,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
14567,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
14568,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
14569,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
14570,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
14571,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
14572,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
14573,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
14574,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
14575,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
14576,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
14577,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
14578,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Forest,Forest
14579,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
14580,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
14581,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
14582,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14583,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14584,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
14585,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14586,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
14587,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14588,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
14589,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
14590,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
14591,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
14592,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Forest,Wetland
14593,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Shrubland,Cropland
14594,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
14595,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
14596,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
14597,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
14598,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
14599,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
14600,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
14601,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
14602,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14603,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
14604,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
14605,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
14606,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
14607,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Water
14608,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
14609,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
14610,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
14611,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
14612,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
14613,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
14614,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
14615,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
14616,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
14617,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Cropland
14618,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
14619,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
14620,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
14621,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
14622,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
14623,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Cropland
14624,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
14625,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
14626,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
14627,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
14628,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
14629,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,NULL
14630,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
14631,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
14632,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
14633,Water,Wetland,Wetland,Water,Wetland,NULL,Water,NULL
14634,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
14635,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
14636,Water,Wetland,Wetland,Water,Wetland,NULL,Forest,Grassland
14637,Water,Wetland,Wetland,Water,Wetland,NULL,Forest,Forest
14638,Water,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
14639,Water,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
14640,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,NULL
14641,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
14642,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
14643,Water,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Forest
14644,Water,Wetland,Wetland,Water,Wetland,Grassland,Shrubland,Cropland
