Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFQ_M_R
1812,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1813,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1814,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1815,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1816,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1817,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1818,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1819,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1820,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1821,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1822,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1823,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1824,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
1825,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1826,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1827,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1828,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1829,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Forest
1830,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1831,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1832,Forest,Water,Water,NULL,Water,NULL,Water,Water
1833,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1834,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1835,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1836,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1837,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1838,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1839,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1840,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1841,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1842,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1843,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
1844,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1845,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1846,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1847,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
1848,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1849,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1850,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1851,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1852,Forest,Water,Water,NULL,Water,Water,Water,Water
1853,Forest,Water,Water,NULL,Water,Water,Water,Forest
1854,Forest,Water,Water,NULL,Water,Water,Forest,Water
1855,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1856,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1857,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1858,Forest,Water,Water,NULL,Water,Forest,Water,Water
1859,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1860,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1861,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1862,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
1863,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1864,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1865,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
1866,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1867,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1868,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1869,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
1870,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1871,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1872,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1873,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1874,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
1875,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1876,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1877,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1878,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1879,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1880,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
1881,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
1882,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1883,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1884,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1885,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
1886,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1887,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1888,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1889,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1890,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
1891,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1892,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1893,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
1894,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1895,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1896,Forest,Water,Water,Water,Water,NULL,Water,Grassland
1897,Forest,Water,Water,Water,Water,NULL,Water,Water
1898,Forest,Water,Water,Water,Water,NULL,Water,Forest
1899,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1900,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1901,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1902,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
1903,Forest,Water,Water,Water,Water,Grassland,Water,Water
1904,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1905,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
1906,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1907,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1908,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1909,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1910,Forest,Water,Water,Water,Water,Wetland,Water,Water
1911,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1912,Forest,Water,Water,Water,Water,Wetland,Forest,Water
1913,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1914,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
1915,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
1916,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1917,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
1918,Forest,Water,Water,Water,Water,Water,Wetland,Water
1919,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1920,Forest,Water,Water,Water,Water,Water,Water,Grassland
1921,Forest,Water,Water,Water,Water,Water,Water,Wetland
1922,Forest,Water,Water,Water,Water,Water,Water,Water
1923,Forest,Water,Water,Water,Water,Water,Water,Forest
1924,Forest,Water,Water,Water,Water,Water,Forest,Grassland
1925,Forest,Water,Water,Water,Water,Water,Forest,Water
1926,Forest,Water,Water,Water,Water,Water,Forest,Forest
1927,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1928,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1929,Forest,Water,Water,Water,Water,Forest,Water,Water
1930,Forest,Water,Water,Water,Water,Forest,Water,Forest
1931,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1932,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1933,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1934,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1935,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1936,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1937,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1938,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1939,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1940,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1941,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1942,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1943,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1944,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1945,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1946,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1947,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1948,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1949,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1950,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1951,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1952,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1953,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1954,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1955,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1956,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1957,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1958,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1959,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1960,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1961,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1962,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1963,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1964,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1965,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1966,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1967,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1968,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1969,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1970,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1971,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1972,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1973,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1974,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1975,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1976,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1977,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1978,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1979,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1980,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1981,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1982,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1983,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1984,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1985,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1986,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1987,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1988,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1989,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1990,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1991,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1992,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1993,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1994,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1995,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1996,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1997,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1998,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1999,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2000,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2001,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
2002,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2003,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2004,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2005,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2006,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2007,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2008,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2009,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2010,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2011,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2012,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2013,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2014,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2015,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2016,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2017,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2018,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2019,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2020,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2021,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2022,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2023,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2024,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2025,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2026,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2027,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2028,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2029,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2030,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2031,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2032,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2033,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2034,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2035,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2036,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2037,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2038,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2039,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2040,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2041,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
2042,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
2043,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2044,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2045,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2046,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2047,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2048,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2049,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2050,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2051,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2052,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
2053,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2054,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2055,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2056,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2057,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2058,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2059,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2060,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2061,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2062,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2063,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2064,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2065,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2066,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2067,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2068,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
2069,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2070,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2071,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
2072,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2073,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2074,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
2075,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2076,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2077,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2078,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2079,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2080,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
2081,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2082,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2083,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
2084,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2085,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2086,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2087,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2088,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2089,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2090,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2091,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2092,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2093,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2094,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2095,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2096,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2097,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2098,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2099,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2100,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2101,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2102,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2103,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2104,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2105,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2106,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2107,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2108,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2109,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2110,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2111,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2112,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2113,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2114,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2115,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2116,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2117,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2118,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2119,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2120,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
2121,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
2122,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2123,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2124,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2125,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2126,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2127,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2128,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2129,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Water
2130,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2131,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2132,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2133,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2134,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2135,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2136,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2137,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2138,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2139,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2140,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2141,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
2142,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2143,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2144,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2145,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2146,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2147,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2148,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2149,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2150,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2151,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
2152,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2153,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2154,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2155,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2156,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2157,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2158,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2159,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2160,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2161,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2162,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2163,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2164,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2165,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
2166,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2167,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
2168,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2169,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2170,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2171,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2172,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
2173,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
