Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEP_M_R
10514,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
10515,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
10516,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
10517,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
10518,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10519,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
10520,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
10521,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
10522,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
10523,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
10524,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10525,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
10526,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
10527,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
10528,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
10529,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
10530,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
10531,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
10532,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
10533,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
10534,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
10535,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
10536,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
10537,Water,Water,NULL,Water,Non_Wetland,Shrubland,Wetland,Forest
10538,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
10539,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
10540,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
10541,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
10542,Water,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
10543,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
10544,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
10545,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
10546,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
10547,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
10548,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
10549,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
10550,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
10551,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
10552,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
10553,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
10554,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
10555,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Wetland
10556,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
10557,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
10558,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
10559,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
10560,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
10561,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
10562,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Wetland
10563,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
10564,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
10565,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
10566,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
10567,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
10568,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
10569,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
10570,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
10571,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
10572,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
10573,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
10574,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
10575,Water,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
10576,Water,Water,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
10577,Water,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
10578,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Grassland
10579,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Wetland
10580,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
10581,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
10582,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Wetland
10583,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
10584,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
10585,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10586,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10587,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10588,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10589,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10590,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10591,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
10592,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10593,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
10594,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10595,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10596,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10597,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10598,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10599,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10600,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10601,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10602,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10603,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10604,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
10605,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10606,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
10607,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10608,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
10609,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
10610,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10611,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
10612,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
10613,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10614,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10615,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10616,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10617,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10618,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
10619,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10620,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10621,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
10622,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10623,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10624,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
10625,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
10626,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10627,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10628,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10629,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
10630,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
10631,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10632,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10633,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
10634,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10635,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10636,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
10637,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10638,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10639,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10640,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
10641,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
10642,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10643,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
10644,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
10645,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
10646,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
10647,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10648,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10649,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
10650,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10651,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10652,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
10653,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10654,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10655,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10656,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10657,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10658,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10659,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10660,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10661,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10662,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10663,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10664,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10665,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
10666,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
10667,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
10668,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10669,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10670,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
10671,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
10672,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
10673,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10674,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
10675,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
10676,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
10677,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
10678,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10679,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10680,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
10681,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
10682,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
10683,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10684,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
10685,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
10686,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
10687,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10688,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
10689,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10690,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
10691,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10692,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10693,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
10694,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
10695,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
10696,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10697,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
10698,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
10699,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10700,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10701,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
10702,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10703,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
10704,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
10705,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
10706,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10707,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
10708,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
10709,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
10710,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
10711,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10712,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10713,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10714,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
10715,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
10716,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10717,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
10718,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
10719,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10720,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10721,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10722,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10723,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
10724,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
10725,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10726,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10727,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10728,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10729,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
10730,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10731,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
10732,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
10733,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
10734,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
10735,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10736,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10737,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10738,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
10739,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
10740,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
10741,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10742,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
10743,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
10744,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
10745,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
10746,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
10747,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
10748,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
10749,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
10750,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
10751,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
10752,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
10753,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
10754,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
10755,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
10756,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
10757,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
10758,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Water
10759,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
10760,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
10761,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
10762,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
10763,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
10764,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
10765,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
10766,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
10767,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
10768,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
10769,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10770,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
10771,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
10772,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
10773,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
10774,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Water
10775,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
10776,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
10777,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
10778,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
10779,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
10780,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
10781,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
10782,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
10783,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Forest,Forest
10784,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
10785,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
10786,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
10787,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
10788,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
10789,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
10790,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
10791,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
10792,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
10793,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
10794,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
10795,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
10796,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
10797,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
10798,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
10799,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
10800,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
10801,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
10802,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
10803,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
10804,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
10805,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
10806,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
10807,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
10808,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
10809,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
10810,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
10811,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
10812,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
10813,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
10814,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
10815,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
10816,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
10817,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
10818,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
10819,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
10820,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
10821,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
10822,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
10823,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
10824,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
