Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R
3193,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3194,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3195,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3196,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3197,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3198,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3199,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3200,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3201,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3202,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3203,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3204,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3205,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3206,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3207,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3208,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3209,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3210,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3211,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
3212,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3213,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3214,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3215,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3216,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3217,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3218,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3219,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
3220,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3221,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3222,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3223,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3224,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3225,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3226,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3227,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3228,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3229,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
3230,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3231,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3232,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
3233,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
3234,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3235,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3236,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3237,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3238,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3239,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3240,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3241,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3242,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3243,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3244,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
3245,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3246,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3247,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3248,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3249,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3250,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3251,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3252,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3253,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3254,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Water
3255,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3256,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3257,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
3258,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3259,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
3260,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
3261,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
3262,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
3263,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
3264,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3265,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3266,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3267,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
3268,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3269,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3270,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3271,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3272,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3273,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
3274,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
3275,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3276,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3277,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
3278,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
3279,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3280,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3281,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3282,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3283,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
3284,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,Forest
3285,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
3286,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
3287,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
3288,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3289,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3290,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3291,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3292,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3293,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3294,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3295,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
3296,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Built-up
3297,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
3298,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
3299,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3300,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3301,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3302,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3303,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3304,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3305,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3306,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3307,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3308,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3309,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3310,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3311,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
3312,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3313,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3314,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3315,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
3316,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3317,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3318,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3319,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
3320,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3321,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3322,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Forest,Built-up
3323,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3324,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
3325,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Forest
3326,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3327,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3328,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3329,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3330,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3331,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3332,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3333,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3334,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3335,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3336,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3337,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3338,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3339,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3340,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3341,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3342,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3343,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3344,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
3345,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3346,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3347,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3348,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3349,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3350,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3351,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3352,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3353,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3354,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3355,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3356,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3357,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3358,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3359,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3360,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3361,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3362,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3363,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3364,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3365,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3366,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3367,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3368,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3369,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3370,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3371,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3372,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3373,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3374,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3375,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3376,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3377,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3378,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3379,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3380,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
3381,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3382,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3383,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3384,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3385,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
3386,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3387,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3388,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3389,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3390,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3391,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3392,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3393,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3394,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3395,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3396,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3397,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3398,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3399,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3400,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3401,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3402,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3403,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3404,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3405,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3406,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3407,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3408,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3409,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3410,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3411,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3412,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3413,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3414,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3415,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3416,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3417,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3418,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3419,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3420,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
3421,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3422,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3423,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3424,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
3425,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3426,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3427,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3428,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3429,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3430,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3431,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3432,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3433,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3434,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3435,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3436,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3437,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3438,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
3439,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3440,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
3441,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3442,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3443,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3444,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3445,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3446,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3447,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
3448,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
3449,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
3450,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3451,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3452,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3453,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3454,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3455,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3456,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
3457,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3458,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3459,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3460,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3461,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
3462,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3463,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3464,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
3465,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Built-up
3466,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3467,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Built-up
3468,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
3469,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
3470,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
3471,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
3472,NULL,Built-up,Wetland,NULL,Wetland,NULL,Forest,Grassland
3473,NULL,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
3474,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Water
3475,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Built-up
3476,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3477,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
3478,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
3479,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3480,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3481,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3482,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
3483,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
3484,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
3485,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3486,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
3487,NULL,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
3488,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3489,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3490,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
3491,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3492,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
3493,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
3494,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Forest
3495,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
3496,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3497,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
3498,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
3499,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
3500,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
3501,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
3502,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
3503,NULL,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Grassland
3504,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
3505,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
3506,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
3507,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
3508,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
3509,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
3510,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
