Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEN_M_R
9555,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9556,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9557,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9558,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9559,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9560,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9561,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9562,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
9563,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9564,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
9565,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9566,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
9567,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
9568,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
9569,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9570,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9571,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
9572,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9573,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9574,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
9575,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
9576,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Water
9577,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9578,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
9579,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
9580,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9581,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
9582,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9583,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9584,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9585,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9586,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9587,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9588,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9589,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9590,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
9591,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
9592,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
9593,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9594,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
9595,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
9596,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9597,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9598,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9599,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9600,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
9601,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9602,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
9603,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
9604,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
9605,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
9606,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
9607,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
9608,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9609,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9610,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
9611,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
9612,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9613,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9614,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9615,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
9616,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
9617,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
9618,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
9619,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
9620,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
9621,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
9622,Water,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
9623,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
9624,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9625,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
9626,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
9627,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
9628,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
9629,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
9630,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
9631,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
9632,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
9633,Water,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
9634,Water,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Water
9635,Water,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
9636,Water,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
9637,Water,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
9638,Water,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
9639,Water,NULL,Forest,Water,Non_Wetland,Forest,Water,Grassland
9640,Water,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
9641,Water,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
9642,Water,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
9643,Water,Cropland,Water,NULL,Water,Shrubland,Water,Water
9644,Water,Cropland,Water,Water,Water,Shrubland,Water,Water
9645,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9646,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9647,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9648,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9649,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9650,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9651,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9652,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Water
9653,Water,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Water
9654,Water,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
9655,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
9656,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
9657,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Water
9658,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
9659,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Water
9660,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
9661,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9662,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9663,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9664,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
9665,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
9666,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
9667,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
9668,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
9669,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
9670,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9671,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
9672,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
9673,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Forest
9674,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
9675,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
9676,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
9677,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
9678,Water,Wetland,NULL,Water,Non_Wetland,Water,Forest,Wetland
9679,Water,Wetland,NULL,Water,Non_Wetland,Water,Forest,Water
9680,Water,Wetland,NULL,Water,Non_Wetland,Forest,Water,Water
9681,Water,Wetland,NULL,Water,Non_Wetland,Forest,Water,Forest
9682,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9683,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9684,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
9685,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9686,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9687,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
9688,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9689,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9690,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9691,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9692,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9693,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9694,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9695,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9696,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
9697,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9698,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
9699,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9700,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
9701,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9702,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9703,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9704,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9705,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9706,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9707,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9708,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
9709,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9710,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9711,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9712,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9713,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9714,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Water
9715,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
9716,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
9717,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
9718,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
9719,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9720,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9721,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
9722,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
9723,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
9724,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
9725,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Forest,Water
9726,Water,Wetland,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
9727,Water,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9728,Water,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9729,Water,Wetland,Grassland,Water,Non_Wetland,Forest,Water,Forest
9730,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9731,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
9732,Water,Wetland,Cropland,Water,Non_Wetland,Forest,Water,Water
9733,Water,Wetland,Cropland,Water,Non_Wetland,Forest,Forest,Forest
9734,Water,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
9735,Water,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Water
9736,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9737,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
9738,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
9739,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9740,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9741,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9742,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9743,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9744,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
9745,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
9746,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
9747,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Water
9748,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
9749,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,NULL
9750,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
9751,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
9752,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Water
9753,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
9754,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
9755,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
9756,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
9757,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Water
9758,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9759,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
9760,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
9761,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
9762,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
9763,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Water
9764,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
9765,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9766,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
9767,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9768,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9769,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9770,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
9771,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
9772,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
9773,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9774,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9775,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
9776,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
9777,Water,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
9778,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
9779,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,NULL
9780,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
9781,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
9782,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Water
9783,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
9784,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
9785,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9786,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
9787,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
9788,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
9789,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
9790,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
9791,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9792,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9793,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
9794,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
9795,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
9796,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
9797,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
9798,Water,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,NULL
9799,Water,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
9800,Water,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
9801,Water,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Water
9802,Water,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9803,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
9804,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
9805,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
9806,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Grassland
9807,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
9808,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
9809,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
9810,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
9811,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
9812,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
9813,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
9814,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9815,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
9816,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
9817,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9818,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9819,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
9820,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9821,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
9822,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
9823,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
9824,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
9825,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
9826,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9827,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9828,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
9829,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
9830,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
9831,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
9832,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
9833,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
9834,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9835,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9836,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
9837,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
9838,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
9839,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
9840,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
9841,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9842,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9843,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9844,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9845,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9846,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9847,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
9848,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
9849,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Water
9850,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9851,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
9852,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
9853,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9854,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9855,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
9856,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9857,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
9858,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
9859,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
9860,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Water
9861,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
9862,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,NULL
9863,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9864,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9865,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
9866,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9867,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
9868,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9869,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9870,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9871,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9872,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,NULL
9873,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9874,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
9875,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
9876,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
9877,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
9878,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
9879,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
9880,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
9881,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
9882,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
9883,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
9884,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9885,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
9886,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
9887,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
9888,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Water
9889,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
