Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTE_M_R
1867,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
1868,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Wetland
1869,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,Grassland,Grassland
1870,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,Grassland,Cropland
1871,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
1872,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Wetland
1873,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
1874,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Forest
1875,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1876,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Cropland
1877,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1878,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1879,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1880,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1881,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1882,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1883,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1884,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1885,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1886,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1887,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1888,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1889,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1890,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1891,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1892,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1893,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1894,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1895,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1896,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
1897,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1898,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1899,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1900,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
1901,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1902,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1903,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
1904,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1905,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1906,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1907,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1908,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1909,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1910,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1911,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1912,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1913,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1914,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1915,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1916,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1917,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1918,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1919,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1920,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1921,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
1922,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1923,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1924,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1925,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1926,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1927,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1928,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1929,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1930,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
1931,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
1932,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1933,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
1934,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1935,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1936,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1937,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1938,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1939,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1940,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1941,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
1942,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
1943,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Cropland
1944,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Wetland
1945,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
1946,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1947,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1948,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1949,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
1950,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1951,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1952,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1953,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1954,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1955,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1956,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1957,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1958,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1959,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1960,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
1961,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1962,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1963,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1964,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1965,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1966,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1967,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1968,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1969,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1970,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1971,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1972,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1973,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1974,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1975,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
1976,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1977,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1978,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1979,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
1980,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
1981,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
1982,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1983,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1984,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1985,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1986,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1987,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1988,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1989,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1990,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1991,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1992,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1993,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1994,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1995,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1996,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1997,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1998,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1999,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2000,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2001,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2002,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2003,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
2004,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
2005,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2006,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2007,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
2008,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2009,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2010,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2011,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
2012,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2013,Grassland,Cropland,Water,Water,Water,Wetland,Water,Wetland
2014,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2015,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2016,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2017,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2018,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2019,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2020,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2021,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2022,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2023,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2024,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
2025,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2026,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2027,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
2028,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2029,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2030,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2031,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
2032,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2033,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2034,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2035,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2036,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2037,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
2038,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2039,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2040,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2041,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2042,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
2043,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2044,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
2045,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Water,Grassland
2046,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2047,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2048,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2049,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
2050,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland,Grassland,Grassland
2051,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
2052,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2053,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2054,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2055,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2056,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2057,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2058,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2059,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2060,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2061,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2062,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2063,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2064,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2065,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2066,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
2067,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2068,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2069,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2070,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2071,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2072,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2073,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2074,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2075,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2076,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2077,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2078,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2079,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2080,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2081,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2082,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2083,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2084,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2085,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2086,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2087,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2088,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2089,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2090,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2091,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2092,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2093,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2094,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2095,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2096,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2097,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2098,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2099,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2100,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2101,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2102,Grassland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
2103,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2104,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2105,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2106,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2107,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2108,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2109,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2110,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2111,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2112,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2113,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2114,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2115,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2116,Grassland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
2117,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2118,Grassland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
2119,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2120,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2121,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2122,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2123,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
2124,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2125,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2126,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
2127,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
2128,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
2129,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
2130,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
2131,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2132,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2133,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2134,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2135,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2136,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2137,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2138,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2139,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2140,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2141,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
2142,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2143,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2144,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2145,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2146,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2147,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2148,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2149,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2150,Grassland,Bareland,Water,Water,Water,NULL,NULL,Wetland
2151,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2152,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2153,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2154,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2155,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2156,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2157,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2158,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2159,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2160,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2161,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2162,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2163,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2164,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2165,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
